Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Colonna3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;dubbi;Commenti
PTA005;#1140204;doc#154;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=1403871&end=1407944;1403871;1407944;PTA005;;0,072719907;;https://search.corpuskiparla.it/corpus/conversations/PTA005.html;https://search.corpuskiparla.it/corpus/conversations/PTA005_jefferson.html;26-30;M;;oper;;;piemonte;med;4;intervista semistrutturata;una persona come mio padre // mh mh mh mh // varia troppo da chi hai come capo // certo // // però tutt''ora i suoi cazziatoni;comunque;ogni tot mi svegliano // perché siamo in un limbo dove // c''è pochi soldi non sai come far le cose // vorresti magari;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTA005;#1147192;doc#154;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=3582005&end=3584291;3582005;3584291;PTA005;;0,072719907;;https://search.corpuskiparla.it/corpus/conversations/PTA005.html;https://search.corpuskiparla.it/corpus/conversations/PTA005_jefferson.html;26-30;F;;intell;;;lombardia;phd;4;intervista semistrutturata;così hanno chiuso un sacco di fabbriche // ma vabbè ma quello sì quello sì però // mh mh mh // quindi diciamo un cambiamento;comunque;negativo // ah tutta la vita te lo dico sì // ma // cosa che invece questa città potrebbe mangiare in testa a tantissime;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PTA005;#1148276;doc#154;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=3923714&end=3926772;3923714;3926772;PTA005;;0,072719907;;https://search.corpuskiparla.it/corpus/conversations/PTA005.html;https://search.corpuskiparla.it/corpus/conversations/PTA005_jefferson.html;26-30;F;;intell;;;lombardia;phd;4;intervista semistrutturata;banalmente passeggiando in centro il fine settimana così // che ci siano molti più turisti // cioè mi sembra che;comunque;ci sia stata una rivalutazione // ma non metto in dubbio però non mi puoi una zona // saràche // io posso capire e certo;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTA005;#1150208;doc#154;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=4428705&end=4429474;4428705;4429474;PTA005;;0,072719907;;https://search.corpuskiparla.it/corpus/conversations/PTA005.html;https://search.corpuskiparla.it/corpus/conversations/PTA005_jefferson.html;26-30;M;;oper;;;piemonte;med;4;intervista semistrutturata;non è // mh mh // basta non mi rompere // non ah io non lo accetto poi dopo basta // mh mh mh mh // scusa // // niente niente //;comunque;// ah // poi io mi divulgo // no e la domanda dopo era sei contento della tua città però insomma // // xxxx // io amo allora no;;;;1;1;;1;;;;;;;;;1;;;;;;;;;;;;;;0;;
KPN016;#1165472;doc#156;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN016&begin=168214&end=169020;168214;169020;KPN016;;0,020844907;;https://search.corpuskiparla.it/corpus/conversations/KPN016.html;https://search.corpuskiparla.it/corpus/conversations/KPN016_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;pasto;// ho detto cucciolona // beh non è mica // mi è venuto un po'' l''abbiocchino // a star lì fuori // eh beh // lì al sole un po'' //;comunque;// non va bene che si creino quei mh quei ritardi lì adesso negli ospedali eh // lei poveretta non ha perso un secondo // poi;;;;1;1;;1;;;;;;;;;1;;;;;;;;;;;;;;1;;
KPN016;#1168625;doc#156;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN016&begin=1654635&end=1661510;1654635;1661510;KPN016;;0,020844907;;https://search.corpuskiparla.it/corpus/conversations/KPN016.html;https://search.corpuskiparla.it/corpus/conversations/KPN016_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;pasto;ogni tanto // ma no perché venite da troppi punti diversi // siamo troppo // mh // poi abbiamo tutti età diverse cioè;comunque;io son la più piccola c''è tutta gente che ha quaranta cinquant''anni cioè // è meglio di no // no // ma anche per loro;;;;1;1;1;;;;;;;;;;1;;;1;;;;;;;;;;;1;;
PTD016;#1174862;doc#157;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=1482562&end=1484732;1482562;1484732;PTD016;;0,038460648;;https://search.corpuskiparla.it/corpus/conversations/PTD016.html;https://search.corpuskiparla.it/corpus/conversations/PTD016_jefferson.html;26-30;F;;disocc;;;piemonte;dip_tec_prof;4;intervista semistrutturata;nel cuore // quel coso cadeva da // non ci fai caso poi magari dici vero io guardavo dal computer non dal cellulare // sì //;comunque;mi dice sì c''è un posto // infatti io ci avevo il computer in ditta guardavo gli indirizzi gli ho scaricato la mappa // e //;;;;1;1;;1;;;;1;;;;;1;;;;;;;;;;;;;;1;;
PTD016;#1174932;doc#157;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=1500446&end=1501740;1500446;1501740;PTD016;;0,038460648;;https://search.corpuskiparla.it/corpus/conversations/PTD016.html;https://search.corpuskiparla.it/corpus/conversations/PTD016_jefferson.html;26-30;F;;disocc;;;piemonte;dip_tec_prof;4;intervista semistrutturata;mappa mi ha detto ti presto il navigatore // // chiedi ad ludovico un mio collega // no comment sto ludovico rossi babbo //;comunque;lasciamo perdere // c''è ancora c''è ancora ludovico // flavio // e c''è ancora tra l''altro questo // tiene duro ludovico x;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;1;;
PTD016;#1175191;doc#157;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=1556640&end=1559560;1556640;1559560;PTD016;;0,038460648;;https://search.corpuskiparla.it/corpus/conversations/PTD016.html;https://search.corpuskiparla.it/corpus/conversations/PTD016_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;4;intervista semistrutturata;eh vabbè allora xx vediamo dai // ma io però lo capisco // cioè lui p~ secondo me aveva anche // comunque // cioè scardini //;comunque;l''equilibrio anche del del posto cioè poi // eh esatto // perché ero brava a lavorare io // e quindi non la volevi mandare;;;;1;1;;;;;;;;;;;;;;;;;1;;;;;;1;;0;;
PTD016;#1176644;doc#157;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=1894160&end=1898010;1894160;1898010;PTD016;;0,038460648;;https://search.corpuskiparla.it/corpus/conversations/PTD016.html;https://search.corpuskiparla.it/corpus/conversations/PTD016_jefferson.html;36-40;M;;impr;;;piemonte;dip_tec_prof;4;intervista semistrutturata;oh andiamo al in giro eh // sì perché se no // andiamo a convivere? no no xx // sposiamoci? no // ma no perché io con l''azienda;comunque;a sembra uno ci ha l''azienda e dici che // eh no // no quello non vuol dire niente // però comunqueè difficile non è che sia;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTD016;#1177487;doc#157;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=2110880&end=2115480;2110880;2115480;PTD016;;0,038460648;;https://search.corpuskiparla.it/corpus/conversations/PTD016.html;https://search.corpuskiparla.it/corpus/conversations/PTD016_jefferson.html;36-40;M;;impr;;;piemonte;dip_tec_prof;4;intervista semistrutturata;// leale tra virgo~ tra virgolette col~ collaborativa addirtittura perché io st~ // contenuta? // stampo gomma o;comunque;stampo silicone per aziende che fanno gomma // sì // quindi loro mi chiedono articoli io stampo per tanti conto terzi no?;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD016;#1179871;doc#157;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=2672772&end=2677942;2672772;2677942;PTD016;;0,038460648;;https://search.corpuskiparla.it/corpus/conversations/PTD016.html;https://search.corpuskiparla.it/corpus/conversations/PTD016_jefferson.html;36-40;M;;impr;;;piemonte;dip_tec_prof;4;intervista semistrutturata;chiamato mia mamma // mentre tu eri sceso a parlare // // si cagava in mano perché la prima vacanza // mentre t~ // cioè;comunque;era anche tutta una prova anche per noi stare insieme non stavamo non siamo mai stati insieme // no perché noi // mah per;;;;1;1;1;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTD016;#1180681;doc#157;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=2858178&end=2860568;2858178;2860568;PTD016;;0,038460648;;https://search.corpuskiparla.it/corpus/conversations/PTD016.html;https://search.corpuskiparla.it/corpus/conversations/PTD016_jefferson.html;36-40;M;;impr;;;piemonte;dip_tec_prof;4;intervista semistrutturata;della stazione // eh ogni tanto qualcuno ti dice les gaillard roquebrune // mah sì // non capiamo niente // mh mh //;comunque;la prima vacanza è stata più bella perché // era tutt~ eh // vabbè anche dieci giorni tantissimo // poi dormivamo fuori in;;;;1;1;1;1;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTD016;#1182220;doc#157;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=3189035&end=3189545;3189035;3189545;PTD016;;0,038460648;;https://search.corpuskiparla.it/corpus/conversations/PTD016.html;https://search.corpuskiparla.it/corpus/conversations/PTD016_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;4;intervista semistrutturata;xxx // hu // l''applauso a fine volo // // non lo so a fine volo se boh // no l''applauso a fine volo me lo ricordo solo a sharm //;comunque;// dieci ore di volo ti anestetizzi // quattro ore di volo a sharm // picchia picchia italiani ignoranti // xxxx // io mi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
BOD1010;#1207841;doc#161;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1010&begin=2003796&end=2015323;2003796;2015323;BOD1010;;0,075856481;;https://search.corpuskiparla.it/corpus/conversations/BOD1010.html;https://search.corpuskiparla.it/corpus/conversations/BOD1010_jefferson.html;===NONE===;===NONE===;;===NONE===;;;===NONE===;===NONE===;1;lezione;da una parte c'' è anche la libertà // di coltrane che sta cercando nuove soluzioni però dall'' altra parte // ci dev'' essere;comunque;una cosa ancora più statica di quello che era prima quindi la libertà di uno poi influisce su su quella del e xxx la libertà;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;ERR
PBA017;#1219023;doc#163;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA017&begin=648936&end=651180;648936;651180;PBA017;;0,025601852;;https://search.corpuskiparla.it/corpus/conversations/PBA017.html;https://search.corpuskiparla.it/corpus/conversations/PBA017_jefferson.html;21-25;M;;comm;;;friuli-venezia-giulia;dip_lic;3;intervista semistrutturata;non vedi il resto del negozio dalla cassa // era tutto di nascosto ha aspettato anche il momento giusto questa // // //;comunque;se siete interessati posso indirizzarlo // // eh se conosci qualcuno // e che negozio è cos''è che vende? // si può dire? //;;;;1;1;;1;;;;;;;;;1;;;;;;;;;;;;;;0;;
PBA017;#1219933;doc#163;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA017&begin=897441&end=898534;897441;898534;PBA017;;0,025601852;;https://search.corpuskiparla.it/corpus/conversations/PBA017.html;https://search.corpuskiparla.it/corpus/conversations/PBA017_jefferson.html;21-25;M;;comm;;;friuli-venezia-giulia;dip_lic;3;intervista semistrutturata;che si è perso un po'' il l''effetto colore che c''era un po'' mormorizzato // vero // vero // infatti eh // però son fighi;comunque;// è una rottura di scatole per quello // comunque male perchè cioè // che palle // dovremmo scrivere all''azienda un;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
PBA017;#1220305;doc#163;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA017&begin=1018155&end=1021034;1018155;1021034;PBA017;;0,025601852;;https://search.corpuskiparla.it/corpus/conversations/PBA017.html;https://search.corpuskiparla.it/corpus/conversations/PBA017_jefferson.html;21-25;M;;comm;;;friuli-venezia-giulia;dip_lic;3;intervista semistrutturata;già è gia ottobre // sì // eh // quindi sì // controlla controlla // il ventisette xxx xx padre // ah // sì vai a controllare;comunque;probabilmente me ne danno anche altri di straordinari // eheh eheh // // // diciamo la mia speranza è che a // mh a // un due;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA017;#1223613;doc#163;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA017&begin=2017069&end=2021680;2017069;2021680;PBA017;;0,025601852;;https://search.corpuskiparla.it/corpus/conversations/PBA017.html;https://search.corpuskiparla.it/corpus/conversations/PBA017_jefferson.html;21-25;M;;oper;;;veneto;med;3;intervista semistrutturata;tre anni viene fatto l''appalto nuovo // xxx chi li fa partire xxx rifornitori // eh ma lì poi dopo dipende alla fine perchè;comunque;le fabbriche non fanno mai // un marchio solo // no no no // intendi di mh // chi fa la produzione cioè poi alla fine // ah // sì;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ERR
PBA017;#1223816;doc#163;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA017&begin=2083435&end=2087871;2083435;2087871;PBA017;;0,025601852;;https://search.corpuskiparla.it/corpus/conversations/PBA017.html;https://search.corpuskiparla.it/corpus/conversations/PBA017_jefferson.html;21-25;M;;oper;;;veneto;med;3;intervista semistrutturata;differenza // ehm beh etico morale importante // no infatti ci sta // e anche comunque un lavoro artigianale // sì perchè;comunque;è sempre artigianato cioè alla fine quando vai fuori da // è brutto da dire però quando vai fuori da un terzo mondo che;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN028;#1234203;doc#165;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN028&begin=1522261&end=1524065;1522261;1524065;KPN028;;0,022662037;;https://search.corpuskiparla.it/corpus/conversations/KPN028.html;https://search.corpuskiparla.it/corpus/conversations/KPN028_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;pasto;c''è la chiesa // vabbè // mh sì // rocchetta mattei attrazione turistica // vai su // è vicino a eh a rocchetta mattei //;comunque;quei pomodori secchi // secondo me bisogna mangiarli perchè // io li ho aperti un tot di tempo fa // li hai mangiati ieri?;;;;1;1;;1;;;;;;;;;1;;;;;;;;;;;;;;0;;
BOD2010;#1239660;doc#167;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2010&begin=247011&end=249670;247011;249670;BOD2010;;0,017326389;;https://search.corpuskiparla.it/corpus/conversations/BOD2010.html;https://search.corpuskiparla.it/corpus/conversations/BOD2010_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;magari // c'' ho tipo // io c'' ho una camera e c'' è anche uno studio // eh uno studio taverna al piano terra // e lì ci // dato che;comunque;li li gestisco io di fatto // ci penso io a pulire e a mettere in ordine // e c'' ho pensato anche io quando abbiamo fatto il;;;;1;1;1;;;;;;;;;;1;;;;;;;;;;;;;;1;;
BOD2010;#1240039;doc#167;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2010&begin=376341&end=383806;376341;383806;BOD2010;;0,017326389;;https://search.corpuskiparla.it/corpus/conversations/BOD2010.html;https://search.corpuskiparla.it/corpus/conversations/BOD2010_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;principalmente // i passatempi abbiam~ sempre soprattutto // d'' inverno ci trovavamo o per guardar dei film // perché;comunque;ci ho messo il il televisore e anche il il lettore di vu di quello delle cassette // okay // eh oppure ci siam sempre trovati;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
BOD2010;#1240327;doc#167;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2010&begin=472449&end=476784;472449;476784;BOD2010;;0,017326389;;https://search.corpuskiparla.it/corpus/conversations/BOD2010.html;https://search.corpuskiparla.it/corpus/conversations/BOD2010_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;è bello // e vederlo sì proprio // molte cose lasciate all'' incuria e al degrado mi dispiace mi // mi dà fastidio perché;comunque;è il posto dove sono nato dove ho sempre vissuto // eh vederlo // lasciato andare // sì mi dispiace e mi infastidisce anche;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2010;#1241405;doc#167;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2010&begin=826745&end=833132;826745;833132;BOD2010;;0,017326389;;https://search.corpuskiparla.it/corpus/conversations/BOD2010.html;https://search.corpuskiparla.it/corpus/conversations/BOD2010_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;// mh no siamo andati molto a caso // // a dir~ la verità // e questo in parte l'' avevo un po'' sentito a livello fisico perché;comunque;molto faticoso // però comunque una persona direi in salute // soprattutto un ragazzo giovane anche senza allenamento;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2010;#1241410;doc#167;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2010&begin=833949&end=837594;833949;837594;BOD2010;;0,017326389;;https://search.corpuskiparla.it/corpus/conversations/BOD2010.html;https://search.corpuskiparla.it/corpus/conversations/BOD2010_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;// // a dir~ la verità // e questo in parte l'' avevo un po'' sentito a livello fisico perché comunque molto faticoso // però;comunque;una persona direi in salute // soprattutto un ragazzo giovane anche senza allenamento // giovane // lo riesce a fare;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTB025;#1251483;doc#169;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB025&begin=630843&end=632489;630843;632489;PTB025;;0,0484375;;https://search.corpuskiparla.it/corpus/conversations/PTB025.html;https://search.corpuskiparla.it/corpus/conversations/PTB025_jefferson.html;71-75;M;;pens;;;piemonte;laurea;4;intervista semistrutturata;// okay // quaranta e fischia anni eh // mh // quarantatré anni che son qua eh quindi // eh non da sempre // mh mh // però sono;comunque;// eh e adesso anche lei rimasto legato al mio paese cioè per me // // torino nonmh // non rappresenta gran~ gran~ ma no non;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTB025;#1253425;doc#169;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB025&begin=1285809&end=1286498;1285809;1286498;PTB025;;0,0484375;;https://search.corpuskiparla.it/corpus/conversations/PTB025.html;https://search.corpuskiparla.it/corpus/conversations/PTB025_jefferson.html;26-30;F;;intell;;;lombardia;phd;4;intervista semistrutturata;avanti // // no no ma adesso andate avanti voi // no xxxxxx tagliate // no no no no andiamo sullo specifico // xxx // quindi;comunque;// è molto tempo che vivete nello stesso quartiere? // vi sembra sia cambiato nel corso del tempo? // sì // come? // ma non;;;;1;1;1;1;;;;;;;;;1;;;;;;;;;;;;;;0;;
