Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Colonna3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;dubbi;Commenti
KPC007;#1404747;doc#193;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC007&begin=1285455&end=1288600;1285455;1288600;KPC007;;0,033773148;;https://search.corpuskiparla.it/corpus/conversations/KPC007.html;https://search.corpuskiparla.it/corpus/conversations/KPC007_jefferson.html;16-20;F;;stud;;;marche;laurea in corso;3;pasto;lì da noi e ce fa // antonia aveva nascosto il telefono // xxx // #e noi gli famo // ma grazie ale che ce l''hai detto adesso;comunque;// provvederemo // #glie famo un culo così // provvederemo tutto così m''ha fatto // ma che gli dite? // e noi gli facciamo;;;;1;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
KPC007;#1406458;doc#193;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC007&begin=1678822&end=1681074;1678822;1681074;KPC007;;0,033773148;;https://search.corpuskiparla.it/corpus/conversations/KPC007.html;https://search.corpuskiparla.it/corpus/conversations/KPC007_jefferson.html;21-25;M;;stud;;;marche;laurea in corso;3;pasto;e don matteo // t''ha risposto? a me m''ha scritto grazie mille // no // io non gli ho risposto // a me non m''aveva risposto //;comunque;alla fine ieri sera siamo andati da felix // ah sì? // ho preso la pizzetta // c''era gente? // sì // zente // c''era zente //;;;;1;1;;1;;;;;;;;;1;;;;;;;;;;;;;;0;;
BOA1013;#1414085;doc#195;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1013&begin=183160&end=185671;183160;185671;BOA1013;;0,011655093;;https://search.corpuskiparla.it/corpus/conversations/BOA1013.html;https://search.corpuskiparla.it/corpus/conversations/BOA1013_jefferson.html;21-25;F;;stud;;;abruzzo;laurea in corso;2;ricevimento studenti;riprenderei la dimensione linguistica // sì perché // perché perché non è esattamente sininomo no? la dimensione //;comunque;è xx eh // è vero // ehmh // il l'' uso perché qui c'' è l'' uso e l'' evoluzione no direi proprio la dimensione linguistica o mh la;;;;1;1;1;;;;;;;;;;;;;;;;1;;;;;;;;1;;
PBB026;#1417917;doc#196;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB026&begin=473953&end=475616;473953;475616;PBB026;;0,042592593;;https://search.corpuskiparla.it/corpus/conversations/PBB026.html;https://search.corpuskiparla.it/corpus/conversations/PBB026_jefferson.html;56-60;M;;tec;;;emilia-romagna;dip_tec_prof;4;intervista semistrutturata;// okay // no è che adesso i ragazzi appena diventano abbastanza grandi vanno a bologna anche loro // no // sì // no perchè;comunque;// quando io ero più giovane si trovavano per strada a medicina stavano un po'' così in compagnia e poi decidevano dove;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB026;#1418286;doc#196;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB026&begin=576400&end=582935;576400;582935;PBB026;;0,042592593;;https://search.corpuskiparla.it/corpus/conversations/PBB026.html;https://search.corpuskiparla.it/corpus/conversations/PBB026_jefferson.html;16-20;F;;stud;;;emilia-romagna;laurea in corso;4;intervista semistrutturata;cricca // // non lo so // cioè qui comunque anche i ragazzi se vogliono andar da qualche parte per non andare a bologna che;comunque;è più lontana e più scomoda // sì // mhmh // anche per il parcheggio vanno a imola // ah giusto sì sì sì // che comunque sono;;;;1;1;1;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PBB026;#1421071;doc#196;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB026&begin=1436810&end=1440510;1436810;1440510;PBB026;;0,042592593;;https://search.corpuskiparla.it/corpus/conversations/PBB026.html;https://search.corpuskiparla.it/corpus/conversations/PBB026_jefferson.html;51-55;F;;tec;;;emilia-romagna;dip_tec_prof;4;intervista semistrutturata;curioso // sì sì sìsì eh // ricordiamocelo // hai detto te che può spaziare // sì sì però le domande purtroppo // eh sì sì beh;comunque;perchè riguardo del futuro // sì sì sì // però mi fa piacere eh // comunque le domande le deve far lui non tu // eh eh sì sì // //;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PBB026;#1421087;doc#196;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB026&begin=1439660&end=1441799;1439660;1441799;PBB026;;0,042592593;;https://search.corpuskiparla.it/corpus/conversations/PBB026.html;https://search.corpuskiparla.it/corpus/conversations/PBB026_jefferson.html;56-60;M;;tec;;;emilia-romagna;dip_tec_prof;4;intervista semistrutturata;// sì sì però le domande purtroppo // eh sì sì beh comunque perchè riguardo del futuro // sì sì sì // però mi fa piacere eh //;comunque;le domande le deve far lui non tu // eh eh sì sì // // eh va bene // no sì no però poi magari ne parliamo certo // eh mh ma sì ma a;;;;1;1;;1;;;;1;;;;;1;;;;;;;;;;;;;;0;;
TOA3010;#1453804;doc#199;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3010&begin=318841&end=320723;318841;320723;TOA3010;;0,018900463;;https://search.corpuskiparla.it/corpus/conversations/TOA3010.html;https://search.corpuskiparla.it/corpus/conversations/TOA3010_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;conversazione libera;e poi // comunque ora sono in un periodo della mia vita positivo // quindi mi fa anche piacere mostrarmi // mh mh // perché;comunque;come storia // cioè io ho sempre sentito qualcosa di speciale // mh mh // proprio che non ho mai più risentito // mh mh //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
TOA3010;#1455078;doc#199;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3010&begin=916876&end=920837;916876;920837;TOA3010;;0,018900463;;https://search.corpuskiparla.it/corpus/conversations/TOA3010.html;https://search.corpuskiparla.it/corpus/conversations/TOA3010_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;conversazione libera;// beh a parte che i sapori sono simili // infatti sì no ma poi comunque // cioè qui è proprio la consistenza che //;comunque;se fai te le cose o se vai in un ristorante in cui fanno bene le cose // le p~ puoi mangiarle con gli stessi sapori non è che //;;;;1;1;;1;;;;1;;;;;1;;;;;;;;;;;;;;0;;
TOA3010;#1455873;doc#199;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3010&begin=1353494&end=1356865;1353494;1356865;TOA3010;;0,018900463;;https://search.corpuskiparla.it/corpus/conversations/TOA3010.html;https://search.corpuskiparla.it/corpus/conversations/TOA3010_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;conversazione libera;non lo so // tipo xx // sì secon~ boh // non lo so // ah non ho internet // vuoi una siga? // no graz~ // minchia che fastidio //;comunque;al di là dell'' esito che avrà questo incontro // se ci sarà // mh mh // qualsiasi cosa io devo continuare a studiare come;;;;1;1;;1;;;;;;;;;1;;;;;;;;;;;;;;1;;
KPS012;#1456568;doc#200;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS012&begin=78319&end=82469;78319;82469;KPS012;;0,022546296;;https://search.corpuskiparla.it/corpus/conversations/KPS012.html;https://search.corpuskiparla.it/corpus/conversations/KPS012_jefferson.html;51-55;F;;disocc;;;puglia;dip_tec_prof;3;pasto;che già il volume dà la sua sazietà // menomale // forse non xxxx // meno male che c''è volume // #se no stamu misi fiacchi //;comunque;pure maurizia ha detto che l''hamburger di antonio è piccola // mo tu t''ha saziata? // ah no perchè ieri mi hai fatto;;;;1;1;;1;;;;;;;;;1;;;;;;;;;;;;;;1;;
KPS012;#1460141;doc#200;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS012&begin=1368900&end=1372090;1368900;1372090;KPS012;;0,022546296;;https://search.corpuskiparla.it/corpus/conversations/KPS012.html;https://search.corpuskiparla.it/corpus/conversations/KPS012_jefferson.html;16-20;F;;stud;;;puglia;med;3;pasto;mangi come un pulcino // ma lui intendeva non è che mangiamo poco che mangiamo salutare // sì infatti infatti è vero //;comunque;noi mangiamo sempre verdure xxxxx // infatti xxx ma tu stessa mi chiedi di contorno pure lei xxxx hamburger xxxxxxx e poi;;;;1;1;;1;;;;;;;;;1;;;;;;;;;;;;;;1;;
KPS012;#1461342;doc#200;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS012&begin=1763066&end=1765346;1763066;1765346;KPS012;;0,022546296;;https://search.corpuskiparla.it/corpus/conversations/KPS012.html;https://search.corpuskiparla.it/corpus/conversations/KPS012_jefferson.html;51-55;F;;disocc;;;puglia;dip_tec_prof;3;pasto;// eh che vabbè ho capito ma se lor~ per loro non ci sono grandi altri limiti perchè // lei dice una volta mo che vengo;comunque;// tra supermercati e le uscite che si faranno perchè sotto natale // dice comunque non è che pure anche se mi faccio il;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;1;;
PBB017;#1463572;doc#201;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB017&begin=511854&end=519980;511854;519980;PBB017;;0,046099537;;https://search.corpuskiparla.it/corpus/conversations/PBB017.html;https://search.corpuskiparla.it/corpus/conversations/PBB017_jefferson.html;46-50;F;;uff;;;sardegna;dip_lic;2;intervista semistrutturata;la cono~ l''hai mai vista te? // qui no // ah no // però per esempio al parco nord l''hanno mh // mh // notevolmente ridotta //;comunque;era bello a settembre quando rientravi dalle vacanze stare ancora quel mese fuori all''aperto tra i banchetti c''erano;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PBB017;#1465456;doc#201;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB017&begin=1091898&end=1093288;1091898;1093288;PBB017;;0,046099537;;https://search.corpuskiparla.it/corpus/conversations/PBB017.html;https://search.corpuskiparla.it/corpus/conversations/PBB017_jefferson.html;21-25;M;;stud;;;sardegna;laurea in corso;2;intervista semistrutturata;// sì non l''hai mai visto? // no // meglio così perché io xx // beh è carino // // dai // non mi sono ancora ripreso // no //;comunque;tu il dialetto non lo parli // bolognese? // sì // ma no // e neanche capisci? // alcune paro~ no è incomprensibile no // ma;;;;1;1;;1;;;;;;;;;1;;;;;;;;;;;;;;0;;
PBB017;#1466273;doc#201;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB017&begin=1350493&end=1353205;1350493;1353205;PBB017;;0,046099537;;https://search.corpuskiparla.it/corpus/conversations/PBB017.html;https://search.corpuskiparla.it/corpus/conversations/PBB017_jefferson.html;46-50;F;;uff;;;sardegna;dip_lic;2;intervista semistrutturata;carta che se succede qualcosa è tua responsabilità questo insomma uno dice okay è sicuro ma intanto ti dà da pensare // //;comunque;all''epoca c''era l''ascensore e io ho preso l''ascensore // vai su per la // per questa terrazza e vedi la città dall''alto //;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;1;;
PBB017;#1469634;doc#201;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB017&begin=2340674&end=2346574;2340674;2346574;PBB017;;0,046099537;;https://search.corpuskiparla.it/corpus/conversations/PBB017.html;https://search.corpuskiparla.it/corpus/conversations/PBB017_jefferson.html;46-50;F;;uff;;;sardegna;dip_lic;2;intervista semistrutturata;soleggiata così vedi un po'' la città da lo~ mh // no~ non vedi tantissimo perché è sfocato e n~ è un po'' lontano // però;comunque;bello è una bella visione sì l''ideale sarebbe una bella giornata di sole // ehm // e poi basta poi magari // qualche parco;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB017;#1471288;doc#201;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB017&begin=2865620&end=2874880;2865620;2874880;PBB017;;0,046099537;;https://search.corpuskiparla.it/corpus/conversations/PBB017.html;https://search.corpuskiparla.it/corpus/conversations/PBB017_jefferson.html;46-50;F;;uff;;;sardegna;dip_lic;2;intervista semistrutturata;così da dove stavano suonando così nean~ neanche cioé lontano dalle case così // piazza verdi è un problema perché;comunque;molte gli abitanti han~ subiscono e hanno subito molto l''effetto di quella zona perché comunque // è una zona m~ molto;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
PTD003;#1475511;doc#202;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD003&begin=319045&end=321828;319045;321828;PTD003;;0,022268519;;https://search.corpuskiparla.it/corpus/conversations/PTD003.html;https://search.corpuskiparla.it/corpus/conversations/PTD003_jefferson.html;36-40;F;;intell;;;sardegna;laurea;2;intervista semistrutturata;vabbè la zona di // la piazzetta emanuele filiberto dove c''è lo storico pastisse eccetera // vabbè // è ressa però mh però;comunque;gestibile // mh mh // non so non mi dà quel senso di delirio che invece mi dà san salvario // o anche quello che sta;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD003;#1476120;doc#202;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD003&begin=484832&end=491116;484832;491116;PTD003;;0,022268519;;https://search.corpuskiparla.it/corpus/conversations/PTD003.html;https://search.corpuskiparla.it/corpus/conversations/PTD003_jefferson.html;36-40;F;;intell;;;sardegna;laurea;2;intervista semistrutturata;// eh però ancora adesso se devo // ho l''idea di uscire // specialmente nella bella stagione sì vanchiglia // perché;comunque;è più spaziosa ti puoi sedere anche all''aperto a bere qualcosa senza mh i tipi che ti tirano l''acqua // mhmh // dal balcone;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD003;#1479396;doc#202;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD003&begin=1426018&end=1430311;1426018;1430311;PTD003;;0,022268519;;https://search.corpuskiparla.it/corpus/conversations/PTD003.html;https://search.corpuskiparla.it/corpus/conversations/PTD003_jefferson.html;36-40;F;;intell;;;sardegna;laurea;2;intervista semistrutturata;più che altro quindi // mh poi è stata anche una motivazione in più anche per mh per laurearmi in specialistica // perchè;comunque;prevedevo che senza quella avrei avuto molte porte chiuse // // certo // e poi durante un corso qua all''università // del;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD003;#1480922;doc#202;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD003&begin=1857119&end=1860110;1857119;1860110;PTD003;;0,022268519;;https://search.corpuskiparla.it/corpus/conversations/PTD003.html;https://search.corpuskiparla.it/corpus/conversations/PTD003_jefferson.html;36-40;F;;intell;;;sardegna;laurea;2;intervista semistrutturata;// tra l''altro con persone però che lavorano veramente bene // ci sono molti volontari ma ci sono // anche non volontari e;comunque;tutti quanti // hanno una formazione o la stanno prendendo per fare quello che fanno // e secondo me é una realtà di in cui;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PBC021;#1484560;doc#203;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC021&begin=1093105&end=1094465;1093105;1094465;PBC021;;0,036006944;;https://search.corpuskiparla.it/corpus/conversations/PBC021.html;https://search.corpuskiparla.it/corpus/conversations/PBC021_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea;2;intervista semistrutturata;come sono scesa dal treno ho sentito che questa era la mia città // ah // era casa mia insomma mi son sentita // sì // cioè sì;comunque;// a casa // magari // se lo dico io è scontato perchè son nata qua comunque // sì sì // rispetto anche alle altre città che ho;;;;1;1;1;;;;;;;;;;;;;;;;1;;;;;;1;;0;;
PBB020;#1495889;doc#204;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB020&begin=1511778&end=1514180;1511778;1514180;PBB020;;0,023009259;;https://search.corpuskiparla.it/corpus/conversations/PBB020.html;https://search.corpuskiparla.it/corpus/conversations/PBB020_jefferson.html;36-40;F;;intell;;;emilia-romagna;laurea;2;intervista semistrutturata;secondo la geopolitica attuale // castelfranco è sotto modena // okay // ma secondo la diocesi // è sotto bologna quindi;comunque;rimane nostro // // che cosa ne pensi dunque dello stato attuale dei nostri portici? c''è qualcosa che si potrebbe;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTA012;#1516889;doc#208;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA012&begin=615810&end=617878;615810;617878;PTA012;;0,021157407;;https://search.corpuskiparla.it/corpus/conversations/PTA012.html;https://search.corpuskiparla.it/corpus/conversations/PTA012_jefferson.html;26-30;F;;intell;;;lombardia;phd;3;intervista semistrutturata;ho questa difficoltà a trovare persone voglio aiutare il prossimo // okay // facendogli provare su di me // mh mh c''é;comunque;uno scambio diciamo // assolutamente // okay // ma tipo a me diceva sto ragazzo che // che ho conosciuto che tatua anche;;;;1;1;1;;;;;;;;;;1;;;;;;;;1;;;;1;;0;;
PTA012;#1518173;doc#208;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA012&begin=1016651&end=1019000;1016651;1019000;PTA012;;0,021157407;;https://search.corpuskiparla.it/corpus/conversations/PTA012.html;https://search.corpuskiparla.it/corpus/conversations/PTA012_jefferson.html;26-30;F;;intell;;;lombardia;phd;3;intervista semistrutturata;lavorativa i mezzi // mh mh // tutte delle dinamiche che non oh no ho visto invariate ecco // okay quindi ti sembra;comunque;statica cioè // sì // mi sembra che la situazione non sia troppo diversa rispetto a qualche anno fa // okay e in termini per;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
PTA012;#1518899;doc#208;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA012&begin=1249503&end=1252400;1249503;1252400;PTA012;;0,021157407;;https://search.corpuskiparla.it/corpus/conversations/PTA012.html;https://search.corpuskiparla.it/corpus/conversations/PTA012_jefferson.html;16-20;M;;disocc;;;piemonte;dip_tec_prof;3;intervista semistrutturata;me le tue abitu~ // cioè sei inserito nelle abitudini di altre persone non // xxx // sì io sono fortunato // sì no sì // sono;comunque;fortunato perché vivo con mio papà // eh io ho la mia stanza mio papà ha la sua // é un po'' come a barcellona quando ero coi;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
TOC1006;#1532044;doc#212;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1006&begin=239085&end=241308;239085;241308;TOC1006;;0,00962963;;https://search.corpuskiparla.it/corpus/conversations/TOC1006.html;https://search.corpuskiparla.it/corpus/conversations/TOC1006_jefferson.html;21-25;F;;stud;;;campania;laurea in corso;2;esame;eh presentato come un codice rivoluzionario anche se poi se andiamo a vedere non è che fosse tanto rivoluzionario //;comunque;sanciva comunque // però diciamo il movimento di pensiero che ha portato all'' idea che fosse una buona cosa quasi;;;;1;1;;1;;;;;;;;;1;;;;;;;;;;;;;;0;;
TOC1006;#1533081;doc#212;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1006&begin=753579&end=765928;753579;765928;TOC1006;;0,00962963;;https://search.corpuskiparla.it/corpus/conversations/TOC1006.html;https://search.corpuskiparla.it/corpus/conversations/TOC1006_jefferson.html;21-25;F;;stud;;;campania;laurea in corso;2;esame;// // non vigeva un solo diritto in india quindi poter mh far apprendere quello che era il diritto inglese risolto;comunque;difficile all'' inizio proprio perché non riuscì ad essere permeabile // ma gli inglesi secondo lei volevano fare;;;;1;1;;;;;;;;;;;;;;;;;1;;;;;;1;;1;;
BOD2009;#1534907;doc#213;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2009&begin=374459&end=379171;374459;379171;BOD2009;;0,016458333;;https://search.corpuskiparla.it/corpus/conversations/BOD2009.html;https://search.corpuskiparla.it/corpus/conversations/BOD2009_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;sì // cioè se io tipo avevo lezione alle otto e mezza lei alle dieci per dire // uscivo prima andavo a prepararmi in bagno o;comunque;lì fuori cioè fuori comunque // in bagno magari sì // quindi sono andata a casa e ho iniziato a fare del terrorismo ai miei;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2009;#1535739;doc#213;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2009&begin=550711&end=552490;550711;552490;BOD2009;;0,016458333;;https://search.corpuskiparla.it/corpus/conversations/BOD2009.html;https://search.corpuskiparla.it/corpus/conversations/BOD2009_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;si risentono loro continuano a farlo se ne fregano non è che si risentono è come se non dicessi nien~ // ah sì sì // guarda;comunque;mia sorella uguale // cioè comunque vai // no no vabbè no // meno grave ma uguale come atteggiamento cioè // lei è una che;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
BOD2009;#1537573;doc#213;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2009&begin=969557&end=974142;969557;974142;BOD2009;;0,016458333;;https://search.corpuskiparla.it/corpus/conversations/BOD2009.html;https://search.corpuskiparla.it/corpus/conversations/BOD2009_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;eh sai lui anche lui di origine albanese come afrin // però lui al contrario di afrin penso che sia addirittura nato qui o;comunque;nato là e si è trasferito qua che era piccolissimo // mh okay // cioè lui alla fine è italiano sì sì sì sì // cioè ha preso;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2009;#1538570;doc#213;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2009&begin=1186146&end=1188601;1186146;1188601;BOD2009;;0,016458333;;https://search.corpuskiparla.it/corpus/conversations/BOD2009.html;https://search.corpuskiparla.it/corpus/conversations/BOD2009_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;sarà // sai che penso avvocata? no però è brutto // no avvocatess~ sindaca magari // sì però erano eh non mi ricordo;comunque;// vabbè comunque // e vabbè e tipo e questo avvocatessa proprietaria di casa nostra aveva la sorella di questo ragazzo;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOA3014;#1539630;doc#214;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3014&begin=8990&end=9889;8990;9889;TOA3014;;0,545833333;;https://search.corpuskiparla.it/corpus/conversations/TOA3014.html;https://search.corpuskiparla.it/corpus/conversations/TOA3014_jefferson.html;21-25;F;;stud;;;umbria;laurea in corso;3;conversazione libera;// quindi conoscete la gente andate in giro salutate la gente cazzo bello // vabbè che poi a perugia è diverso // perché;comunque;// vabbè però metti che comunque esci conosci la gente ed è il tuo posto no? // cioè // sì // e lei se mette a fa'' la cogliona;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
KPS022;#1557900;doc#216;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=941479&end=942470;941479;942470;KPS022;;0,032650463;;https://search.corpuskiparla.it/corpus/conversations/KPS022.html;https://search.corpuskiparla.it/corpus/conversations/KPS022_jefferson.html;26-30;M;;stud;;;campania;laurea in corso;3;pasto;nella polo // o forse te // a me piace camminare a piedi // // // vabbè dico // a parte questo piccolo dettaglio // mh //;comunque;pensavo // quando // a te ti capita mai che tipo c''è qualcuno che guida al posto tu~ cioè tu sei davanti c''è qualcuno a;;;;1;1;;1;;;;;;;;;1;;;;;;;;;;;;;;0;;
KPS022;#1560480;doc#216;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=1807339&end=1808300;1807339;1808300;KPS022;;0,032650463;;https://search.corpuskiparla.it/corpus/conversations/KPS022.html;https://search.corpuskiparla.it/corpus/conversations/KPS022_jefferson.html;26-30;F;;comm;;;campania;dip_tec_prof;3;pasto;la ma~ // è una persona falsa pure la mamma eh perché non sono persone leali // e persone di cuore // non lo sono // però;comunque;// ma lei e il padre // e chi lo è non c''è più // lei e il padre alberto mi devi credere // entrano non dicono nemmeno;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
KPS022;#1562594;doc#216;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=2407820&end=2413790;2407820;2413790;KPS022;;0,032650463;;https://search.corpuskiparla.it/corpus/conversations/KPS022.html;https://search.corpuskiparla.it/corpus/conversations/KPS022_jefferson.html;26-30;F;;comm;;;campania;dip_tec_prof;3;pasto;ha preso un patto dici è un problema tuo come vieni a lavoro non è un problema mio // però forse qua è un poco diverso perchè;comunque;tu ti sei seduta a tavolino e stiamo perlando di una perso~ e io ti giuro alberto // mi ha tartassato l''esistenza // che;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS022;#1562753;doc#216;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=2456650&end=2460762;2456650;2460762;KPS022;;0,032650463;;https://search.corpuskiparla.it/corpus/conversations/KPS022.html;https://search.corpuskiparla.it/corpus/conversations/KPS022_jefferson.html;26-30;F;;comm;;;campania;dip_tec_prof;3;pasto;r~ // e gina faceva guarda che io c''ho un altro lavoro // comunque non mi sembra il caso di lasciarlo eccetera eccetera;comunque;ho una certa stabilità // no // eh io ti do di più ch''io mo fa~ mo lascia stare che è successo il fatto della covid nessuno;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
KPS022;#1563265;doc#216;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=2610250&end=2612724;2610250;2612724;KPS022;;0,032650463;;https://search.corpuskiparla.it/corpus/conversations/KPS022.html;https://search.corpuskiparla.it/corpus/conversations/KPS022_jefferson.html;26-30;F;;comm;;;campania;dip_tec_prof;3;pasto;di soldi chiù // cioè in cinque di noi sempre io ti devo venire incontro? // anche perché io gliel''ho detto // io che sono;comunque;la responsabile dei ragazzi // ho detto albe'' // cioè per me non sta né in cielo né in terra che alla fine di tutto è gina // mo;;;;1;1;;;;;;;;;;;;;;;;;;;;;;1;;;0;;
KPS022;#1563534;doc#216;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=2691647&end=2693216;2691647;2693216;KPS022;;0,032650463;;https://search.corpuskiparla.it/corpus/conversations/KPS022.html;https://search.corpuskiparla.it/corpus/conversations/KPS022_jefferson.html;26-30;F;;comm;;;campania;dip_tec_prof;3;pasto;// la presi da parte e dissi guarda alberta arrivata a questo punto an~ visto che anche due persone sono andate via // e;comunque;il brodo questo è // eh eh perché albe'' a fine mese questo è // soprattutto all''inizio che abbiamo aperto non veniva;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOD2004;#1565588;doc#217;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2004&begin=542671&end=545488;542671;545488;TOD2004;;0,007662037;;https://search.corpuskiparla.it/corpus/conversations/TOD2004.html;https://search.corpuskiparla.it/corpus/conversations/TOD2004_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;a ritmo del della musica che nonostante tutto il diluvio non si era fermata // e vabbè poi scivoloni // cose del genere;comunque;quella è stata une balla scena // divertente // anche quella mi ha // è stato molto molto interessante come serata // // e;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
