Reference;;;;annotation.audio_file;;;;;;;;;;;;;;;;;;;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;;
KPN010;#2785769;doc#386;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN010&begin=1013640&end=1018500;1013640.0;1018500.0;KPN010;PKP024;00:28:10;;https://search.corpuskiparla.it/corpus/conversations/KPN010.html;https://search.corpuskiparla.it/corpus/conversations/KPN010_jefferson.html;21-25;F;;stud;;;toscana;laurea in corso;4;pasto;ahi ahi ahi // no per fortuna l''ho ripreso in tempo ma vi giuro aveva preso il via aveva iniziato a correre // io che mi sono;praticamente;buttata addosso a oscar per fermarlo almeno il gatto poteva anda'' via // cioè io // ma io cos''è successo? tipo gio~ la;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;
KPN010;#2785933;doc#386;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN010&begin=1059330&end=1064950;1059330.0;1064950.0;KPN010;PKP024;00:28:10;;https://search.corpuskiparla.it/corpus/conversations/KPN010.html;https://search.corpuskiparla.it/corpus/conversations/KPN010_jefferson.html;21-25;F;;stud;;;toscana;laurea in corso;4;pasto;eh? // non so dove viva io l''ho trovato una sera che si faceva il bagno // allegramente nella ciotola di oscar capito cioè;praticamente;faceva la sua piscinetta personale // // muoio // non ci credo // // era stupendo // una cosa così anche lì io per fortuna;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
KPN010;#2787477;doc#386;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN010&begin=1567190&end=1569110;1567190.0;1569110.0;KPN010;PKP024;00:28:10;;https://search.corpuskiparla.it/corpus/conversations/KPN010.html;https://search.corpuskiparla.it/corpus/conversations/KPN010_jefferson.html;21-25;F;;stud;;;toscana;laurea in corso;4;pasto;eh ora te lo dico come si chiama // è dopo il raccordo no mi avevi detto? // sì // beh // eh oddio // è un pezzo in là // sì //;praticamente;è san lazzaro di savena // quasi // xxx madonna sto bologna today non te voglio // // allora // che a sentire il nome le;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
TOA3012;#2789447;doc#387;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3012&begin=503833&end=505603;503833.0;505603.0;TOA3012;TO090;18:02:00;;https://search.corpuskiparla.it/corpus/conversations/TOA3012.html;https://search.corpuskiparla.it/corpus/conversations/TOA3012_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;4;conversazione libera;sinte~ // cosa fate alla fine? // mi sentivo figa ma niente // voleva fare la sgargiante voleva fare l'' aulica // volevo;praticamente;// questo è xxx // niente a scendere // come vi ho detto prima c'' è un corpus // con dentro tutte queste conversazioni // non;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;
TOA3012;#2789533;doc#387;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3012&begin=532847&end=539765;532847.0;539765.0;TOA3014;TO085;18:02:00;;https://search.corpuskiparla.it/corpus/conversations/TOA3012.html;https://search.corpuskiparla.it/corpus/conversations/TOA3012_jefferson.html;21-25;F;;stud;;;lombardia;laurea in corso;4;conversazione libera;// no però vabbè // ''na sega // registra ''na sega // vabbè no comunque c'' è un corpus // xxx castra castrorum xxx // no //;praticamente;i linguisti che sono quelli che hanno cioè studiato quello che sto studiando io ma poi sono diventati qualcuno // quindi;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
TOA3012;#2789753;doc#387;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3012&begin=588233&end=591737;588233.0;591737.0;TOA3014;TO091;18:02:00;;https://search.corpuskiparla.it/corpus/conversations/TOA3012.html;https://search.corpuskiparla.it/corpus/conversations/TOA3012_jefferson.html;21-25;F;;stud;;;umbria;laurea in corso;4;conversazione libera;sì diciamo che in realtà non volevano noi // seriamente // però alla fine noi ci siamo ritrovate in mezzo a sta cosa // cioè;praticamente;siamo uscite una sera da abu quello in via rossini // bip bip // dove passa il diciotto // mi ricordo // bip no? // io ricordo;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PTD004;#2806232;doc#389;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD004&begin=692412&end=694247;692412.0;694247.0;PTD004;TOI043;01:15:14;;https://search.corpuskiparla.it/corpus/conversations/PTD004.html;https://search.corpuskiparla.it/corpus/conversations/PTD004_jefferson.html;56-60;F;;intell;;;piemonte;laurea;4;intervista semistrutturata;è andato è andato a scuola allo steiner che è proprio lì // lo steiner che è là a fianco // eheh quindi // eh lì // eh // c''era;praticamente;sempre // la polizia che // che faceva // no è abbastanza contro~ // che controllava // e poi appunto lì soprattutto sul;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
PTD004;#2807290;doc#389;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD004&begin=950231&end=953568;950231.0;953568.0;PTD004;TOI043;01:15:14;;https://search.corpuskiparla.it/corpus/conversations/PTD004.html;https://search.corpuskiparla.it/corpus/conversations/PTD004_jefferson.html;56-60;F;;intell;;;piemonte;laurea;4;intervista semistrutturata;// mh mh // tutto quella zona lì era // facevano // f~ faceva~ eh eh esatto // macario mh farà sì ma dopo // erano quelli che;praticamente;facevano tipo le le le riviste // il teatro nel nel nelle piole // e si esibivano nelle piole // da giovane sì mh mh // da;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
PTD004;#2807496;doc#389;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD004&begin=999787&end=1003426;999787.0;1003426.0;PTD004;TOI043;01:15:14;;https://search.corpuskiparla.it/corpus/conversations/PTD004.html;https://search.corpuskiparla.it/corpus/conversations/PTD004_jefferson.html;56-60;F;;intell;;;piemonte;laurea;4;intervista semistrutturata;bonelli // sì // tutte quelle vie lì // c''era la prostitu~ una prostituzione proprio // sì ma quella proprio // eh //;praticamente;erano quelle che erano arrivate all''ultimo stadio no // eh appunto cioè quindi // settant''anni // proprio // io me ne;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PTD004;#2811111;doc#389;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD004&begin=1959717&end=1963810;1959717.0;1963810.0;PTD004;TOI043;01:15:14;;https://search.corpuskiparla.it/corpus/conversations/PTD004.html;https://search.corpuskiparla.it/corpus/conversations/PTD004_jefferson.html;56-60;F;;intell;;;piemonte;laurea;4;intervista semistrutturata;la cosa che era tipica anche nei paesi // che ci fossero i giovani di un quartiere che andavano che che // cioè che;praticamente;i i i luoghi di ritrovo erano soprattutto le balere no // dove andavano a ballare il liscio // e allora che se i giovani di;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
PTD004;#2814332;doc#389;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD004&begin=2829100&end=2831506;2829100.0;2831506.0;PTD004;TOI043;01:15:14;;https://search.corpuskiparla.it/corpus/conversations/PTD004.html;https://search.corpuskiparla.it/corpus/conversations/PTD004_jefferson.html;56-60;F;;intell;;;piemonte;laurea;4;intervista semistrutturata;corso racconigi // mhmh // è diventata una zona d''immigrazione invece latinoamericana // mh // mh mh // ci sono infatti;praticamente;io // ah quando mi sono sposata // sono andata a abitare in un complesso che erano // vecchie case popolari dei ferrovieri;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
PTD004;#2814390;doc#389;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD004&begin=2846090&end=2849100;2846090.0;2849100.0;PTD004;TOI043;01:15:14;;https://search.corpuskiparla.it/corpus/conversations/PTD004.html;https://search.corpuskiparla.it/corpus/conversations/PTD004_jefferson.html;56-60;F;;intell;;;piemonte;laurea;4;intervista semistrutturata;inizio secolo però erano // ah sì sì // belle ben tenute anzi avevamo un bel // bel giardino in mezzo così // mhmh // e adesso;praticamente;so che c''ero passata eh // non c''è più un cognome italiano però // // // sono quasi tutti latinoamericani // infatti hanno;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PTD004;#2814835;doc#389;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD004&begin=2973490&end=2974388;2973490.0;2974388.0;PTD004;TOI043;01:15:14;;https://search.corpuskiparla.it/corpus/conversations/PTD004.html;https://search.corpuskiparla.it/corpus/conversations/PTD004_jefferson.html;56-60;F;;intell;;;piemonte;laurea;4;intervista semistrutturata;che era // sì sì sì sì // ah anche a v~ a venaria che puzzava in una // venaria aveva diciamo la sede invece // madonna // //;praticamente;// io quando passavo da piccola con la macchina // lì // lì in eh // tappiamoci il naso perché era // // perché là facevano;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
PTD004;#2814946;doc#389;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD004&begin=2998004&end=3000415;2998004.0;3000415.0;PTD004;TOI043;01:15:14;;https://search.corpuskiparla.it/corpus/conversations/PTD004.html;https://search.corpuskiparla.it/corpus/conversations/PTD004_jefferson.html;56-60;F;;intell;;;piemonte;laurea;4;intervista semistrutturata;per // sì // poi lavorare // là a venaria // c''era la fabbrica del ghiaccio anche lì // a v~ a venaria no // a venaria // quindi;praticamente;i miei nonni // erano abit~ ab~ // erano venuti ad abitare a vivere // sì sì sì // lì con le famiglie // sì // perché il lavoro;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PTD004;#2816999;doc#389;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD004&begin=3588490&end=3590591;3588490.0;3590591.0;PTD004;TOI042;01:15:14;;https://search.corpuskiparla.it/corpus/conversations/PTD004.html;https://search.corpuskiparla.it/corpus/conversations/PTD004_jefferson.html;66-70;M;;pens;;;piemonte;laurea;4;intervista semistrutturata;in quell''ambito lì e fare solo magari // mhmhmh // zitti // cose che non andavano bene per loro // certo // sì intrattenuti;praticamente;// eh sì // e se imparavano a fa~ a leggere e scrivere era tanto già // eh sì // mh mhmh // sì // beh ma anche perché // molto;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;
PTD004;#2817315;doc#389;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD004&begin=3682000&end=3686030;3682000.0;3686030.0;PTD004;TOI043;01:15:14;;https://search.corpuskiparla.it/corpus/conversations/PTD004.html;https://search.corpuskiparla.it/corpus/conversations/PTD004_jefferson.html;56-60;F;;intell;;;piemonte;laurea;4;intervista semistrutturata;è andata un po'' fuori // mhmhmh // per cui d~ l''avevano den~ mh denunciata ai servizi sociali perché // mh mh mh // dice che;praticamente;lei tirava giù tutte le persiane e probabilmente // dava scapaccioni a questo bambino per farlo stare bravo no // mh // mh;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PTD004;#2819474;doc#389;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD004&begin=4198202&end=4198950;4198202.0;4198950.0;PTD004;TOI043;01:15:14;;https://search.corpuskiparla.it/corpus/conversations/PTD004.html;https://search.corpuskiparla.it/corpus/conversations/PTD004_jefferson.html;56-60;F;;intell;;;piemonte;laurea;4;intervista semistrutturata;parte // qualcuna che viene magari dal dal maghreb // sì // ma anche lì sono assolutamente integrate cioè non // poche //;praticamente;// problemi da quel tipo lì non di di quel tipo non ne abbiamo praticamente // no noi abbiamo ancora limita~ pochi ce ne;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PTD004;#2819489;doc#389;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD004&begin=4199522&end=4203803;4199522.0;4203803.0;PTD004;TOI043;01:15:14;;https://search.corpuskiparla.it/corpus/conversations/PTD004.html;https://search.corpuskiparla.it/corpus/conversations/PTD004_jefferson.html;56-60;F;;intell;;;piemonte;laurea;4;intervista semistrutturata;assolutamente integrate cioè non // poche // praticamente // problemi da quel tipo lì non di di quel tipo non ne abbiamo;praticamente;// no noi abbiamo ancora limita~ pochi ce ne sono // mhmhmh // esatto proprio limitato // se poi dovessimo andare ad;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBC012;#2821025;doc#390;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC012&begin=107640&end=111904;107640.0;111904.0;PBC012;BOI034;00:48:29;;https://search.corpuskiparla.it/corpus/conversations/PBC012.html;https://search.corpuskiparla.it/corpus/conversations/PBC012_jefferson.html;over 85;M;;pens;;;emilia-romagna;elem;3;intervista semistrutturata;questa qua // mh // sì // ah però // sì sì // e in questo quartiere come si trova? // benissimo // sono s~ son nato qu~ //;praticamente;eh io abitavo dodici chilometri da qua // mhmh // a lovoleto // si chiamava lovoleto // si chiama ancora // dodici;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBC012;#2822640;doc#390;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC012&begin=639512&end=641801;639512.0;641801.0;PBC012;BOI033;00:48:29;;https://search.corpuskiparla.it/corpus/conversations/PBC012.html;https://search.corpuskiparla.it/corpus/conversations/PBC012_jefferson.html;61-65;F;;pens;;;emilia-romagna;med;3;intervista semistrutturata;e l''ippodromo è stato // nel boh // nel comunque sì // l''hanno costruito // l''ippodromo è stato fatto mh // ma non c''era;praticamente;quasi niente // mh // era proprio campagna c''erano alcune cose però c''erano i collegamenti con il navile // eh c''era;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
PBC012;#2823313;doc#390;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC012&begin=820755&end=824465;820755.0;824465.0;PBC012;BOI033;00:48:29;;https://search.corpuskiparla.it/corpus/conversations/PBC012.html;https://search.corpuskiparla.it/corpus/conversations/PBC012_jefferson.html;61-65;F;;pens;;;emilia-romagna;med;3;intervista semistrutturata;eh che poi di cosa si occupa perché so che sono queste cucine popolari ma non ho ben capito il ruolo specifico // loro loro;praticamente;fanno un servizio sociale // la la cucina popolare è durata quant''è t~ quattro anni? tre anni al massimo // okay // no;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
PBC012;#2823370;doc#390;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC012&begin=833902&end=837216;833902.0;837216.0;PBC012;BOI033;00:48:29;;https://search.corpuskiparla.it/corpus/conversations/PBC012.html;https://search.corpuskiparla.it/corpus/conversations/PBC012_jefferson.html;61-65;F;;pens;;;emilia-romagna;med;3;intervista semistrutturata;più // forse anche cinque // di più no // forse anche cinque // che fanno le cucine popolari saran anche cinque anni // ma è;praticamente;una cosa del sindacato si può dire // mhmh // che comunque è nato dall''idea di una persona che si chiama nerini // mhmh //;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBC012;#2823860;doc#390;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC012&begin=977339&end=982237;977339.0;982237.0;PBC012;BOI034;00:48:29;;https://search.corpuskiparla.it/corpus/conversations/PBC012.html;https://search.corpuskiparla.it/corpus/conversations/PBC012_jefferson.html;over 85;M;;pens;;;emilia-romagna;elem;3;intervista semistrutturata;lui frigge il pesce sì dappertutto // ah anche alle feste dell''unità // sì sì questo è nominato come ristorante del pesce;praticamente;// festa dell''unità // mh // sì sì eh // anche come sagra tendenzialmente più del pesce // e anche alle feste // e abbiamo;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;
KPN021;#2864841;doc#399;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN021&begin=135869&end=138069;135869.0;138069.0;KPN021;PKP072;01:00:29;;https://search.corpuskiparla.it/corpus/conversations/KPN021.html;https://search.corpuskiparla.it/corpus/conversations/KPN021_jefferson.html;21-25;F;;;;;veneto;;4;pasto;una degli errori che ho fatto per // ma cioè tu non stavi studiando su un libro non c''era già scritto lì // s~ // lui stava;praticamente;facendo gli alpha test // io sta~ x io stavo // io sì esatto // ah okay // perchè alla fine mi sono messo a le~ // perchè io ho;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
KPN021;#2868608;doc#399;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN021&begin=1186229&end=1188029;1186229.0;1188029.0;KPN024;PKP070;01:00:29;;https://search.corpuskiparla.it/corpus/conversations/KPN021.html;https://search.corpuskiparla.it/corpus/conversations/KPN021_jefferson.html;21-25;M;;stud;;;veneto;laurea in corso;4;pasto;di me // non pensare // sì beh di te non ci vuole tanto // no sì amo // // basta che parli con un bambino di quarta elementare //;praticamente;siamo sullo stesso livello // e già ti sa dire il gerundio // // come si forma il gerundio dei verbi bibo // mettendo // // //;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
KPN021;#2870437;doc#399;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN021&begin=1763969&end=1766059;1763969.0;1766059.0;KPN024;PKP070;01:00:29;;https://search.corpuskiparla.it/corpus/conversations/KPN021.html;https://search.corpuskiparla.it/corpus/conversations/KPN021_jefferson.html;21-25;M;;stud;;;veneto;laurea in corso;4;pasto;// l''un~ l''una e dieci però ieri sera // alle dieci e mezza tu // eh vedi è fala~ // cioè sei andata a letto alle cinque;praticamente;// ho preso sonno alle cinque e venti tipo // boia no io tipo avrò preso sonno // hanno gli zii di là hanno iniziato a fare;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;
KPN021;#2870755;doc#399;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN021&begin=1844419&end=1846659;1844419.0;1846659.0;KPN024;PKP070;01:00:29;;https://search.corpuskiparla.it/corpus/conversations/KPN021.html;https://search.corpuskiparla.it/corpus/conversations/KPN021_jefferson.html;21-25;M;;stud;;;veneto;laurea in corso;4;pasto;sta sbagliare errare è umano // ma a me boh cioè lo zucchero copre // e // e sa tipo acqua // il sapore // eh e zucchero e basta;praticamente;il tè // se ci metti lo zucchero invece se non metti lo zucchero si sente l''aroma // che ridere quando x // io lo riesco a fare;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;
KPN021;#2873152;doc#399;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN021&begin=2567178&end=2569504;2567178.0;2569504.0;KPN024;PKP070;01:00:29;;https://search.corpuskiparla.it/corpus/conversations/KPN021.html;https://search.corpuskiparla.it/corpus/conversations/KPN021_jefferson.html;21-25;M;;stud;;;veneto;laurea in corso;4;pasto;// sono credo entropi // ah sì sono prop~ sono proprio io // okay va beh ci sta // cioè io praticamente son una merda // sì;praticamente;// ne laura ma va beh non s~ n~ il n~ l''importante non è esserlo è s~ è sentirselo // poi va beh ci sono le eccezioni // sì;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;
KPN021;#2873732;doc#399;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN021&begin=2753625&end=2759644;2753625.0;2759644.0;KPN021;PKP072;01:00:29;;https://search.corpuskiparla.it/corpus/conversations/KPN021.html;https://search.corpuskiparla.it/corpus/conversations/KPN021_jefferson.html;21-25;F;;;;;veneto;;4;pasto;tra~ eh tranne quella col casino di morgan e bugo // ah perchè no quella // che ridere // perchè non son riusciti // perchè;praticamente;loro lan facevano andare online prima della serata dopo // mhmh // okay // quindi cioè loro la registravano e sanremo;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
KPN021;#2874771;doc#399;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN021&begin=3087294&end=3093117;3087294.0;3093117.0;KPN021;PKP072;01:00:29;;https://search.corpuskiparla.it/corpus/conversations/KPN021.html;https://search.corpuskiparla.it/corpus/conversations/KPN021_jefferson.html;21-25;F;;;;;veneto;;4;pasto;mh duemila e sei cosa mi hanno detto // // e io a sentir duemila e sei ti giuro mi son girata e l''ha detto matteo che non parla;praticamente;mai // e l''ho guardato malissimo e lui mi fa che ho detto e io ero tipo quanti anni quan~ quando sono nati quelli di;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
PBA003;#2876528;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=102548&end=106648;102548.0;106648.0;PBA003;BOI056;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;un impatto positivo insomma // e cos''è che t''è piaciuto di più? // allora // quando sono stata a bologna era primavera;praticamente;// e quindi c''erano delle giornate bellissime // e mi ricordo // piazza maggiore // piena piena di ragazzi seduti sulla;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;
PBA003;#2877150;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=400006&end=403171;400006.0;403171.0;PBA003;BOI056;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;da questo punto di vista mi è andata bene // e mh c''erano tanti studenti fuorisede? quando facevi la magistrale? // sì;praticamente;tutti fuorisede // e mh conosc~ // ho conosciuto solamente una ragazza di bologna // e tutti gli altri sì tutti fuorisede;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
PBA003;#2877194;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=424894&end=429440;424894.0;429440.0;PBA003;BOI056;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;qualcuno che abitava nelle zone qui intorno imola o anche rimini // mhmh // però ecco sì diciamo che tutti fuorisede;praticamente;// tanti dal sud // o dalla sardegna // mh // e che ne pensi di questa cos~ cioè secondo te è un valore aggiunto per bologna;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
PBA003;#2878148;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=917840&end=921392;917840.0;921392.0;PBA003;BOI056;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;l''autobus // trenta trentacinque minuti di autobus per arrivare al navile dove facevo le lezioni // mhmh // che;praticamente;per tutti i giorni della settimana // duravano nel primo semestre fino alle quattro del pomeriggio e poi nel secondo;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
PBA003;#2878409;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=1037330&end=1042542;1037330.0;1042542.0;PBA003;BOI056;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;un qualcosa che // mi leghi un po'' di più qui o che comunque ecco // mi dia qualcos''altro oltre a una casa e il lavoro;praticamente;// // mhmh // e quindi sì diciamo che // dal tirocinio in poi me la sto vivendo meglio // mhmh // quindi senti la differenza;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;
PBA003;#2878706;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=1161817&end=1166679;1161817.0;1166679.0;PBA003;BOI056;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;cinema? cioè sfrutti queste cose? // sì // e il cinema costa un po'' troppo // // secondo me adesso // a viterbo hanno chiuso;praticamente;tutti i cinema quindi non so più quanto costa un biglietto a viterbo // mhmh // però qui // mh // qui mi ricordo che sono un;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBA003;#2878967;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=1266630&end=1270925;1266630.0;1270925.0;PBA003;BOI056;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;// caricarmi troppo di impegni // ehm // però sì è stato divertente // anche lì ho conosciuto persone di tutte le età;praticamente;// c''erano ragazze più piccole di me c''erano boh signori di cinquant''anni anche // anche loro che venivano da // ogni;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;
PBA003;#2879155;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=1348957&end=1353457;1348957.0;1353457.0;PBA003;BOI056;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;tempo p~ // per studiare fondamentalmente anche se andavo magari un paio di volte a settiamana // // e quindi niente;praticamente;mi son sempre sempre concentrata sullo studio // quindi adesso // dato che il dottorato è lungo son tre anni // son qui a;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBA003;#2879809;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=1629515&end=1635140;1629515.0;1635140.0;PBA003;BOI056;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;// la macchina forse sarebbe pure scomoda // sì forse è più l''impazzimento // eh non abbiamo il parcheggio sotto casa;praticamente;quindi ztl // // non lo so cioè se mi serve eh? // x in realtà // ci vorrebbe la macchina elettrica // ci vorrebbe la macchina;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;
PBA003;#2880360;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=1868200&end=1869790;1868200.0;1869790.0;PBA003;BOI056;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;laboratorio // ci sta // perché comunque cioè l''ambiente in laboratorio è un ambiente tranquillo cioè nel senso // sì //;praticamente;// fino a quasi un giorno fa siamo cioè eravamo solamente io e matteo // quindi // cioè // il professore praticamente non;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
PBA003;#2880756;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=2043453&end=2046633;2043453.0;2046633.0;PBA003;BOR015;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;21-25;F;;stud;;;umbria;laurea;2;intervista semistrutturata;poi me ne ritorno a casa // sistemo un po'' // mhmh // magari si fanno due chiacchiere // perchè m~ comunque cioè // te adesso;praticamente;con il dottorato stai facendo ricerca cose così no // sì // quindi magari mh consiglia di far qualcosa perchè è difficile;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
