Reference;Tok_ID;Doc_ID;Year;Topic;conv_transcription;conv_jefferson;Speaker_Age;età;Speaker_Gender;Place;Provenience;Relationship;Text_Type;Job;Education;N_Speakers;annotation.audio_file;Left;KWIC;Right;Non SD;presenta complementatore;sta per sapere, es. saper dire;;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
TOA3013;#658415;doc#84;2019;libero;https://search.corpuskiparla.it/corpus/conversations/TOA3013.html;https://search.corpuskiparla.it/corpus/conversations/TOA3013_jefferson.html;21-25;;F;TO;lombardia;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3013&begin=103885&end=106788;a salò // in macchina? // mio nonno abita a desenzano // ma in macchina poi no? // mh mez~ venti minuti // ah poco // sì //;mi sa;che anch'' io vengo al lago mio nonno ha la casa a sirmione // davvero? // sì // grande ma in queste vacanze dici? // boh ma se;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOA3013;#662014;doc#84;2019;libero;https://search.corpuskiparla.it/corpus/conversations/TOA3013.html;https://search.corpuskiparla.it/corpus/conversations/TOA3013_jefferson.html;21-25;;F;TO;lombardia;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3013&begin=1146189&end=1148287;ah okay // ciao // diciotto minuti // ok~ // siamo stati scarsi eh // ti accompagno poi vado // mi faccio una doccia o? // io;mi sa;che non mi lavo // vabbè io me la devo fare ma fai prima tu non ti preoccupare // okay // così magari nel frattempo mi faccio;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTA005;#681413;doc#86;2019;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA005.html;https://search.corpuskiparla.it/corpus/conversations/PTA005_jefferson.html;26-30;;F;TO;lombardia;asimmetrico;intervista semistrutturata;intell;phd;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=3598623&end=3600884;a tantissime altre città perché // a voglia // come ti dicevo prima la città di torino // la differenza che ha è che // //;mi sa;che ti ho fatto addormentare la gamba // si è tipo addormentata // // sì // infatti l''ho visto con un'' espressione di // //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTA005;#684724;doc#86;2019;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA005.html;https://search.corpuskiparla.it/corpus/conversations/PTA005_jefferson.html;26-30;;F;TO;lombardia;asimmetrico;intervista semistrutturata;intell;phd;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=4536693&end=4539826;non posso più essere più un atleta anche in altri aspetti // // ah // va bene // ma scusate prima stavate dicendo ma io;mi sa;che mi son persa un passaggio // ma non non esistono più i blacks? // eh eh lo sa lui // no // no // perché // mario rossi ah // è;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTA005;#691010;doc#86;2019;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA005.html;https://search.corpuskiparla.it/corpus/conversations/PTA005_jefferson.html;26-30;;F;TO;lombardia;asimmetrico;intervista semistrutturata;intell;phd;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=6276366&end=6277289;da // mh mh mh mh // se si sente che deve dirti // eh no no certo certo certo infatti // uno due tre // ma che ora è ragazzi? //;mi sa;che è tardi // le due // ah // penso che sia finito il concerto // no se era bruce springsteen // // okay // ehm // allora // beh;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN031;#701520;doc#88;2024;libero;https://search.corpuskiparla.it/corpus/conversations/KPN031.html;https://search.corpuskiparla.it/corpus/conversations/KPN031_jefferson.html;26-30;;F;BO;lazio;simmetrico;pasto;intell;laurea;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN031&begin=493900&end=495080;giappone? // no forse era prima del giappone la pizza // eh // davvero? // è da prima che ci sto pensando ma secondo me sì //;mi sa;di sì sai // quindi mi potete raccontare // perché era ancora un po'' estate // mi dovete raccontare del giappone // circa;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN031;#703022;doc#88;2024;libero;https://search.corpuskiparla.it/corpus/conversations/KPN031.html;https://search.corpuskiparla.it/corpus/conversations/KPN031_jefferson.html;26-30;;M;BO;lazio;simmetrico;pasto;intell;laurea;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN031&begin=943730&end=946250;cose qua // abbiamo fatto un giro un po'' contemporaneo più che tradizionale // poi che abbiamo fatto // apparte che tokyo;mi sa;che l''hanno // vabbè è tutto nuovo // beh // è andata tutta a fuoco penso durante la seconda guerra mondiale // andata nel;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN031;#705444;doc#88;2024;libero;https://search.corpuskiparla.it/corpus/conversations/KPN031.html;https://search.corpuskiparla.it/corpus/conversations/KPN031_jefferson.html;26-30;;M;BO;lazio;simmetrico;pasto;intell;laurea;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN031&begin=1692027&end=1697450;lo leggerò // però il giappone è strano sono rimasti nel medioevo da // dal l''ot~ set~ cioè fino al settecento dopocristo;mi sa;che non hanno scritto neanche // nulla non avevano scrittura // poi hanno iniziato il feudalesimo // e è finito nel;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN031;#705727;doc#88;2024;libero;https://search.corpuskiparla.it/corpus/conversations/KPN031.html;https://search.corpuskiparla.it/corpus/conversations/KPN031_jefferson.html;26-30;;M;BO;lazio;simmetrico;pasto;intell;laurea;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN031&begin=1787760&end=1788139;cose che si bruciano cose così // xxxx // madò // cioè differenziano tipo plastica di un tipo plastica di un altro tipo //;mi sa;che~ // non abbiamo capito cioè // no plastica e carta mi sa che le portano all''incerenitore // okay // e cosa;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN031;#705740;doc#88;2024;libero;https://search.corpuskiparla.it/corpus/conversations/KPN031.html;https://search.corpuskiparla.it/corpus/conversations/KPN031_jefferson.html;26-30;;M;BO;lazio;simmetrico;pasto;intell;laurea;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN031&begin=1788930&end=1792100;tipo plastica di un tipo plastica di un altro tipo // mi sa che~ // non abbiamo capito cioè // no plastica e carta;mi sa;che le portano all''incerenitore // okay // e cosa differenziano // i metalli li li la portano da qualche altra parte;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN031;#707393;doc#88;2024;libero;https://search.corpuskiparla.it/corpus/conversations/KPN031.html;https://search.corpuskiparla.it/corpus/conversations/KPN031_jefferson.html;26-30;;M;BO;lazio;simmetrico;pasto;intell;laurea;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN031&begin=2302340&end=2303090;// s''impara facendo // ah sì sì sì // ma sì basta che decidono // quanto le manca a lei? // x e // al quarto sta? o al quinto? //;mi sa;che è al quinto // mi sa che è al quinto // eh // quasi // alla fine è passato // eh ho capito la specializzazione // sembrava;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN031;#707400;doc#88;2024;libero;https://search.corpuskiparla.it/corpus/conversations/KPN031.html;https://search.corpuskiparla.it/corpus/conversations/KPN031_jefferson.html;26-30;;F;BO;lazio;simmetrico;pasto;intell;laurea;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN031&begin=2303430&end=2304120;// ah sì sì sì // ma sì basta che decidono // quanto le manca a lei? // x e // al quarto sta? o al quinto? // mi sa che è al quinto //;mi sa;che è al quinto // eh // quasi // alla fine è passato // eh ho capito la specializzazione // sembrava non finisse mai // dopo;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN031;#708462;doc#88;2024;libero;https://search.corpuskiparla.it/corpus/conversations/KPN031.html;https://search.corpuskiparla.it/corpus/conversations/KPN031_jefferson.html;26-30;;M;BO;lazio;simmetrico;pasto;intell;laurea;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN031&begin=2616390&end=2619250;eh si è tipo disattivata // ha smesso di funzionare? // mh // sì // mh boh // ah o non o s'' è rotta e io penso sia per quello // no;mi sa;che da noi ancora non hanno fatto la voltura // ah non l''han~ non l''avete fatta? // no sì l''abbiamo fatta // no? // no ehm mi;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN031;#708490;doc#88;2024;libero;https://search.corpuskiparla.it/corpus/conversations/KPN031.html;https://search.corpuskiparla.it/corpus/conversations/KPN031_jefferson.html;26-30;;M;BO;lazio;simmetrico;pasto;intell;laurea;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN031&begin=2623740&end=2625830;sa che da noi ancora non hanno fatto la voltura // ah non l''han~ non l''avete fatta? // no sì l''abbiamo fatta // no? // no ehm;mi sa;che ancora non l''abbiamo registrata // non lo so // xxx // cioè la deve chiudere lui e dovete aprirla voi // mh // e infatti;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS014;#717528;doc#90;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPS014.html;https://search.corpuskiparla.it/corpus/conversations/KPS014_jefferson.html;26-30;;M;FG;puglia;simmetrico;pasto;intell;laurea;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS014&begin=72006&end=72380;alle massaie // mo è c è consigliere regionale mi sa // si è dimesso rossi // è stato eletto consigliere regionale? //;mi sa;che è uscito // sì sì // e scusa e adesso chi chi farà i tarallini più non li farà più nessuno in casa // no ma tanto il lavoro è;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPC001;#747260;doc#93;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPC001.html;https://search.corpuskiparla.it/corpus/conversations/KPC001_jefferson.html;21-25;;F;AN;marche;simmetrico;pasto;stud;laurea in corso;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC001&begin=171930&end=175744;ti informi per l''orario allora // al comune poi non so neanche se la gente ci può andà // certo // col distanziamento // lei;mi sa;che vuole solo i due testimoni e basta // allora devi andare solo a pranzo // e poi che regalo è ora // qualcosa per la casa;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPC001;#750972;doc#93;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPC001.html;https://search.corpuskiparla.it/corpus/conversations/KPC001_jefferson.html;21-25;;F;AN;marche;simmetrico;pasto;stud;laurea in corso;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC001&begin=1507302&end=1508619;volta prima // adesso ci guardo oddio // boh // da cena cosa fai // ah non lo so non ho ancora deciso // io non lo so se ci sono //;mi sa;che non ci sono // è questa // sì // il tre hai ragione // tre tre // quindi è giovedì // oggi è il ventidue zero due venti;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3011;#752488;doc#94;2017/18;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3011.html;https://search.corpuskiparla.it/corpus/conversations/BOA3011_jefferson.html;21-25;;F;BO;sicilia;simmetrico;conversazione libera;stud;laurea in corso;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3011&begin=227940&end=229493;ehm // boh // e poi ha uno stile // è un po'' ricercato // vabbè // e ti piace // xxx lettteratura mi piace // e sì // e vabbè //;mi sa;che è un po'' un xxx // io? // non lo so mi sembri // può darsi // un po'' raffreddata // xxxx // se ti va abbiamo le tisanine;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTD016;#765700;doc#96;2019;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD016.html;https://search.corpuskiparla.it/corpus/conversations/PTD016_jefferson.html;36-40;;M;TO;piemonte;asimmetrico;intervista semistrutturata;impr;dip_tec_prof;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=1273593&end=1277883;// poi l''hai conosciuta bene // eh vabbè poi dopo però // // xx // subito così e ho detto mah // xx // faccio vedere però //;mi sa;che que~ eh sai quando vedi quello perché devi xxx son passati eh di di di gente // non avevo le unghie già lì dovevi capire;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS010;#789348;doc#100;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPS010.html;https://search.corpuskiparla.it/corpus/conversations/KPS010_jefferson.html;51-55;;F;BR;estero;simmetrico;pasto;uff;laurea;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS010&begin=21610&end=24020;pizza ce l''aveva // no quello no // e abbiamo detto a papà non entrare non c''hai la mascherina // è vero che è legger a? // no;mi sa;che è piccante sta facendo una faccia // è piccante sì // per dirlo tu // e come mai? // ma non so se sono le le cose qua // ti;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS010;#792354;doc#100;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPS010.html;https://search.corpuskiparla.it/corpus/conversations/KPS010_jefferson.html;21-25;;F;BR;puglia;simmetrico;pasto;intell;dip_lic;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS010&begin=1073100&end=1075960;regina // del servo della regina ~ferma // abdul // come si chiamava abdul // abdul // quello da poco è uscito eh il quinto;mi sa;che facevo // ti devo far vedere un bel film laura // il treno per darjeeling di wes anderson // no // di che parla? // // un;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPC009;#807940;doc#101;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPC009.html;https://search.corpuskiparla.it/corpus/conversations/KPC009_jefferson.html;21-25;;F;PG;umbria;simmetrico;pasto;artig;dip_tec_prof;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC009&begin=3555374&end=3559730;ah si questo forse l''avevo già detto che mi sto caso umanizzando // comunque devi incominciare a bere un pochino perchè;mi sa;che incominci a // no ci faccio // no? // sei sana? mh // mh // mi sto iniziando a casoumanizza'' infatti non gli ho detto a;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN025;#815830;doc#102;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN025.html;https://search.corpuskiparla.it/corpus/conversations/KPN025_jefferson.html;16-20;;F;FC;emilia-romagna;simmetrico;pasto;stud;med;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN025&begin=1710164&end=1711939;vabbè // anche chiara mi chiede il permesso // beh // non è che chiede il permesso // // però // insomma // se gli dici di no;mi sa;che lo fa comunque // xxx // sì // diciamo che // no ma poi // anche ieri // che magari hai chiesto a gio // di // se veniva dopo;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA013;#822439;doc#104;2023;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA013.html;https://search.corpuskiparla.it/corpus/conversations/PBA013_jefferson.html;21-25;;F;BO;calabria;asimmetrico;intervista semistrutturata;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=461496&end=463565;adesso hai detto che è aperto in // in san vitale // in mascarella sì // ecco si sono già espansi quindi // bello // ma raga ma;mi sa;che c''erano pure in petroni? // se non sbaglio cioè io lo vedo sempre quando passo // petroni // se ne ha aperto un altro in;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA013;#827836;doc#104;2023;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA013.html;https://search.corpuskiparla.it/corpus/conversations/PBA013_jefferson.html;21-25;;F;BO;calabria;asimmetrico;intervista semistrutturata;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=1952051&end=1955518;più // s~ è più mh // è però qu~ da voi è un po'' più astratto // comprende // #s~ no no perché c''è la scialata // ah vero // #che;mi sa;che viene dalla scialata che è tipo una scampagnata in montagna? // ah // questo non lo so precisamente // una roba del;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA013;#827867;doc#104;2023;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA013.html;https://search.corpuskiparla.it/corpus/conversations/PBA013_jefferson.html;21-25;;F;BO;calabria;asimmetrico;intervista semistrutturata;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=1958667&end=1960908;una scampagnata in montagna? // ah // questo non lo so precisamente // una roba del genere se non sbaglio // #scialare;mi sa;di cosa molto divertente perché xxx // e quindi da // #da scialata // #c''è il verbo scialare o scialarsi // mhmh // #dire;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA013;#828276;doc#104;2023;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA013.html;https://search.corpuskiparla.it/corpus/conversations/PBA013_jefferson.html;21-25;;F;BO;calabria;asimmetrico;intervista semistrutturata;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=2057091&end=2060134;in dialetto la cartola è la cartolina // e le cartoline solitamente son belle da vedere // ah // // capito? // #questo;mi sa;proprio di napoletano però cioè una bella cartola // xx questo // #bella cartola uagliò // // oh // sì // no no è è una gran;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA013;#831122;doc#104;2023;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA013.html;https://search.corpuskiparla.it/corpus/conversations/PBA013_jefferson.html;21-25;;F;BO;calabria;asimmetrico;intervista semistrutturata;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=2784061&end=2786486;partito il film e poi ho c''è il seguito doctor sleep // che è la v~ è la vi~ è la vicenda del figlio // ah eh xx // io doctor sleep;mi sa;che l''ho letto shining no // so conosco la storia mi sa che ho letto già il xxxx // ecco doctor sleep è la storia el figlio //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA013;#831134;doc#104;2023;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA013.html;https://search.corpuskiparla.it/corpus/conversations/PBA013_jefferson.html;21-25;;F;BO;calabria;asimmetrico;intervista semistrutturata;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=2787047&end=2790245;che è la v~ è la vi~ è la vicenda del figlio // ah eh xx // io doctor sleep mi sa che l''ho letto shining no // so conosco la storia;mi sa;che ho letto già il xxxx // ecco doctor sleep è la storia el figlio // ah ah // sì me lo ricordo // che anche lui ha ereditato da;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA013;#832453;doc#104;2023;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA013.html;https://search.corpuskiparla.it/corpus/conversations/PBA013_jefferson.html;21-25;;M;BO;emilia-romagna;asimmetrico;intervista semistrutturata;uff;dip_tec_prof;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=3098622&end=3103241;// // eh ma la fanno la nuova stagione io l''ho viste le xxx // xxx // eh però sai adesso con le ultime indicazioni dall''alto;mi sa;che cambiano molto la trama // in che senso? // beh sai // uccidono i // abb~ // // dai sai comunque si parla comunque già;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS025;#837400;doc#105;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPS025.html;https://search.corpuskiparla.it/corpus/conversations/KPS025_jefferson.html;61-65;;F;CE;campania;simmetrico;pasto;pens;dip_tec_prof;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS025&begin=1530828&end=1534073;hanno fatto tre giorni // poco pochissimo // ma loro accettavano il bonus vacanza? // no sai che non ce l''ho chiesto xx;mi sa;che non lo accettava // no troppo in per accettare il bonus vacanza // ah sì? // non credo proprio // perchè là infatti le;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3004;#852371;doc#107;2017/18;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3004.html;https://search.corpuskiparla.it/corpus/conversations/BOA3004_jefferson.html;21-25;;F;BO;campania;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3004&begin=1772600&end=1775713;// parsit? // eh lo sai fors~ // eh // ehno // quello iraniano? // no no no no no // no // è indiano // no infatti perché parsit;mi sa;che è proprio un ristorante no è // no non è un ristorante è proprio uneh kebabbaro iraniano // eh però // che c'' ha la;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3004;#852468;doc#107;2017/18;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3004.html;https://search.corpuskiparla.it/corpus/conversations/BOA3004_jefferson.html;21-25;;F;BO;trentino-alto-adige;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3004&begin=1799702&end=1801688;marione a prendersi quel riso con le bacche strane // ah se l'' è preso lì? // sì // sì // sì dal tipo iraniano // no no questo;mi sa;che è indu~ induang // eh induang // cazzo che buono quel kebab // merda da quant'' è che non mi mangio un kebab // io l'' ho;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3004;#858933;doc#107;2017/18;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3004.html;https://search.corpuskiparla.it/corpus/conversations/BOA3004_jefferson.html;21-25;;F;BO;campania;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3004&begin=3814579&end=3821609;ci metto // non che mi piglia ammale che con tutti quei posti liberi ti sei messo nella prima stanza sfigata quando oramai;mi sa;che lo sai anche tu che io lì non mi ci metto // // accusato // boh prova a rintracciarlo // no però in realtà io mi ero data una;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3004;#859132;doc#107;2017/18;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3004.html;https://search.corpuskiparla.it/corpus/conversations/BOA3004_jefferson.html;21-25;;F;BO;trentino-alto-adige;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3004&begin=3882060&end=3886287;casa di lea da ormai due mesi // ma l'' ho vista l'' altra sera che son passata // e è stata la gioia più grande della mia vita //;mi sa;che oggi che vado a pigliarmi quel centrifugato del cazzo la passo pure a prendere // che centrifugato? // ho ancora un;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3019;#990174;doc#124;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3019.html;https://search.corpuskiparla.it/corpus/conversations/BOA3019_jefferson.html;21-25;;M;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3019&begin=40170&end=42050;mangiate molte // // crostata // crostata // vegana // gua~ // giusto // gua~ quant'' è bello questo manichino // ah // ah;mi sa;che non ti piacerà la mangerò io // grazie x // // come minimo sarà dura come un sasso perché // oddio sembra buonissimo //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3019;#992514;doc#124;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3019.html;https://search.corpuskiparla.it/corpus/conversations/BOA3019_jefferson.html;21-25;;M;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3019&begin=620383&end=623228;riuscire senza provare // esatto // ciao // ah grazie // cavolo // è più difficile // ci dovrei provare // // comunque //;mi sa;che vado a fare i corsi di formazione per fare il supplente // sì? // mi sa che // what? // devo // per insegnare cosa? // cosa;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3019;#992531;doc#124;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3019.html;https://search.corpuskiparla.it/corpus/conversations/BOA3019_jefferson.html;21-25;;M;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3019&begin=624726&end=625238;difficile // ci dovrei provare // // comunque // mi sa che vado a fare i corsi di formazione per fare il supplente // sì? //;mi sa;che // what? // devo // per insegnare cosa? // cosa ti è successo? // // ma perché ho scoperto che è una // pagano // no è una;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3019;#994815;doc#124;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3019.html;https://search.corpuskiparla.it/corpus/conversations/BOA3019_jefferson.html;21-25;;M;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3019&begin=1124951&end=1127230;chan è proprio do~ do~ do~ è è la fabbrica de // sì sì // è il calderone dove escono fumanti ancora // eh ca~ // comunque io;mi sa;che fra pochissimo devo andare // mh // purtroppo // sono quasi le sette cioè mancano venticinque minuti ventitré;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOD2005;#1005386;doc#126;2017/18;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD2005.html;https://search.corpuskiparla.it/corpus/conversations/BOD2005_jefferson.html;21-25;;F;BO;basilicata;simmetrico;intervista semistrutturata;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=1230007&end=1232665;qualche tutorial // // su youtube // anzi no su wikihow come coltivare la tua vigna in cinque passi // no però in realtà;mi sa;che abbiamo spaccato // mi sa che abbiamo fatto bene // la devi lasciare un capo a futto // per l'' anno corrente // e poi devi;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOD2005;#1005392;doc#126;2017/18;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD2005.html;https://search.corpuskiparla.it/corpus/conversations/BOD2005_jefferson.html;21-25;;F;BO;basilicata;simmetrico;intervista semistrutturata;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=1232990&end=1234339;youtube // anzi no su wikihow come coltivare la tua vigna in cinque passi // no però in realtà mi sa che abbiamo spaccato //;mi sa;che abbiamo fatto bene // la devi lasciare un capo a futto // per l'' anno corrente // e poi devi fare uno sperone cioè devi;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN006;#1014451;doc#127;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN006.html;https://search.corpuskiparla.it/corpus/conversations/KPN006_jefferson.html;21-25;;F;BO;emilia-romagna;simmetrico;pasto;disocc;laurea;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN006&begin=1833875&end=1835185;de~ de~ dell''anno già un poco lontano // stefano // vabbè staremo tutti qua è la prima volta che stiamo // io mi sà // ma io;mi sa;che vado a rodiano // è la prima volta che passiamo il capodanno tutti insieme // ah // non è ancora detto io vado a rodiano;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOD1006;#1018190;doc#129;2017/18;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD1006.html;https://search.corpuskiparla.it/corpus/conversations/BOD1006_jefferson.html;===NONE===;;===NONE===;BO;===NONE===;asimmetrico;lezione;===NONE===;===NONE===;1;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1006&begin=220165&end=226380;che dice // i suoi gesti contrastano con le parole che dice // la storia che stava riassumendo dalla la storia di xxx;mi sa;che non è non è delle xx // eh // se vuole le lascio due minuti // // allora dicevo che nella terza scena del secondo atto // le;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
