Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
PBB031;#1620488;doc#224;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=431050&end=431860;431050;431860;PBB031;;00:49:58;;https://search.corpuskiparla.it/corpus/conversations/PBB031.html;https://search.corpuskiparla.it/corpus/conversations/PBB031_jefferson.html;56-60;F;;comm;;;emilia-romagna;laurea;3;intervista semistrutturata;proprio in questo modo per farti vedere certe cose o ti fanno entrare in certe chiese perché ci sono certe situazioni // e;comunque;// non ah // eh mh sì noi abbiamo un po'' utilizzato queste situa~ queste cose // e mh con queste visite abbiamo fatto;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
PBB031;#1622364;doc#224;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=924430&end=932680;924430;932680;PBB031;;00:49:58;;https://search.corpuskiparla.it/corpus/conversations/PBB031.html;https://search.corpuskiparla.it/corpus/conversations/PBB031_jefferson.html;56-60;F;;comm;;;emilia-romagna;laurea;3;intervista semistrutturata;fuori // sì eh è ve~ è vero // no ma infatti anche perché noi magari qua // non lo sentiam così tanto perché è mh più fresco;comunque;siamo fuori ma chi abita a bologna sicuramente // mh // o stai dentro con l''aria condizionata oppure queste~ queste;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB031;#1623299;doc#224;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=1196550&end=1201560;1196550;1201560;PBB031;;00:49:58;;https://search.corpuskiparla.it/corpus/conversations/PBB031.html;https://search.corpuskiparla.it/corpus/conversations/PBB031_jefferson.html;56-60;F;;comm;;;emilia-romagna;laurea;3;intervista semistrutturata;adesso è pieno // mhmh // adesso è pieno // eh // poi magari non sono loro che creano problemi ci sono altre situazioni però;comunque;anche questa // mhmh // questa mh // questa situazione non aiuta // perché io mi ricordo eh non dovevi stare attento a non;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;
PBB031;#1627202;doc#224;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=2415750&end=2420490;2415750;2420490;PBB031;;00:49:58;;https://search.corpuskiparla.it/corpus/conversations/PBB031.html;https://search.corpuskiparla.it/corpus/conversations/PBB031_jefferson.html;56-60;M;;comm;;;emilia-romagna;dip_lic;3;intervista semistrutturata;divertirsi per fare baracca per per autofinianziarsi per piccole cosine quindi // bah // nell''autonomia ti lasciano;comunque;fare e quindi uno ci ci va ecco // bello // poi tutti e poi tutti appunto // l~ l~ l~ la // sono tre giorni che poi c''é tutta la;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB031;#1628423;doc#224;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=2787460&end=2790480;2787460;2790480;PBB031;;00:49:58;;https://search.corpuskiparla.it/corpus/conversations/PBB031.html;https://search.corpuskiparla.it/corpus/conversations/PBB031_jefferson.html;56-60;M;;comm;;;emilia-romagna;dip_lic;3;intervista semistrutturata;cose particolari ci siano // però sì // più o meno noi siamo emiliani // cioè // okay // mh le nonne ci hanno ins~ ci ha //;comunque;tra qui e bologna sì mh più o meno sono sempre quelle // sì // okay // simile molto simile immaginavo sì // sì molto simile sì;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOA3009;#1633899;doc#226;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3009&begin=268725&end=269496;268725;269496;TOA3009;;00:22:29;;https://search.corpuskiparla.it/corpus/conversations/TOA3009.html;https://search.corpuskiparla.it/corpus/conversations/TOA3009_jefferson.html;26-30;M;;stud;;;sicilia;laurea in corso;3;conversazione libera;miei cantanti preferiti // ah la guerra del sale // io non l'' ho mai sentita xx // e invece è un pezzo di merda // eh ehmh // o;comunque;// mediocre eh ehmh // non è fantatisca // ora ha fatto xx un featuring con gli exotago come si chiamano // non so non me li;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOA3009;#1634986;doc#226;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3009&begin=697108&end=698422;697108;698422;TOA3009;;00:22:29;;https://search.corpuskiparla.it/corpus/conversations/TOA3009.html;https://search.corpuskiparla.it/corpus/conversations/TOA3009_jefferson.html;26-30;M;;stud;;;sicilia;laurea in corso;3;conversazione libera;x c'' è un messaggio solo si è caricato che ha fatto vvvv // vedi se sopra c'' è un'' icona // what''sapp telegram polpette //;comunque;i~ xx // what''sapp e telegram e una e una d che non capisco // comunque alla fine volevo dire che // il primo motivo per cui;;;;;1;;1;;;;;;;;;1;;;;;;;;;;;;;;;;
TOA3009;#1635998;doc#226;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3009&begin=1114886&end=1117123;1114886;1117123;TOA3009;;00:22:29;;https://search.corpuskiparla.it/corpus/conversations/TOA3009.html;https://search.corpuskiparla.it/corpus/conversations/TOA3009_jefferson.html;21-25;F;;stud;;;sicilia;laurea in corso;3;conversazione libera;volo di di // xxxxxxxxxxxx // il nuovo saggio di brecht // // l~ l'' ultimo saggio di xxx // e fabio volo // xx xx proprio tu;comunque;// minchia se ti regalava fabio volo non legge fabio volo vero? // no no // sicuro? // no no sicuro sicuro // il suo migliore;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
PBB010;#1636894;doc#227;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB010&begin=127280&end=133787;127280;133787;PBB010;;00:31:28;;https://search.corpuskiparla.it/corpus/conversations/PBB010.html;https://search.corpuskiparla.it/corpus/conversations/PBB010_jefferson.html;21-25;F;;stud;;;lombardia;laurea in corso;2;intervista semistrutturata;mh ti trovi t~ in generale ti trovi bene a bologna // no no mi trovo bene mi trovo bene // mhmh // e torneresti nel tuo paese o;comunque;hai intenzione di rimare qua comunque a continuare a lavorare non so // allora ho intenzione di t~ di ritornare per non;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB010;#1638382;doc#227;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB010&begin=620090&end=623521;620090;623521;PBB010;;00:31:28;;https://search.corpuskiparla.it/corpus/conversations/PBB010.html;https://search.corpuskiparla.it/corpus/conversations/PBB010_jefferson.html;31-35;F;;comm;;;estero;med;2;intervista semistrutturata;eh @nomeluogo // sì // guarda io ho trovato un altro posto e // quindi // dovrei andar via ma loro mi cioè c~ volevan tenermi;comunque;alla fine // mhmh // lei mi diceva va bene // mi dispiace però // se abbiam bisogno come ex xxx certo // sì // io ci sono sempre;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;
PBB010;#1641803;doc#227;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB010&begin=1741689&end=1744460;1741689;1744460;PBB010;;00:31:28;;https://search.corpuskiparla.it/corpus/conversations/PBB010.html;https://search.corpuskiparla.it/corpus/conversations/PBB010_jefferson.html;21-25;F;;stud;;;lombardia;laurea in corso;2;intervista semistrutturata;parole // eh sì // mhmh // ehm // chissà se un giorno vincerò il gratta e vinci comprerò una villa là // // una bella vista;comunque;su bologna eh // se vicin~ sei più vicina a san luca fai senza fare tutta quella fatica sì sì // mamma mia guarda // e invece;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;
TOC1005;#1642849;doc#228;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1005&begin=218695&end=223927;218695;223927;TOC1005;;00:24:56;;https://search.corpuskiparla.it/corpus/conversations/TOC1005.html;https://search.corpuskiparla.it/corpus/conversations/TOC1005_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;esame;che il patrimonio si perpetrasse all'' interno della sua dinastia // perpe~? // s~ si si continua~ cioè ehrimanesse;comunque;all'' interno deleh della propria dinastia di conseguen~ // alloraperpetuasse // si perp~ sì si perpetuasse all'';;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;
TOC1005;#1643138;doc#228;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1005&begin=320835&end=331450;320835;331450;TOC1005;;00:24:56;;https://search.corpuskiparla.it/corpus/conversations/TOC1005.html;https://search.corpuskiparla.it/corpus/conversations/TOC1005_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;esame;coluiche detiene la lamh la moralità deleh del sovrano di conseguenza attraverso questi criteri che possono sembrare;comunque;vaghi // si riusciva non a contraddire il common law perché equity follows the law abbiamo detto // ma ehmh si si cercava;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;
PBA018;#1647283;doc#229;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA018&begin=379402&end=382116;379402;382116;PBA018;;00:35:01;;https://search.corpuskiparla.it/corpus/conversations/PBA018.html;https://search.corpuskiparla.it/corpus/conversations/PBA018_jefferson.html;21-25;M;;oper;;;campania;dip_lic;2;intervista semistrutturata;// allora sì // un pochino potresti capirlo // e niente poi // in realtà io già durante il primo mese // non non volevo //;comunque;s~ sembra tipo una seduta di psicologia cioè sta // no ma a me va bene cioè ste son cose di cui non parlo mai // quindi perché;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;
BOD2017;#1652528;doc#230;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=208308&end=213686;208308;213686;BOD2017;;00:25:10;;https://search.corpuskiparla.it/corpus/conversations/BOD2017.html;https://search.corpuskiparla.it/corpus/conversations/BOD2017_jefferson.html;21-25;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;conservare un ricordo meraviglioso di bologna quindi quando vedrò che la mia vita sarà o // in una fase discendente o;comunque;non avrò più dentro quella felicità che mi spinge a stare qui // deciderò che forse quello sarà il momento in cui;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOD2017;#1653384;doc#230;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=521900&end=525326;521900;525326;BOD2017;;00:25:10;;https://search.corpuskiparla.it/corpus/conversations/BOD2017.html;https://search.corpuskiparla.it/corpus/conversations/BOD2017_jefferson.html;21-25;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;possibile // e curo molto gli aspetti estetici della casa // e per quanto mi riesce per quanto è nei limiti // dato che vivi;comunque;fai convivenza con altre persone // con altre persone // ehm // questo // poi la terza domanda era? // bologna // bologna;;;;;1;;;;;;;;;;;;;1;;;;;;;;;1;;;;;o meglio
BOD2017;#1655536;doc#230;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=1228173&end=1235406;1228173;1235406;BOD2017;;00:25:10;;https://search.corpuskiparla.it/corpus/conversations/BOD2017.html;https://search.corpuskiparla.it/corpus/conversations/BOD2017_jefferson.html;21-25;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;cacciavo dalle tasche che ne so // un rimmel un rossetto che avevo rubato uno per mamma e una per sabrina // ma è qualcosa;comunque;è un amore normale in quegli anni così come è normale l'' odio che magari seguiva dieci minuti dopo per una cazzata // e odio;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;
BOD2017;#1655655;doc#230;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=1269009&end=1271268;1269009;1271268;BOD2017;;00:25:10;;https://search.corpuskiparla.it/corpus/conversations/BOD2017.html;https://search.corpuskiparla.it/corpus/conversations/BOD2017_jefferson.html;21-25;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;un po'' che non hai equilibri quindi non puoi sentire troppo questa mancanza ti piace magari anche // il fatto di non avere;comunque;un altro // un'' altra appendice materna che ti è vicina ma comunque sentirsi un po'' più liberi // mh mh // arrivato all'';;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;tutto sommato alla fine di fatto
BOD2017;#1655668;doc#230;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=1271610&end=1275712;1271610;1275712;BOD2017;;00:25:10;;https://search.corpuskiparla.it/corpus/conversations/BOD2017.html;https://search.corpuskiparla.it/corpus/conversations/BOD2017_jefferson.html;21-25;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;mancanza ti piace magari anche // il fatto di non avere comunque un altro // un'' altra appendice materna che ti è vicina ma;comunque;sentirsi un po'' più liberi // mh mh // arrivato all'' università eh // è di nuovo cambiato il nostro rapporto perché all'';;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;
BOD2017;#1655704;doc#230;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=1285168&end=1289998;1285168;1289998;BOD2017;;00:25:10;;https://search.corpuskiparla.it/corpus/conversations/BOD2017.html;https://search.corpuskiparla.it/corpus/conversations/BOD2017_jefferson.html;21-25;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;nuovo cambiato il nostro rapporto perché all'' università abbiamoehm // dovendo vivere in quegli anni che sono gli anni;comunque;appunto del distacco dalla casa // certo // dell'' abbandono dei luoghi più familiari e normali // eh il nostro rapporto è;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;
BOD2017;#1655950;doc#230;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=1383127&end=1389193;1383127;1389193;BOD2017;;00:25:10;;https://search.corpuskiparla.it/corpus/conversations/BOD2017.html;https://search.corpuskiparla.it/corpus/conversations/BOD2017_jefferson.html;21-25;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;così vicino a te // quindi magari certe volte mi // mi piacerebbe essere più // più libero e allo stesso tempo vedo che;comunque;mia sorella anche sta cominciando a sentire un po'' l'' esigenza di // mh // eh di essere un po'' più // lontana e autonoma da;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;
TOA3001;#1660429;doc#231;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3001&begin=1297064&end=1299299;1297064;1299299;TOA3001;;00:31:46;;https://search.corpuskiparla.it/corpus/conversations/TOA3001.html;https://search.corpuskiparla.it/corpus/conversations/TOA3001_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;conversazione libera;// eh xxx va da erika // e dice scusa ma // no ad alta vo~ o no? // no no secondo me è andato // no perché forse matteo no ma xxx //;comunque;si si stavano sì perché // sottovoce // c'' era una tensione tra di loro una cosa // esatto tipo alla terza persona che;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
BOA1012;#1663159;doc#232;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1012&begin=187861&end=189761;187861;189761;BOA1012;;00:03:35;;https://search.corpuskiparla.it/corpus/conversations/BOA1012.html;https://search.corpuskiparla.it/corpus/conversations/BOA1012_jefferson.html;56-60;F;;intell;;;basilicata;phd;2;ricevimento studenti;di cioè penso di farcela in un modo o nell'' altro // allora // emh // possibilmente non il dodici // esatto // luglio //;comunque;lei poi guarda nelle liste // certo // che saranno online è d'' accordo? // sì // e va bene // non il dodici perché anche se;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
PBC006;#1687881;doc#236;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC006&begin=516060&end=519153;516060;519153;PBC006;;00:52:08;;https://search.corpuskiparla.it/corpus/conversations/PBC006.html;https://search.corpuskiparla.it/corpus/conversations/PBC006_jefferson.html;66-70;F;;artig;;;emilia-romagna;dip_lic;3;intervista semistrutturata;eh che comunque ovviamente ci possono aiutare nella realizzazione di questa anche se // non sono eh artisti ma sono mh e;comunque;ehm // profondi conoscitori della storia di bologna // e o comunque insegnanti quindi insomma // ehm e quindi appunto //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBC006;#1692565;doc#236;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC006&begin=2051468&end=2054410;2051468;2054410;PBC006;;00:52:08;;https://search.corpuskiparla.it/corpus/conversations/PBC006.html;https://search.corpuskiparla.it/corpus/conversations/PBC006_jefferson.html;66-70;F;;artig;;;emilia-romagna;dip_lic;3;intervista semistrutturata;cose appunto un po'' per venire sempre // eh al discorso che faceva al l~ la domanda che faceva prima lei // e puntare sempre;comunque;ad una // eh // a a ad una caratterizzazione didattico divulgativa // utilizzando sempre l''arte come medium // sì // mhmh;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOD1002;#1697798;doc#238;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1002&begin=906165&end=907235;906165;907235;TOD1002;;01:29:28;;https://search.corpuskiparla.it/corpus/conversations/TOD1002.html;https://search.corpuskiparla.it/corpus/conversations/TOD1002_jefferson.html;;M;;intell;;;NONE;phd;\;\;// evidente // sono appunto // le espressioni del volto che in molti casi sono inconsapevoli ma sono comunicative //;comunque;// perché una delle cose su cui ci soffermeremo // è che molte volte comunichiamo senza rendercene conto // addirittura;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOD1002;#1699022;doc#238;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1002&begin=1468510&end=1471550;1468510;1471550;TOD1002;;01:29:28;;https://search.corpuskiparla.it/corpus/conversations/TOD1002.html;https://search.corpuskiparla.it/corpus/conversations/TOD1002_jefferson.html;;M;;intell;;;NONE;phd;\;\;implicite // però diciamo che formalmente tutti hanno lo stesso diritto alla parola // e tutti parlano a tutti // ma;comunque;è una situazione complessiva di re~ // di reciprocità sia pure // una reciprocità che può mascherare // una effettiva //;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOD1002;#1699258;doc#238;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1002&begin=1590655&end=1600617;1590655;1600617;TOD1002;;01:29:28;;https://search.corpuskiparla.it/corpus/conversations/TOD1002.html;https://search.corpuskiparla.it/corpus/conversations/TOD1002_jefferson.html;;M;;intell;;;NONE;phd;\;\;// il che non significa che non possiate scrivere // a // bruno vespa // bisogna vedere se bruno vespa vi risponde // o se //;comunque;vi dà spazio magari qualche volta può capitare bruno vespa che dice mi ha scritto una signora di novant'' anni sapete;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOD1002;#1700479;doc#238;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1002&begin=2145923&end=2150536;2145923;2150536;TOD1002;;01:29:28;;https://search.corpuskiparla.it/corpus/conversations/TOD1002.html;https://search.corpuskiparla.it/corpus/conversations/TOD1002_jefferson.html;;M;;intell;;;NONE;phd;\;\;a molti // che poteva esistere prima del web? // dam~ da scusatemi da massa a massa no da molti a molti è ancora diverso ma;comunque;diciamo // sì // tendenzialmente da massa a massa ma // avete capito // vogliamo fare un esempio? // un corteo // in un;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBC007;#1710375;doc#239;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC007&begin=1396370&end=1399570;1396370;1399570;PBC007;;01:02:55;;https://search.corpuskiparla.it/corpus/conversations/PBC007.html;https://search.corpuskiparla.it/corpus/conversations/PBC007_jefferson.html;over 85;F;;pens;;;emilia-romagna;dip_lic;2;intervista semistrutturata;// dunque la poi è stata dedicata una parte della biblioteca // alla a una partigiana che ha voluto questo monumento //;comunque;letizia manzuccato è stata l''architetto // eh // sono non non mi sovviene il nome del~ della partigiana // nella mi pare;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
PBC007;#1713657;doc#239;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC007&begin=2785950&end=2787610;2785950;2787610;PBC007;;01:02:55;;https://search.corpuskiparla.it/corpus/conversations/PBC007.html;https://search.corpuskiparla.it/corpus/conversations/PBC007_jefferson.html;21-25;M;;stud;;;marche;laurea in corso;2;intervista semistrutturata;// e quindi sono stati un po'' diciamo tu~ // tutto quello che lei ha vissuto che l''hanno portata ad unirsi ad anpi? // o;comunque;ha collaborato con anpi? // certo certo certo anche perchè mio marito era iscritto all''anpi // ti dirò mi sono iscritta;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;
BOA3001;#1720079;doc#240;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=1366300&end=1371082;1366300;1371082;BOA3001;;01:08:22;;https://search.corpuskiparla.it/corpus/conversations/BOA3001.html;https://search.corpuskiparla.it/corpus/conversations/BOA3001_jefferson.html;21-25;F;;stud;;;toscana;laurea in corso;2;conversazione libera;a stare con te a dirti i gossip // sì ci divertiahm~ // poi sono contenta perché la sofia mi diceva sempre eh la ex di marco;comunque;// mi diceva sei più bellina teeh // però diceva eh sai ha un bel fisico comunque // sì però non è quello perché alla fine il;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;
BOA3001;#1720676;doc#240;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=1600638&end=1603558;1600638;1603558;BOA3001;;01:08:22;;https://search.corpuskiparla.it/corpus/conversations/BOA3001.html;https://search.corpuskiparla.it/corpus/conversations/BOA3001_jefferson.html;21-25;F;;stud;;;toscana;laurea in corso;2;conversazione libera;poi ci deve fare tutte le domande // ah ci deve fare le domande // sì dove siamo nati dove siamo andati a scuola // ah già // no;comunque;io glielo chiedo tanto pe sta'' tranquilla // sì sì sì chiediglielo // non penso sia del secondo anno // ah sì poi metti che;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3001;#1724233;doc#240;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=2911031&end=2914780;2911031;2914780;BOA3001;;01:08:22;;https://search.corpuskiparla.it/corpus/conversations/BOA3001.html;https://search.corpuskiparla.it/corpus/conversations/BOA3001_jefferson.html;21-25;F;;stud;;;toscana;laurea in corso;2;conversazione libera;// ah ti piace d~ sì // sì perché è più alto è più // mi piace di più // coi capelli ro~ è particolare // sì è bellino rupert //;comunque;a me per dire piace molto anche eddie redmayne // sì // è bello // sì sì lui sì // ha due occhi // cioè da~ è particolare // sì sì;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
KPS008;#1773069;doc#248;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS008&begin=635687&end=641270;635687;641270;KPS008;;00:29:53;;https://search.corpuskiparla.it/corpus/conversations/KPS008.html;https://search.corpuskiparla.it/corpus/conversations/KPS008_jefferson.html;21-25;F;;intell;;;puglia;dip_lic;3;pasto;finestre // con le finestre spalancate // x la bicicletta di // cos''è bologna? // penso firenze // firenze // vedi ve'' //;comunque;a sto punto possiamo dire che tutto il mondo è paese mica solo i napoletani hanno fatto ste cose // almeno a brindisi non;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;
PTB008;#1778140;doc#250;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB008&begin=414169&end=415365;414169;415365;PTB008;;00:25:20;;https://search.corpuskiparla.it/corpus/conversations/PTB008.html;https://search.corpuskiparla.it/corpus/conversations/PTB008_jefferson.html;===NONE===;===NONE===;;===NONE===;;;===NONE===;===NONE===;3;intervista semistrutturata;se è oggi // dovevano mettere oggi ne abbiamo tre // tre quattordici // oggi è quattordici? // x metter quat~ eh vabbè // ma;comunque;// chi lavora sbaglia eh // comunque aldo aldo mi aveva detto // questo giovedì // eh e allora aspetti aspetti // aspetti;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
PTB008;#1778147;doc#250;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB008&begin=416857&end=419949;416857;419949;PTB008;;00:25:20;;https://search.corpuskiparla.it/corpus/conversations/PTB008.html;https://search.corpuskiparla.it/corpus/conversations/PTB008_jefferson.html;===NONE===;===NONE===;;===NONE===;;;===NONE===;===NONE===;3;intervista semistrutturata;abbiamo tre // tre quattordici // oggi è quattordici? // x metter quat~ eh vabbè // ma comunque // chi lavora sbaglia eh //;comunque;aldo aldo mi aveva detto // questo giovedì // eh e allora aspetti aspetti // aspetti // con fiducia // aspetti con fiducia;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;
KPC001;#1783583;doc#251;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC001&begin=578886&end=581716;578886;581716;KPC001;;00:32:59;;https://search.corpuskiparla.it/corpus/conversations/KPC001.html;https://search.corpuskiparla.it/corpus/conversations/KPC001_jefferson.html;51-55;F;;uff;;;marche;dip_tec_prof;2;pasto;piacere magari sabato lo riceve no? // invece sabato // eravamo a marotta prima visto che la cena era alle dieci // siete;comunque;siete stati gli ultimi ad arrivare // eh ma gigi lavorava // eh // a parte che la il sabato scorso sara aveva prenotato alle;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPC001;#1786007;doc#251;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC001&begin=1403497&end=1406189;1403497;1406189;KPC001;;00:32:59;;https://search.corpuskiparla.it/corpus/conversations/KPC001.html;https://search.corpuskiparla.it/corpus/conversations/KPC001_jefferson.html;51-55;F;;uff;;;marche;dip_tec_prof;2;pasto;bisogna che // secondo me si è comprata qualcosa de nuovo // no oh // dai // mamma non lo vuole manco fare // è comunque c''ha;comunque;le foto poi // no non c''è neanche il fotografo // non lo vuole proprio // non so sembra una roba un po'' strana // eh gli serve;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;
BOA1009;#1787474;doc#252;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1009&begin=72965&end=76789;72965;76789;BOA1009;;00:07:19;;https://search.corpuskiparla.it/corpus/conversations/BOA1009.html;https://search.corpuskiparla.it/corpus/conversations/BOA1009_jefferson.html;21-25;F;;stud;;;trentino-alto-adige;laurea in corso;2;ricevimento studenti;sulla // mh // sì // eh sulla professoressa rossi // sulla rossi // che comunque lei ha già seguito tesi di questo tipo;comunque;sulla lingua dei segni // ma anche sulla lingua dei segni proprio // sì mi ha già dato del materiale da leggere un po'' di;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;
BOA1009;#1787749;doc#252;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1009&begin=143030&end=148610;143030;148610;BOA1009;;00:07:19;;https://search.corpuskiparla.it/corpus/conversations/BOA1009.html;https://search.corpuskiparla.it/corpus/conversations/BOA1009_jefferson.html;21-25;F;;stud;;;trentino-alto-adige;laurea in corso;2;ricevimento studenti;// qualcosa c'' è molto molto poco tendenzialmente tutti i lav~ // perché lo fanno per i genitori // eh mh no lo fanno;comunque;su persone che l'' hanno fatto da da bambine ma intervistandoli da adulti // sì esattamente come per il brokering delle;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
