Reference;Token number;Document number;Anno di raccolta;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;annotation.audio_file;Left;KWIC;Right;Non SD;Test dell'omissione;Test della reggenza sintattica;Test prosodico;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
BOD1004;#2562864;doc#361;;2608421;2624155;BO093;BOD1004;;;https://search.corpuskiparla.it/corpus/conversations/BOD1004.html;https://search.corpuskiparla.it/corpus/conversations/BOD1004_jefferson.html;41-45;F;;intell;;;emilia-romagna;phd;1;lezione;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1004&begin=2608421&end=2624155;grovigli neurofibrillari che sono dei grovigli fatti da proteina tau iperfosforilata e alfa e beta xxxx che rimangono;diciamo;inglobati in questi grovigli // nell'' huntington invece c'' è un'' alterazione dell'' acetilazione mh vedremo anche; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
BOD1004;#2563414;doc#361;;2916983;2926231;BO093;BOD1004;;;https://search.corpuskiparla.it/corpus/conversations/BOD1004.html;https://search.corpuskiparla.it/corpus/conversations/BOD1004_jefferson.html;41-45;F;;intell;;;emilia-romagna;phd;1;lezione;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1004&begin=2916983&end=2926231;perdano la loro capacità e innescherebbero quindi la morte a carico dei neuroni // ora eh questa è un'' ipotesi che sta eh;diciamo;diventando sempre più rilevante soprattutto associata ad un altro concetto // voi sapete che queste patologie tutte; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
BOD1004;#2564352;doc#361;;3359564;3373388;BO093;BOD1004;;;https://search.corpuskiparla.it/corpus/conversations/BOD1004.html;https://search.corpuskiparla.it/corpus/conversations/BOD1004_jefferson.html;41-45;F;;intell;;;emilia-romagna;phd;1;lezione;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1004&begin=3359564&end=3373388;classica degli studi psicologici le malattie psichiatriche dovevano avere essenzialmente un origine legata a;diciamo;allo stato psicologico // invece lui che è un neurologo era convintoche ci fossero delle forme di patologie che; ;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
BOD1009;#2573923;doc#363;;1796648;1803535;BO102;BOD1009;;;https://search.corpuskiparla.it/corpus/conversations/BOD1009.html;https://search.corpuskiparla.it/corpus/conversations/BOD1009_jefferson.html;31-35;M;;intell;;;estero;phd;1;lezione;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1009&begin=1796648&end=1803535;uso della lingua quindi // lo diciamo perchè // ricercheranno nel nostro uso della lingua // lo elaboreranno quindi;diciamo;dovreste andareaemarginare frankie hi energy parliamo in differita agli studiosi che ci ascolteranno // che cos'' è; ;;;;1;1;;;;;;;;;;;;1;;;;;;;;;;;;0;;
BOD1011;#2584003;doc#364;;2530603;2536361;BO112;BOD1011;;;https://search.corpuskiparla.it/corpus/conversations/BOD1011.html;https://search.corpuskiparla.it/corpus/conversations/BOD1011_jefferson.html;51-55;F;;intell;;;emilia-romagna;phd;1;lezione;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1011&begin=2530603&end=2536361;adesso è prematuro // prego // mi scusi lo straniero in questo // lo stranie~ // e anche questo ne parleremo eh? comunque;diciamo;che sta abbastanza in alto anche se non appartiene al sistema castale // allora nella pausa vi chiedo di venire a;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD1011;#2584912;doc#364;;2936321;2938121;BO112;BOD1011;;;https://search.corpuskiparla.it/corpus/conversations/BOD1011.html;https://search.corpuskiparla.it/corpus/conversations/BOD1011_jefferson.html;51-55;F;;intell;;;emilia-romagna;phd;1;lezione;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1011&begin=2936321&end=2938121;a dire che le famiglie si mettono daccordo // per far conoscere // i giovani // dopo di che se questo questa conoscenza //;diciamo;ha dei riscontri positivi // si arriva al matrimonio // ma questo oggi avviene anche attraverso ad esempio // con i; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
BOD1011;#2586279;doc#364;;3466243;3468388;===NONE===;BOD1011;;;https://search.corpuskiparla.it/corpus/conversations/BOD1011.html;https://search.corpuskiparla.it/corpus/conversations/BOD1011_jefferson.html;===NONE===;===NONE===;;===NONE===;;;===NONE===;===NONE===;1;lezione;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1011&begin=3466243&end=3468388;in quella connotazione // utopico invece per il matrimonio d'' amore perchè // ehm // secondo diciamo quella che è stata;diciamo;quella che è stata la mia educazione // eh a personale è un po'' una favola disneiana no? // no è l'' amore // quindi siccome; ;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;0;;
BOD1011;#2587424;doc#364;;3907990;3909408;===NONE===;BOD1011;;;https://search.corpuskiparla.it/corpus/conversations/BOD1011.html;https://search.corpuskiparla.it/corpus/conversations/BOD1011_jefferson.html;===NONE===;===NONE===;;===NONE===;;;===NONE===;===NONE===;1;lezione;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1011&begin=3907990&end=3909408;// prego // non sento // passivo il combinato e attivo il matrimonio d'' amore // passivo e attivo // passivo perchè // vede;diciamo;// scelto da persone che non partecipano attivamente al matrimonio cioè i due interessati non scelgono loro di; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBA019;#2590904;doc#365;;42570;47620;BOR022;PBA019;;;https://search.corpuskiparla.it/corpus/conversations/PBA019.html;https://search.corpuskiparla.it/corpus/conversations/PBA019_jefferson.html;21-25;F;;stud;;;marche;laurea in corso;4;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA019&begin=42570&end=47620;a livello sociale come città come servizi sì benissimo diciamo // ci sta // sì // ehm nel senso mh tutta la // ehm //;diciamo;la tradizione di manifestazioni vita giovanile che c''è // come cosa ne pensate come vi ci trovate com~? // okay // ma io; ;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
PBA019;#2594076;doc#365;;1107404;1110222;BOI083;PBA019;;;https://search.corpuskiparla.it/corpus/conversations/PBA019.html;https://search.corpuskiparla.it/corpus/conversations/PBA019_jefferson.html;21-25;M;;disocc;;;lazio;dip_tec_prof;4;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA019&begin=1107404&end=1110222;qua è un socializzare continuo ogni minuto e a me piace // e niente per vabbè poi beh socializza'' // il motivo vero non lo;diciamo;// ma tanto noi siamo stati zitti // mo se chiama così // così // siamo stati siamo stati zitti vent''anni giù capito?;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA019;#2600571;doc#365;;3110280;3114365;BOI084;PBA019;;;https://search.corpuskiparla.it/corpus/conversations/PBA019.html;https://search.corpuskiparla.it/corpus/conversations/PBA019_jefferson.html;21-25;M;;uff;;;lazio;dip_tec_prof;4;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA019&begin=3110280&end=3114365;// mh // però non arriverebbero mai a fa'' un gesto de genere con // sì capita // magari sì ma in piccolissima percentuale //;diciamo;che la differenza è che un uomo ammazzerebbe una donna no cioè // non uno sì uno no è che // un uomo ammazza più spesso;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB018;#2602778;doc#366;;201481;204733;BOI052;PBB018;;;https://search.corpuskiparla.it/corpus/conversations/PBB018.html;https://search.corpuskiparla.it/corpus/conversations/PBB018_jefferson.html;51-55;F;;intell;;;emilia-romagna;laurea;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB018&begin=201481&end=204733;nella crescita i ragazzi // quindi comunque c''è una continuità non soltanto legata // a alla loro infanzia alla loro;diciamo;e // quindi durante durante la loro attività scolastica ma proprio qualcosa che li può // che può diciamo // continuare; ;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
PBB018;#2602797;doc#366;;208811;209751;BOI052;PBB018;;;https://search.corpuskiparla.it/corpus/conversations/PBB018.html;https://search.corpuskiparla.it/corpus/conversations/PBB018_jefferson.html;51-55;F;;intell;;;emilia-romagna;laurea;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB018&begin=208811&end=209751;alla loro diciamo e // quindi durante durante la loro attività scolastica ma proprio qualcosa che li può // che può;diciamo;// continuare anche in età adulta // e quindi consente a questi ragazzi di essere // di essere diciamo uhm legati allo; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBB018;#2603027;doc#366;;290483;300043;BOI052;PBB018;;;https://search.corpuskiparla.it/corpus/conversations/PBB018.html;https://search.corpuskiparla.it/corpus/conversations/PBB018_jefferson.html;51-55;F;;intell;;;emilia-romagna;laurea;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB018&begin=290483&end=300043;mh // mh // insomma eh visto anche il periodo ehm non non è riuscito a partire però c''è un teatro // un teatro a molinella // e;diciamo;i giovani oltre a comunque uhm i giovani in realtà non frequentano tant~ molto il teatro almeno dalla mia zona però ehm //; ;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;0;;
PBB018;#2603107;doc#366;;320748;322848;BOI052;PBB018;;;https://search.corpuskiparla.it/corpus/conversations/PBB018.html;https://search.corpuskiparla.it/corpus/conversations/PBB018_jefferson.html;51-55;F;;intell;;;emilia-romagna;laurea;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB018&begin=320748&end=322848;è proprio una gelateria che si che eh una gelateria storica una delle più vecchie si chiama ponti // dove spesso // ehm //;diciamo;che è un punto di ritrovo dei giovani // okay // e tu hai sempre vissuto nella stessa casa a molinella oppure l''hai;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB018;#2603431;doc#366;;442335;445345;BOI052;PBB018;;;https://search.corpuskiparla.it/corpus/conversations/PBB018.html;https://search.corpuskiparla.it/corpus/conversations/PBB018_jefferson.html;51-55;F;;intell;;;emilia-romagna;laurea;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB018&begin=442335&end=445345;già in età m~ m~ m~ // matura perchè ho cercato di // eh perchè ho fatto tutto il mio percorso scolastico // quindi ho uhm //;diciamo;mi sono diplomata mi son laureata // e poi ehm // poi mi sono sposata // e ma a distanza di anni // non subito quindi ho uhm; ;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
PBB018;#2607915;doc#366;;2016360;2018190;BOI052;PBB018;;;https://search.corpuskiparla.it/corpus/conversations/PBB018.html;https://search.corpuskiparla.it/corpus/conversations/PBB018_jefferson.html;51-55;F;;intell;;;emilia-romagna;laurea;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB018&begin=2016360&end=2018190;bene oggi? // allora i i portici di bologna ehm // allora io ricordo // ricordo questa cosa che ehm in certe zone // di;diciamo;di bologna ci sono ancora // ehm // queste // purtroppo // perchè comunque la realtà di bologna è fatta anche di questo //; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PBB018;#2608678;doc#366;;2288250;2293100;BOI052;PBB018;;;https://search.corpuskiparla.it/corpus/conversations/PBB018.html;https://search.corpuskiparla.it/corpus/conversations/PBB018_jefferson.html;51-55;F;;intell;;;emilia-romagna;laurea;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB018&begin=2288250&end=2293100;meno la carestia // e quindi c''è questa // questa diciamo mh // questo // questa credenza // che eh portare // portare;diciamo;che ehm la la madonna quindi farla prima scendere poi portarla // t~ eh fa // voglio dire terminare la pioggia // però nel;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB018;#2609762;doc#366;;2694814;2696824;BOI052;PBB018;;;https://search.corpuskiparla.it/corpus/conversations/PBB018.html;https://search.corpuskiparla.it/corpus/conversations/PBB018_jefferson.html;51-55;F;;intell;;;emilia-romagna;laurea;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB018&begin=2694814&end=2696824;potrebbe essere un luogo di // di mostre // perchè non è molto funzionale per essere @nomeluogo // // però è // poi vicino;diciamo;al @nomeluogo c''è // eh com per dir come zona // c''è il famoso bar zanarini // e la famosa galleria cavour // dove ci sono; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PBA010;#2613655;doc#367;;930039;937943;BOI069;PBA010;;;https://search.corpuskiparla.it/corpus/conversations/PBA010.html;https://search.corpuskiparla.it/corpus/conversations/PBA010_jefferson.html;21-25;M;;artig;;;emilia-romagna;med;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA010&begin=930039&end=937943;street food ci sono molti negozi che vendono eh cibo da strada // poi subito lì vicino sempre sotto le due torri c''è un;diciamo;non è proprio prettamente un ristorante ma è un // un locale // eh adesso è abbastanza rinomato dove si mangiano i; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBA010;#2614888;doc#367;;1388903;1400687;BOI069;PBA010;;;https://search.corpuskiparla.it/corpus/conversations/PBA010.html;https://search.corpuskiparla.it/corpus/conversations/PBA010_jefferson.html;21-25;M;;artig;;;emilia-romagna;med;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA010&begin=1388903&end=1400687;tramite dei delle serpentine all''interno del pannello l~ l''irraggiamento lo si trasforma in tensione di;diciamo;diretta // okay // da quella tensione in diciamo in termini tecnici incontinua quindi tensione incontinua // e tramite; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
TOD1005bis;#2622625;doc#368;;2386662;2387421;TO017;TOD1005bis;;;https://search.corpuskiparla.it/corpus/conversations/TOD1005bis.html;https://search.corpuskiparla.it/corpus/conversations/TOD1005bis_jefferson.html;31-35;M;;intell;;;piemonte;phd;1;lezione;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1005bis&begin=2386662&end=2387421;// okay // in particolare // in particolare // nell'' area che sta // tra la giordania // e la siria // mh // quell'' area lì //;diciamo;// sud della siria // giordania // forse // ovest dell''iraq // neghev des~ deserto israeliano e nord dell'' arabia; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PTB019;#2624808;doc#369;;228550;232010;TOI080;PTB019;;;https://search.corpuskiparla.it/corpus/conversations/PTB019.html;https://search.corpuskiparla.it/corpus/conversations/PTB019_jefferson.html;76-80;M;;pens;;;puglia;dip_tec_prof;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB019&begin=228550&end=232010;piaciuta sempre ma // x xx xxx // si è sempre trovato bene // ma com''era la vita ineh barriera di milano // era una vita;diciamo;// che si lavorava // tranquilla // tranquilla // lei cosa cosa faceva // assicurazioni // okay e lavorava in centro? // o;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTB019;#2625046;doc#369;;309720;310630;TOI071;PTB019;;;https://search.corpuskiparla.it/corpus/conversations/PTB019.html;https://search.corpuskiparla.it/corpus/conversations/PTB019_jefferson.html;66-70;F;;pens;;;puglia;dip_lic;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB019&begin=309720&end=310630;adesso // adesso la l~ ah lo noto // tra la barriera del mi~ tra la barriera di milano e il centro invece // // eh è è peggio //;diciamo;che x // è peggio? // tranne questa zona che la chiamano l''isola felice // mhmh // mh // ho capito // ma // ecco da quando lei;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTB019;#2625340;doc#369;;405240;407940;TOI080;PTB019;;;https://search.corpuskiparla.it/corpus/conversations/PTB019.html;https://search.corpuskiparla.it/corpus/conversations/PTB019_jefferson.html;76-80;M;;pens;;;puglia;dip_tec_prof;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB019&begin=405240&end=407940;ne abbiamo amici della barriera che sono abbastanza // sì ma // più o meno uguali a noi e alle nostre // uguali a noi nella xx;diciamo;nella nostra // eh ma non abbiamo esigenze // particolare // particola~ cioè non troviamo una differenza enorme perché; ;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
PTB019;#2626344;doc#369;;714772;717970;TOI080;PTB019;;;https://search.corpuskiparla.it/corpus/conversations/PTB019.html;https://search.corpuskiparla.it/corpus/conversations/PTB019_jefferson.html;76-80;M;;pens;;;puglia;dip_tec_prof;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB019&begin=714772&end=717970;in questa casa no // no in questa casa nel senso neleh // ma nel qu~ il quartiere // in barriera // in barrie~ in maggioranza;diciamo;al novanta per cento // in barriera maggioranza // maggioranza sono meridionali // erano meridionali // e c''erano i x; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PTB009;#2635461;doc#370;;916379;919134;TOI035;PTB009;;;https://search.corpuskiparla.it/corpus/conversations/PTB009.html;https://search.corpuskiparla.it/corpus/conversations/PTB009_jefferson.html;over 85;F;;pens;;;piemonte;dip_lic;4;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB009&begin=916379&end=919134;i topi di sotto a cercar di mangiarla // // e con quella facevamo fare il pane // ma lì era un po'' un paese da operetta;diciamo;// perché a un certo punto // manforte era un po'' una roccaforte dei partigiani // mh mh // e c''era una collinetta hanno; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PTB009;#2636569;doc#370;;1233252;1234668;TOI035;PTB009;;;https://search.corpuskiparla.it/corpus/conversations/PTB009.html;https://search.corpuskiparla.it/corpus/conversations/PTB009_jefferson.html;over 85;F;;pens;;;piemonte;dip_lic;4;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB009&begin=1233252&end=1234668;// eh beh sicuramente // mh mh mh mh // eh che impressione hai avuto di questo cambiamento del quartiere? // xx // ma dunque;diciamo;// la fiat ha fatto arrivare tutti questi meridionali che ne aveva bisogno // certo // e ha suscitato grandissimo //; ;;;;1;;1;;;;;;;;;;;1;;;;;;;;;;;;1;;
PTB009;#2638396;doc#370;;1831710;1834197;TOR001;PTB009;;;https://search.corpuskiparla.it/corpus/conversations/PTB009.html;https://search.corpuskiparla.it/corpus/conversations/PTB009_jefferson.html;26-30;F;;intell;;;lombardia;phd;4;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB009&begin=1831710&end=1834197;// okay // ehm mh mh mh // e appunto legato le vie~ ti viene in mente qualche ricordo legato alla casa? // a alla zona;diciamo;di di barriera di milano // qualcosa che è successo nel quartiere o // s~ sì x // sì non mi ricordo granchè mi ricordo il; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
BOD1001;#2666220;doc#375;;1732305;1734111;BO013;BOD1001;;;https://search.corpuskiparla.it/corpus/conversations/BOD1001.html;https://search.corpuskiparla.it/corpus/conversations/BOD1001_jefferson.html;51-55;M;;intell;;;emilia-romagna;phd;2;lezione;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1001&begin=1732305&end=1734111;cioè contrariato e sorpreso del fatto // che la mamma di michelino non si fermi con lui a // parlare di michelino;diciamo;così eh? // valduzzo tornò in paisi al tri di settembrio valduzzo cioè il fidanzato di eh // di marietta // aviva cangiato; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
BOD1001;#2666525;doc#375;;1841984;1845984;BO013;BOD1001;;;https://search.corpuskiparla.it/corpus/conversations/BOD1001.html;https://search.corpuskiparla.it/corpus/conversations/BOD1001_jefferson.html;51-55;M;;intell;;;emilia-romagna;phd;2;lezione;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1001&begin=1841984&end=1845984;per darvi idea di quello che prova la prov~ la povera marietta // eh? cioè la povera marietta che dopo un corteggiamento;diciamo;così eh // del buon bald~ subìto da parte del buon balduzzo che // qualche bacio qualche eh? qualche carezza // che si; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBC025;#2683066;doc#377;;223497;228196;BOI112;PBC025;;;https://search.corpuskiparla.it/corpus/conversations/PBC025.html;https://search.corpuskiparla.it/corpus/conversations/PBC025_jefferson.html;61-65;F;;pens;;;emilia-romagna;laurea;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC025&begin=223497&end=228196;due maschi io conosco la loro realtà // mhmh // però vanno nel parco oppure escon la sera a fare un giro // in compagnia ecco;diciamo;che l''aggregazione è molto importante per noi // mhmh // lo stare insieme // ehm // adesso c''è più individualismo //;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBC025;#2691281;doc#377;;2738708;2743099;BOR025;PBC025;;;https://search.corpuskiparla.it/corpus/conversations/PBC025.html;https://search.corpuskiparla.it/corpus/conversations/PBC025_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC025&begin=2738708&end=2743099;// ehm // e invece // cambiando un po'' argomento eh mh // // ferragosto festa ferragosto // bologna purtroppo d''estate;diciamo;diventa non il clima più divertente da // non è abitabile // da vivere eh di solito di solito d''estate sei a bologna hai la; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PTD017;#2694046;doc#378;;370030;371708;TOI078;PTD017;;;https://search.corpuskiparla.it/corpus/conversations/PTD017.html;https://search.corpuskiparla.it/corpus/conversations/PTD017_jefferson.html;36-40;M;;impr;;;piemonte;dip_lic;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD017&begin=370030&end=371708;aiuto aiuto aiuto e quello era il // erano gli inizi un po'' di questo quello che s~ // che sta rivenendo fuori adesso no;diciamo;// mh mh // e quindi xx fors~ perché ci caricavano già anche all''epoca però // io comunque vedevo una situazione mh // non; ;;;;1;1;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PTD017;#2694241;doc#378;;417342;421425;TOI078;PTD017;;;https://search.corpuskiparla.it/corpus/conversations/PTD017.html;https://search.corpuskiparla.it/corpus/conversations/PTD017_jefferson.html;36-40;M;;impr;;;piemonte;dip_lic;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD017&begin=417342&end=421425;di altre culture e la cosa non mi disturba anzi // ehm // tutti quanti sono integrati tutti quanti lavorano nel loro mondo;diciamo;no? // mh mh // che è comune // quindi c''è abbastanza integrazione inteso proprio come tra persone e persone // ci; ;;;;1;1;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PTD017;#2697701;doc#378;;1362884;1368812;TOI078;PTD017;;;https://search.corpuskiparla.it/corpus/conversations/PTD017.html;https://search.corpuskiparla.it/corpus/conversations/PTD017_jefferson.html;36-40;M;;impr;;;piemonte;dip_lic;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD017&begin=1362884&end=1368812;// mh mh // quindi magari sono solo io fatto così // // ehm // mi permetto di dire vedo che i // torinesi in generale;diciamo;l''archetipo del torinese in generale a parte essere falso e cortese che lo sono un po'' tutte le culture // vabbè // ehm //; ;;;;1;;;;;;;;;;;;;1;1;;;;;;;;;;;1;;
PTD017;#2698302;doc#378;;1533898;1536835;TOI078;PTD017;;;https://search.corpuskiparla.it/corpus/conversations/PTD017.html;https://search.corpuskiparla.it/corpus/conversations/PTD017_jefferson.html;36-40;M;;impr;;;piemonte;dip_lic;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD017&begin=1533898&end=1536835;okay // cioè comunque sia il discorso deleh dei meridionali // mh // io non sono così convinto che // mh // però //;diciamo;che adesso c''è un nemico diverso diciamo no? quindi // mh mh // crei un altro nemico quindi son tutti amici però // eh;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBC002;#2706035;doc#379;;1842700;1844200;BOI008;PBC002;;;https://search.corpuskiparla.it/corpus/conversations/PBC002.html;https://search.corpuskiparla.it/corpus/conversations/PBC002_jefferson.html;76-80;M;;tec;;;emilia-romagna;dip_lic;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC002&begin=1842700&end=1844200;// che giocano a briscola // mhmh // dicono la battuta poi eh // sì // dicono anche qualcosa // insomma // non è frequente;diciamo;// una volta si parlava di più // sì molto di più // in ogni posto // in ogni posto // io guarda il papà mio è bolognese // doc //; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBC003;#2711684;doc#380;;1588258;1598500;BOI009;PBC003;;;https://search.corpuskiparla.it/corpus/conversations/PBC003.html;https://search.corpuskiparla.it/corpus/conversations/PBC003_jefferson.html;71-75;F;;pens;;;emilia-romagna;elem;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC003&begin=1588258&end=1598500;ehm // ecco il cinema che fanno sempre tutte le sere è sempre strapieno d''estate // sì // eh in questi due anni di di covid;diciamo;che alla se vai te al sabato e domenica poi anche mettiamo che da quando hanno chiuso il centro sabato e domenica // che;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBC003;#2714299;doc#380;;2355971;2357179;BOI009;PBC003;;;https://search.corpuskiparla.it/corpus/conversations/PBC003.html;https://search.corpuskiparla.it/corpus/conversations/PBC003_jefferson.html;71-75;F;;pens;;;emilia-romagna;elem;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC003&begin=2355971&end=2357179;dio bel avanti soppa devo ancora togliere il c~ avanti // xxx // una volta mi è fin mi son sentito fin dispiaciuto // poi noi;diciamo;// diciamo che // io ero lì con s~ tutta sta gente ce n''è degli infermieri però eh // #stanta iè stanta // #allora a un certo;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOD1005;#2725192;doc#381;;1096170;1096990;TO017;TOD1005;;;https://search.corpuskiparla.it/corpus/conversations/TOD1005.html;https://search.corpuskiparla.it/corpus/conversations/TOD1005_jefferson.html;31-35;M;;intell;;;piemonte;phd;1;lezione;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1005&begin=1096170&end=1096990;devo acora dire? // allora rapida // rapidissima disamina del // corso // oggi facciamo una lezione // introduttiva //;diciamo;quello che è // la dia~ che cos'' è la dialettologia araba // questo è un corso di linguistica // come // lasciava presagire; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
TOD1005;#2726766;doc#381;;1668475;1676257;TO017;TOD1005;;;https://search.corpuskiparla.it/corpus/conversations/TOD1005.html;https://search.corpuskiparla.it/corpus/conversations/TOD1005_jefferson.html;31-35;M;;intell;;;piemonte;phd;1;lezione;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1005&begin=1668475&end=1676257;definizione di dialetto di prima perché questo dialetto è diventato una lingua ufficiale quindi abbiamo due opzioni o;diciamo;che il maltese non è un dialetto è una lingua // mh // e allora non è un dialetto arabo e a noi non ci interessa // oppure // eh;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
