Reference;Token number;Document number;Anno di raccolta;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;annotation.audio_file;Left;KWIC;Right;Non SD;Test dell'omissione;Test della reggenza sintattica;Test prosodico;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
BOC1006;#1844858;doc#261;;772190;774840;BO092;BOC1006;;;https://search.corpuskiparla.it/corpus/conversations/BOC1006.html;https://search.corpuskiparla.it/corpus/conversations/BOC1006_jefferson.html;61-65;M;;intell;;;emilia-romagna;phd;2;esame;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1006&begin=772190&end=774840;// sì // mh // e anche // mh per quanto riguarda le le idee comunque sulla ricerca linguistica in generale // mh // un altro;diciamo;dei meriti del del quadro // appunto come documento diciamo così divulgativo e ad ampia diffusione quindi un documento; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
BOC1006;#1844868;doc#261;;775175;782496;BO092;BOC1006;;;https://search.corpuskiparla.it/corpus/conversations/BOC1006.html;https://search.corpuskiparla.it/corpus/conversations/BOC1006_jefferson.html;61-65;M;;intell;;;emilia-romagna;phd;2;esame;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1006&begin=775175&end=782496;sulla ricerca linguistica in generale // mh // un altro diciamo dei meriti del del quadro // appunto come documento;diciamo;così divulgativo e ad ampia diffusione quindi un documento che arriva nelle mani anche degli insenganti // nelle; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
BOC1006;#1845169;doc#261;;896862;903108;BO143;BOC1006;;;https://search.corpuskiparla.it/corpus/conversations/BOC1006.html;https://search.corpuskiparla.it/corpus/conversations/BOC1006_jefferson.html;;F;;stud;;;;laurea in corso;2;esame;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1006&begin=896862&end=903108;lamh // ileh ililappunto la valutazio~ per quanto riguarda la valutazione // possiamo distinguere fra // appunto ileh;diciamo;test appunto fattoriale o di elementi discreti che appunto sono basati su un unico aspetto della lingua // e eh prove di; ;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
BOC1006;#1845216;doc#261;;911680;915010;BO143;BOC1006;;;https://search.corpuskiparla.it/corpus/conversations/BOC1006.html;https://search.corpuskiparla.it/corpus/conversations/BOC1006_jefferson.html;;F;;stud;;;;laurea in corso;2;esame;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1006&begin=911680&end=915010;un uso simultaneo di eh più ablità o elementi appunto linguistici e quindi // riflettono maggiormente // quello che è;diciamo;le condizioni reali della lingua // eh le condizioni appunto d'' uso // della lingua // nella vita reale // e appunto; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
BOC1006;#1846216;doc#261;;1234329;1238840;BO092;BOC1006;;;https://search.corpuskiparla.it/corpus/conversations/BOC1006.html;https://search.corpuskiparla.it/corpus/conversations/BOC1006_jefferson.html;61-65;M;;intell;;;emilia-romagna;phd;2;esame;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1006&begin=1234329&end=1238840;// no starò insomma più attenta sicuramente per le prossime occasioni // eh // poi vabbè diciamo leggevo ieri sumh //;diciamo;ma ma bensì o ma però è tollerato // eh però in realtà è // mh è tollerato ma // mh se è possibile evitare l'' utilizzo doppio; ;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
TOD2016;#1881144;doc#267;;1806878;1809199;TO071;TOD2016;;;https://search.corpuskiparla.it/corpus/conversations/TOD2016.html;https://search.corpuskiparla.it/corpus/conversations/TOD2016_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2016&begin=1806878&end=1809199;volte con i miei cugini quelli là quindi // ah // mi trovo sempre in posti diversi // e quest'' anno c'' è già qualcosa in ballo;diciamo;// speriamo // che cosa dovrebbe essere ? // ma niente andare da un mio amico che abita // vicino mh // dove cacchio abita?; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
TOD2014;#1895362;doc#269;;165453;169284;TO071;TOD2014;;;https://search.corpuskiparla.it/corpus/conversations/TOD2014.html;https://search.corpuskiparla.it/corpus/conversations/TOD2014_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=165453&end=169284;sopra *nomeluogo praticamente proprio sopra sopra // ah okay okay quindi silenzio tipo il cimitero monumentale;diciamo;// sì // e peròmh la casa mi piace molto di più perchè c'' è il salotto // aha // e c'' è una cucina grande a me piace cucinare; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
TOD2014;#1896671;doc#269;;546356;554370;TO059;TOD2014;;;https://search.corpuskiparla.it/corpus/conversations/TOD2014.html;https://search.corpuskiparla.it/corpus/conversations/TOD2014_jefferson.html;21-25;F;;stud;;;umbria;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=546356&end=554370;casa perchè // comunque il posto non era dei migliori // mhm // eh sono andata u~ un po'' praticamente in centro a mestre;diciamo;in un'' altra casa dove anche qui di nuovo c'' era il salotto cosa che io cerco sempre // ehm ero sempre in una doppia con un''; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
TOD2014;#1897852;doc#269;;901262;902461;TO071;TOD2014;;;https://search.corpuskiparla.it/corpus/conversations/TOD2014.html;https://search.corpuskiparla.it/corpus/conversations/TOD2014_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=901262&end=902461;stesso paese a distanza di un chilometro nemmeno quindi niente di // particolarmente faticoso // ti poteva andà peggio;diciamo;// sì infatti // e la casa però dove sono cresciuta e dove sono stata di più vabbè è quella dove poi // è rimasta mia madre //; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
TOD2014;#1898726;doc#269;;1181095;1185911;TO059;TOD2014;;;https://search.corpuskiparla.it/corpus/conversations/TOD2014.html;https://search.corpuskiparla.it/corpus/conversations/TOD2014_jefferson.html;21-25;F;;stud;;;umbria;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=1181095&end=1185911;miei nonni che stanno a baschi // vicino a orvieto // mhm // sempre provincia di terni // in realtà non non stanno proprio;diciamo;nel paese ma un po'' più fuori // è una strada che va verso corbara praticamente c'' è solo casa loro // // e anche sì e anche; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
TOD2014;#1900254;doc#269;;1642264;1644590;TO059;TOD2014;;;https://search.corpuskiparla.it/corpus/conversations/TOD2014.html;https://search.corpuskiparla.it/corpus/conversations/TOD2014_jefferson.html;21-25;F;;stud;;;umbria;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=1642264&end=1644590;// ma // e o entrava in cucina c'' è puzza di bruciato e nessuno aveva bruciato niente cioè // s~ c'' aveva le sue fisime;diciamo;// sì // un tantinello sì era molto particolare // okay // ma io direi che boh che ventisette minuti li abbiamo fatti vi; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBC020;#1914816;doc#273;;330334;333574;BOR006;PBC020;;;https://search.corpuskiparla.it/corpus/conversations/PBC020.html;https://search.corpuskiparla.it/corpus/conversations/PBC020_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC020&begin=330334&end=333574;principale nel quartiere è stata l''immigrazione // no è stata la deindustrializzazione // ehm // quindi adesso è;diciamo;un quartiere più residenziale // cioè meno non più adibito all''industria ma più // come dicevo sì // chiaro sì sì // eh; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PBC020;#1915651;doc#273;;689873;704204;BOI048;PBC020;;;https://search.corpuskiparla.it/corpus/conversations/PBC020.html;https://search.corpuskiparla.it/corpus/conversations/PBC020_jefferson.html;71-75;M;;pens;;;emilia-romagna;dip_lic;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC020&begin=689873&end=704204;pur anche in disaccordo a volte però la democrazia si difendeva scendendo in piazza andando a // quando passavano;diciamo;i leader del~ de~ degli allora partiti e le istituzioni i cittadini gli operai in particolare ma un po'' tutti eh facevano; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PBC020;#1917168;doc#273;;1349560;1361094;BOR006;PBC020;;;https://search.corpuskiparla.it/corpus/conversations/PBC020.html;https://search.corpuskiparla.it/corpus/conversations/PBC020_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC020&begin=1349560&end=1361094;molto una fucina di talenti molto prominente negli scorsi decenni però poi ha un po'' perso la sua spinta però tu vedi;diciamo;una rinascita un tentativo di rinascita // sì e in particolare con i presupposti della nuova amministrazione che gli; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
KPS014;#1935415;doc#277;;1204163;1211750;PKP095;KPS014;;;https://search.corpuskiparla.it/corpus/conversations/KPS014.html;https://search.corpuskiparla.it/corpus/conversations/KPS014_jefferson.html;61-65;M;;intell;;;puglia;laurea;3;pasto;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS014&begin=1204163&end=1211750;tu hai detto andavi a scuola col panarello // eh // ma il panarello // era incluso a te? o era in aggiunta a te // #no c''era una;diciamo;una cosa a parte dcim una sorta di propaggine del panariello centrale // // c''era una una succursale una propaggine // e; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
KPS014;#1936639;doc#277;;1660066;1664641;PKP095;KPS014;;;https://search.corpuskiparla.it/corpus/conversations/KPS014.html;https://search.corpuskiparla.it/corpus/conversations/KPS014_jefferson.html;61-65;M;;intell;;;puglia;laurea;3;pasto;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS014&begin=1660066&end=1664641;metodi un po'' // aveva i suoi metodi // diretti // bruschi diciamo così bruchi però lui sosteneva che fossero efficaci;diciamo;// eh l''educazione di allora // eh // ma vi facevano disegnare vi facevano che che vi facevano fare? // me i mo non mi rico~; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
KPS014;#1937224;doc#277;;1861191;1864112;PKP095;KPS014;;;https://search.corpuskiparla.it/corpus/conversations/KPS014.html;https://search.corpuskiparla.it/corpus/conversations/KPS014_jefferson.html;61-65;M;;intell;;;puglia;laurea;3;pasto;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS014&begin=1861191&end=1864112;perchè quello non è che // non era lontano // no era vicino a dove abitavamo l''asilo là de // ma voi pagavate? // mah eh;diciamo;che non abbiamo mai pagato a nessuno // // vedi queste sono le tue // il tuo periodo // ma non ho capito ma perchè è morto il;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS014;#1937423;doc#277;;2022614;2027508;PKP095;KPS014;;;https://search.corpuskiparla.it/corpus/conversations/KPS014.html;https://search.corpuskiparla.it/corpus/conversations/KPS014_jefferson.html;61-65;M;;intell;;;puglia;laurea;3;pasto;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS014&begin=2022614&end=2027508;e ricordo uno che si chiamava bianch~ bianchini // ma era delinquente // giocava a pallone // è diventato delinquente //;diciamo;però al mom~ quel ehm quando giocavamo noi a pallone che eravamo piccoli non era ancora xx // diciamo che non te ne; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
KPC004;#1964631;doc#281;;190735;194709;PKP028;KPC004;;;https://search.corpuskiparla.it/corpus/conversations/KPC004.html;https://search.corpuskiparla.it/corpus/conversations/KPC004_jefferson.html;26-30;F;;stud;;;lazio;laurea in corso;2;pasto;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC004&begin=190735&end=194709;// nelle pagine della nostra vita // funziona così cioè loro s''innamorano da giovani // mhmh // mhmh // poi per motivi;diciamo;familiari cioè lei veniva da una famiglia ricca // lui no // sì i classici problemi tipo la famiglia non vuole che loro due; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBA005;#1969610;doc#282;;152843;156156;BOI063;PBA005;;;https://search.corpuskiparla.it/corpus/conversations/PBA005.html;https://search.corpuskiparla.it/corpus/conversations/PBA005_jefferson.html;21-25;M;;uff;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA005&begin=152843&end=156156;// // non mi veniva la parola // okay // okay okay // l''uomo ha fatto comunque il suo anche sul~ sull''ambiente e quindi //;diciamo;che zone propriamente naturali ce ne son poche // mhmh e quindi il tuo lavoro ti influenza un po'' cioè // siccome sei un;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA005;#1969647;doc#282;;168596;171567;BOI063;PBA005;;;https://search.corpuskiparla.it/corpus/conversations/PBA005.html;https://search.corpuskiparla.it/corpus/conversations/PBA005_jefferson.html;21-25;M;;uff;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA005&begin=168596&end=171567;po'' cioè // siccome sei un giardiniere ti interessa molto l''ambiente ti interessi alle questioni ambientali // allora;diciamo;che le questioni ambientali già da prima // okay // questo un po'' perché già // non so esattamente per quale motivo già un;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA005;#1971036;doc#282;;706294;710576;BOI063;PBA005;;;https://search.corpuskiparla.it/corpus/conversations/PBA005.html;https://search.corpuskiparla.it/corpus/conversations/PBA005_jefferson.html;21-25;M;;uff;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA005&begin=706294&end=710576;moline ad esempio // ma sì ci son passato di sera non per fare aperitivo però sì // poi passarci a piedi mi è capitato // sì e;diciamo;conosciuta molto per piazza verdi no? // che è un po'' il luogo di aggregazione un po'' un po'' più agitato di bologna // mhmh; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PBA005;#1973018;doc#282;;1477970;1481411;BOI063;PBA005;;;https://search.corpuskiparla.it/corpus/conversations/PBA005.html;https://search.corpuskiparla.it/corpus/conversations/PBA005_jefferson.html;21-25;M;;uff;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA005&begin=1477970&end=1481411;possiam dirlo è proprio una città vera e propria di certe~ di certe dimensioni // mentre ferrara è più una cittadina;diciamo;// mh // allora sicuramente // una grande // diversità che noto tra le due città // è che forse è una mia impressione //; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
TOA1001;#2014866;doc#289;;70939;77315;TO026;TOA1001;;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;41-45;M;;intell;;;piemonte;phd;2;ricevimento studenti;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=70939&end=77315;integrarle comunque coneh osservazioni eh eh aggiornate // ah okay // più recenti // perché altrimenti diventa;diciamo;così un lavoro di tesi scritto negli anni novanta noe invece è scritto oggi no // se // no sto sì perchémh questi cod~; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
TOA1001;#2015110;doc#289;;155950;161483;TO026;TOA1001;;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;41-45;M;;intell;;;piemonte;phd;2;ricevimento studenti;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=155950&end=161483;spagnolo // mhmh // mhmh // però negli altri avevo trovato solo nell'' altro libro più // sì // più datato // e come mai;diciamo;le interessava fare questo confronto tra linguaggio giovanile in paesi diversi? // eh volevo fare una una specie di; ;;;;1;;;;;;;;;;1;;;1;;;;;;;;;;;;1;;
TOA1001;#2015500;doc#289;;314651;323753;TO026;TOA1001;;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;41-45;M;;intell;;;piemonte;phd;2;ricevimento studenti;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=314651&end=323753;spesso un tradizionalmente per tradizione eccetera quindi se non trova niente di nuovo può lasciare cenni storici;diciamo;eliminando le parti che veramente sono // eh sì adesso vedo // o se no posso trovare dei materiali di parte mia per; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
TOA1001;#2015626;doc#289;;349891;355516;TO026;TOA1001;;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;41-45;M;;intell;;;piemonte;phd;2;ricevimento studenti;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=349891&end=355516;del lavoro no? // sì // sì allora cerco // cerco qualcosa per integrarlo // mh qui una cosa formale sì // qui ho cercato di eh;diciamo;così rendere un pochino più caute alcune eh aff~ alcune affermazioni // eh non so nei paesi anglofoni l'' orientamento; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
TOA1001;#2016127;doc#289;;524894;528088;TO026;TOA1001;;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;41-45;M;;intell;;;piemonte;phd;2;ricevimento studenti;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=524894&end=528088;però ineh diciamo dietro le quinte si cercava di soffocarlo in qualche modo // sì // ma in che modo // eh eh // cioè intanto;diciamo;è un fatto così di gruppo no quindi // eh adesso non mi ricordo bene veniva forse forse il governo cercava di didimh di; ;;;;1;1;;;;;;;;;;;;;;;;;;;;;;1;;0;;
TOA1001;#2016427;doc#289;;631123;637412;TO026;TOA1001;;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;41-45;M;;intell;;;piemonte;phd;2;ricevimento studenti;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=631123&end=637412;no? // sì quello è il libro il libro proprio // no p~ perché il libro è una miscellanea no? quindi è è una curatela quindi;diciamo;sono contenuti più saggi all'' interno no? // sì // sì // poi ci sarà un saggio di banfi e sobrero all'' interno no? // ehm sì; ;;;;1;1;;;;;;;;;;;;;;;;;;;;;;1;;0;;
TOA1001;#2016897;doc#289;;787012;790191;TO026;TOA1001;;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;41-45;M;;intell;;;piemonte;phd;2;ricevimento studenti;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=787012&end=790191;di tedesco non ho capito // ehm no sono i due linguaggi ehm // mi pare fossero i due linguaggi giovanili // quello diffuso;diciamo;nella germania ovest e quello diffuso nella germania est? // sì // sì mi pare di sì // mh // sì erano i due linguaggi; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
TOA1001;#2017043;doc#289;;873900;878758;TO026;TOA1001;;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;41-45;M;;intell;;;piemonte;phd;2;ricevimento studenti;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=873900&end=878758;per il linguaggio giovanile italiano i soliti esempi degli anni ottanta eh paninaro quello che è // se si specifica;diciamo;il carattere che hanno quegli esempi // cioè come casi di linguaggio giovanile classico per gli anni ottanta va bene se; ;;;;1;;;;;;;;;;;;;;;;;1;;;;1;;;;0;;
TOA1001;#2017530;doc#289;;1040952;1047464;TO026;TOA1001;;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;41-45;M;;intell;;;piemonte;phd;2;ricevimento studenti;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=1040952&end=1047464;funziona non solo con l'' inversione delle sillabe ma anche con l'' inversione dei suoni quindi potrebbe essere mec chem;diciamo;no? // eh forse // però allora qui i~ inversione appunto di singoli suoni no? insomma a livello ehs~ segmentale no? //; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
