Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1: Regge qualcosa come una subordinata o un obliquo?;Test 2: Ha un soggetto?;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti;;
KPS001;#2502434;doc#356;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=128620&end=129371;128620;129371;KPS001;;01:28:55;;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;21-25;F;;stud;;;calabria;laurea in corso;4;pasto;farlo solo che // senti prendi questa carla // ma sì ma che cazzo dici // io (gua~ penso proprio) // un aperitivo è ila // ahm;va bene;// oh // ti sei bruciata mamma? // mi stavo bruciando // va bene // poi ve la mando // che la mettiamo su le donne nel castello;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
KPS001;#2502666;doc#356;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=175792&end=176186;175792;176186;KPS001;;01:28:55;;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;56-60;F;;intell;;;lazio;phd;4;pasto;// okay // poi ci sono questi // brava ma era~ erano i tuoi erano i tuoi ho sbagliato // ma io ce l''ho // x x x x x // scusate // ah;va bene;// questi qua // te li do // vai // ilaria aspe~ adesso che // così // così // ma questi si mangiano coi cracker o // prendi i;;;;;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;
KPS001;#2507716;doc#356;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=1522133&end=1522545;1522133;1522545;KPS001;;01:28:55;;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;56-60;F;;intell;;;lazio;phd;4;pasto;// io allora io i ricordo che c''era una che si chiamava sara neri // x x x // mh // non so se era lei che con cui era amica //;va bene;// eh non lo so perché // al lido // lei era amica di una // che in realtà ho scoperto che era la figlia // della professoressa;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
KPS001;#2511186;doc#356;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=2399661&end=2400196;2399661;2400196;KPS001;;01:28:55;;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;61-65;M;;tec;;;campania;dip_tec_prof;4;pasto;sta fiorella è bona? e cioè bo~ è x x com''è è carina? com''è // // ma che se x? // secodo me no // no è una bella donna // x x x x // ah;va bene;// no no no è una bella donna // x // non è brutta no no l''ho vista // non l''avete mai vista? // ho vista l''ho vista in fo~ // ah //;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
KPS001;#2516382;doc#356;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=3610265&end=3611241;3610265;3611241;KPS001;;01:28:55;;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;56-60;F;;intell;;;lazio;phd;4;pasto;si // mh // allora // a ricreazione c''avete? // allora // aspetta aspetta no io lo voglio lo voglio il piatto fondo io // ah;va bene;sta qui // volo nolo e malo infatti era // volo nolo e malo // volo è voglio e volo malo // x x x // volo nolo e malo sì sì // malo;;;;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
KPS001;#2516801;doc#356;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=3708677&end=3710442;3708677;3710442;KPS001;;01:28:55;;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;56-60;F;;intell;;;lazio;phd;4;pasto;sul ti gi cinque questa cosa perché c''era prorpio questa x tua mamma // no meno // è vera? // okay // x x x x // eh? // però che;va bene;non va bene che c''è? // dopo mi // troppo troppo // ah troppo? // b~ brodo vabbé dai la~ la~ lascia vai // eh eh dici che lo vuoi;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS001;#2516804;doc#356;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=3708677&end=3710442;3708677;3710442;KPS001;;01:28:55;;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;56-60;F;;intell;;;lazio;phd;4;pasto;cinque questa cosa perché c''era prorpio questa x tua mamma // no meno // è vera? // okay // x x x x // eh? // però che va bene non;va bene;che c''è? // dopo mi // troppo troppo // ah troppo? // b~ brodo vabbé dai la~ la~ lascia vai // eh eh dici che lo vuoi sempre il;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS001;#2519979;doc#356;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=4539627&end=4540218;4539627;4540218;KPS001;;01:28:55;;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;21-25;F;;stud;;;calabria;laurea in corso;4;pasto;eh eh // magari si capisce anche la ragione del perché // eh // elena bianchi // mamma mia // mamma io rimango la verdi // // e;va bene;// elena bianc~ // ma poi c''è v~ pure la e c''è pure la la altra che si è rovinata con tutta la droga e no x white e coso come si;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
KPS001;#2521577;doc#356;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=4814013&end=4814690;4814013;4814690;KPS001;;01:28:55;;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;61-65;M;;tec;;;campania;dip_tec_prof;4;pasto;// eh e ce le mangia~ e ce le mangiamo // e ce le mangiamo le altre le congeliamo però co~ da cotte è meglio che da crude // (va;va bene;// # va bo // d''acc~ vai vai sì sì // mi mangio il pandoro direttamente // sì pure io un pochetto di pandoro lo voglio // sì sì;;;;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
TOC1004;#2525742;doc#357;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=486968&end=487510;486968;487510;TOC1004;;01:08:11;;https://search.corpuskiparla.it/corpus/conversations/TOC1004.html;https://search.corpuskiparla.it/corpus/conversations/TOC1004_jefferson.html;21-25;F;;stud;;;sicilia;laurea in corso;3;esame;che si può sviluppare nell'' animale // sì // di infezioni // ehmhnon è che che sicuramente si possa prevenire coneh // no;va bene;// con l'' uso // di antibiotici // che cos'' è che è importante dal punto di vista della prevenzione dell'' ipogalassia;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;
TOC1004;#2526220;doc#357;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=642565&end=643660;642565;643660;TOC1004;;01:08:11;;https://search.corpuskiparla.it/corpus/conversations/TOC1004.html;https://search.corpuskiparla.it/corpus/conversations/TOC1004_jefferson.html;61-65;M;;intell;;;piemonte;phd;3;esame;fase infatti durante la suzione poi dopo diciamo lo descrivo si vede proprio gli animali diciamo che si raccolgono //;va bene;andiamo avanti // okay // ehmh quindi a questo punto avvengono i parti // eh i parti diciamo possono essere indotti l'';;;;;1;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;
TOC1004;#2531687;doc#357;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=2435526&end=2438356;2435526;2438356;TOC1004;;01:08:11;;https://search.corpuskiparla.it/corpus/conversations/TOC1004.html;https://search.corpuskiparla.it/corpus/conversations/TOC1004_jefferson.html;61-65;M;;intell;;;piemonte;phd;3;esame;// sulla // questo come consiglio quando mette delle cose // mh // no eh no no // se se le met~ cioè non le mettete che;va bene;lo stesso // quando ho cercato quando ho cercato il // il l'' articolo comunque avevo fatto la traduzione però non mi;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOC1004;#2535868;doc#357;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=3819517&end=3824832;3819517;3824832;TOC1004;;01:08:11;;https://search.corpuskiparla.it/corpus/conversations/TOC1004.html;https://search.corpuskiparla.it/corpus/conversations/TOC1004_jefferson.html;61-65;M;;intell;;;piemonte;phd;3;esame;// possono anche essere cinque e una settimana possono anche essere cinque facciamo un mese di tutto vuoto questo va;va bene;// possono anche essere // nelle femmine però non arriviamo a un periodo di tempo così lungo la femmina ci impiega // di;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOD2011;#2536847;doc#358;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2011&begin=44060&end=44860;44060;44860;BOD2011;;00:22:52;;https://search.corpuskiparla.it/corpus/conversations/BOD2011.html;https://search.corpuskiparla.it/corpus/conversations/BOD2011_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;le le stiamo trovando alla grande quest'' anno sopratutto sì sì eh // // sì? // eh // sì è un buon periodo è un buon periodo //;va bene;// a differenza di qualche mese fa però è un buon periodo // okay e quando hai iniziato a disegnare? // ho iniziato a;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
BOD2011;#2540681;doc#358;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2011&begin=1097181&end=1101300;1097181;1101300;BOD2011;;00:22:52;;https://search.corpuskiparla.it/corpus/conversations/BOD2011.html;https://search.corpuskiparla.it/corpus/conversations/BOD2011_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;poi la mia speranza èah // accumulare qualche soldino dalla fine di quest'' anno // dato che mi devo laureare // e se tutto;va bene;andare a fine anno inizio a fare il tatuator // e // // il tatuatore e // figo // quindi speriamo che dei soldini entrino poi;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOD2011;#2541664;doc#358;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2011&begin=1371565&end=1372180;1371565;1372180;BOD2011;;00:22:52;;https://search.corpuskiparla.it/corpus/conversations/BOD2011.html;https://search.corpuskiparla.it/corpus/conversations/BOD2011_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;tanto vero? // no // // ma non vedevo risultati quindi // // vabbè così dai // posto // ti lascio alle tue cose allora //;va bene;// grazie // grazie a te // bene // sì sulla carne secca // brava // eh // #vara // e insomma sai com''è fatta questa carne;;;;;1;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;
BOD1006;#2545976;doc#360;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1006&begin=74941&end=75806;74941;75806;BOD1006;;01:31:07;;https://search.corpuskiparla.it/corpus/conversations/BOD1006.html;https://search.corpuskiparla.it/corpus/conversations/BOD1006_jefferson.html;66-70;F;;intell;;;emilia-romagna;phd;1;lezione;non non parla mai // xxxx // // è sempre ovunque // che è dovunque in tutte le commedie di tutti gli autori del mondo // così;va bene;// allora eravamo rimasti alla // osservazione che in questo testo non c'' è un osser~ // una intenzione // blasfema da;;;;;1;;;;;;;;;;;1;1;;;;;1;;;;;;;;;;;;
BOD1006;#2551329;doc#360;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1006&begin=2555750&end=2556370;2555750;2556370;BOD1006;;01:31:07;;https://search.corpuskiparla.it/corpus/conversations/BOD1006.html;https://search.corpuskiparla.it/corpus/conversations/BOD1006_jefferson.html;66-70;F;;intell;;;emilia-romagna;phd;1;lezione;ventuno ma quella del venticinque // quando pirandello descrive l'' ingresso in scena voi sapete come si svol~ no eh? //;va bene;// eh una volta una volta un mio studente eh ha scritto in un tema // u~ u~ un un vostro ex collega // ha scritto in un tema;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
PBB013;#2569983;doc#362;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB013&begin=1674072&end=1677796;1674072;1677796;PBB013;;00:29:04;;https://search.corpuskiparla.it/corpus/conversations/PBB013.html;https://search.corpuskiparla.it/corpus/conversations/PBB013_jefferson.html;46-50;F;;oper;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;vogliono stare in dormitorio // ci sono mo~ // clochard che vogliono proprio vivere così // loro gli va bene così a loro;va bene;così // finchè non creano finchè non creano disagi // de gustibus // no no beh i clochard è difficile che // il il classico;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOD1011;#2583727;doc#364;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1011&begin=2433496&end=2437171;2433496;2437171;BOD1011;;01:26:29;;https://search.corpuskiparla.it/corpus/conversations/BOD1011.html;https://search.corpuskiparla.it/corpus/conversations/BOD1011_jefferson.html;51-55;F;;intell;;;emilia-romagna;phd;1;lezione;cioè in pratica la ragazza con cui lavoravo di solito non c'' era // allora c'' era una ragazza dell'' ufficio che mi ha detto;va bene;fai venire lei // arriviamo nel campo profughi // avete presente com'' è un campo profughi ci son delle baracche // e c'' è la;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
BOD1011;#2587615;doc#364;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1011&begin=3969811&end=3972663;3969811;3972663;BOD1011;;01:26:29;;https://search.corpuskiparla.it/corpus/conversations/BOD1011.html;https://search.corpuskiparla.it/corpus/conversations/BOD1011_jefferson.html;51-55;F;;intell;;;emilia-romagna;phd;1;lezione;scelta diversa da quella che probabilmente potremmo fare noi no? // nel senso lo vedi due tre volte e poi dici va bene o non;va bene;// però non non c'' è una non scelta totale // mentre invece // eh l'' ultima parte che riguarda il nostro lavoro // è proprio;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA019;#2591581;doc#365;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA019&begin=266614&end=268528;266614;268528;PBA019;;01:24:11;;https://search.corpuskiparla.it/corpus/conversations/PBA019.html;https://search.corpuskiparla.it/corpus/conversations/PBA019_jefferson.html;21-25;F;;stud;;;marche;laurea in corso;4;intervista semistrutturata;è non so // cassino cassino si chiama // cassino dove sta? // basso lazio provincia di frosinone sì // ah okay basso lazio;va bene;// ehm quindi nel senso vedete grosse differenze fra il posto dove venite e quello dove siete adesso? // avoglia // // eh;;;;;1;1;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
PBA019;#2594924;doc#365;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA019&begin=1389318&end=1391871;1389318;1391871;PBA019;;01:24:11;;https://search.corpuskiparla.it/corpus/conversations/PBA019.html;https://search.corpuskiparla.it/corpus/conversations/PBA019_jefferson.html;21-25;M;;uff;;;lazio;dip_tec_prof;4;intervista semistrutturata;del fidanzarsi accasarsi quindi // con la tua ragazza sai ti sposi fai figli da noi i figli a caso non si sa perché // e se ti;va bene;pure la vita // veramente a caso // te l''accolli // sì è in giro // // stai nel tuo fai cioè una vita super monotona secondo me;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA019;#2596828;doc#365;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA019&begin=2004866&end=2005999;2004866;2005999;PBA019;;01:24:11;;https://search.corpuskiparla.it/corpus/conversations/PBA019.html;https://search.corpuskiparla.it/corpus/conversations/PBA019_jefferson.html;21-25;F;;stud;;;marche;laurea in corso;4;intervista semistrutturata;// // mi dissocio completamente // eh vabbè è questo // esatto // forse anch~ forse ci perdiamo un po'' con le domande eh //;va bene;va bene // eh un po'' // eh // quindi nel senso questa tua passione col eh del cinema // eh che ne so ileh // il cinema che fanno;;;;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
PBA019;#2596830;doc#365;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA019&begin=2004866&end=2005999;2004866;2005999;PBA019;;01:24:11;;https://search.corpuskiparla.it/corpus/conversations/PBA019.html;https://search.corpuskiparla.it/corpus/conversations/PBA019_jefferson.html;21-25;F;;stud;;;marche;laurea in corso;4;intervista semistrutturata;dissocio completamente // eh vabbè è questo // esatto // forse anch~ forse ci perdiamo un po'' con le domande eh // va bene;va bene;// eh un po'' // eh // quindi nel senso questa tua passione col eh del cinema // eh che ne so ileh // il cinema che fanno;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;
PBA019;#2600018;doc#365;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA019&begin=2935043&end=2940927;2935043;2940927;PBA019;;01:24:11;;https://search.corpuskiparla.it/corpus/conversations/PBA019.html;https://search.corpuskiparla.it/corpus/conversations/PBA019_jefferson.html;21-25;M;;disocc;;;lazio;dip_tec_prof;4;intervista semistrutturata;parlandone con qualcuno parlandone con un fratello un genitore chi cazzo sia // un gruppo cioè l''amico l''amico già non;va bene;perché l''amico magari dice sì vabbè // ovunque sì // sì non se ne rende conto // però // allora io so che la ragazza di;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB018;#2604713;doc#366;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB018&begin=895255&end=895745;895255;895745;PBB018;;00:52:59;;https://search.corpuskiparla.it/corpus/conversations/PBB018.html;https://search.corpuskiparla.it/corpus/conversations/PBB018_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea;2;intervista semistrutturata;// piazza maggiore è uno dei punti // in cui // sì // io quando sono a bologna appena posso passo di lì // mh // ah // eh //;va bene;// e secondo te quali sono i posti più belli di bologna da far visitare a una persona che non c''è mai stata? // allora i posti;;;;;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;
PBB018;#2606242;doc#366;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB018&begin=1428620&end=1432340;1428620;1432340;PBB018;;00:52:59;;https://search.corpuskiparla.it/corpus/conversations/PBB018.html;https://search.corpuskiparla.it/corpus/conversations/PBB018_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea;2;intervista semistrutturata;// però questo è un po'' no~ è un è un''espressione un po'' nostalgica la mia // // oh bene // perchè ho già una certa età //;va bene;// capito? // quindi // così // e tu invece ti // vedresti a vivere a proprio a bologna in città? // no perché // // no // eh //;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
PBB018;#2606405;doc#366;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB018&begin=1490460&end=1490940;1490460;1490940;PBB018;;00:52:59;;https://search.corpuskiparla.it/corpus/conversations/PBB018.html;https://search.corpuskiparla.it/corpus/conversations/PBB018_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea;2;intervista semistrutturata;casa // tornare a casa tornare in un posto dove // dove ve~ dove sono in contatto con la natura // sotto ogni profilo ecco //;va bene;// eh // // e invece cosa // cosa pensi magari dei giovani che vengono a bologna per // studiare? // beh bolo~ eh i ragazzi;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
