Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1: Regge qualcosa come una subordinata o un obliquo?;Test 2: Ha un soggetto?;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti;;
PTD011;#2310169;doc#328;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD011&begin=107611&end=108208;107611;108208;PTD011;;00:27:23;;https://search.corpuskiparla.it/corpus/conversations/PTD011.html;https://search.corpuskiparla.it/corpus/conversations/PTD011_jefferson.html;36-40;F;;intell;;;piemonte;laurea;2;intervista semistrutturata;oppure del // del // dell''africa // o veramente dell''america // però è // tutto // secondo me // è un''integrazione che //;va bene;// cioè n~ nella zona in cui siamo ancora adesso // è ancora // vivibile // n~ non vedo // tutta questa criminalità // o //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTD011;#2315174;doc#328;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD011&begin=1620999&end=1621506;1620999;1621506;PTD011;;00:27:23;;https://search.corpuskiparla.it/corpus/conversations/PTD011.html;https://search.corpuskiparla.it/corpus/conversations/PTD011_jefferson.html;36-40;F;;intell;;;piemonte;laurea;2;intervista semistrutturata;nome mio e della // figurati // professoressa che // ah // con con cui // collaboro la professoressa rossi // e // niente //;va bene;// ti ringrazio // figurati // buonasera a tutti // cominciamo con la nostra settima lezione del corso di teoria e;;;;;1;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;
PTB021;#2331412;doc#331;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB021&begin=7081&end=8234;7081;8234;PTB021;;00:39:25;;https://search.corpuskiparla.it/corpus/conversations/PTB021.html;https://search.corpuskiparla.it/corpus/conversations/PTB021_jefferson.html;76-80;F;;pens;;;friuli-venezia-giulia;dip_tec_prof;2;intervista semistrutturata;grazie // a a te // quindi // // no io con i nipoti ci sono abituata me lo hanno anche già rotto una parte quindi // no no io //;va bene;così dai // né mia madre né mia nonna i tavoli di vetro non si toccavano // e beh rimangono rigati come niente eh però questo;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTB021;#2331512;doc#331;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB021&begin=35193&end=37366;35193;37366;PTB021;;00:39:25;;https://search.corpuskiparla.it/corpus/conversations/PTB021.html;https://search.corpuskiparla.it/corpus/conversations/PTB021_jefferson.html;21-25;F;;stud;;;sicilia;laurea in corso;2;intervista semistrutturata;dopodiché non si poteva toccare // eh // ma io odio i centrini xxxxx tutto // // era era giusto per mettere il segno sì // //;va bene;allora lei in che quartiere vive? // barriera milano ovviamente // okay // è nata e cresciuta in questo quartiere? // non;;;;;1;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;
KPN023;#2340074;doc#332;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN023&begin=454860&end=456450;454860;456450;KPN023;;00:38:55;;https://search.corpuskiparla.it/corpus/conversations/KPN023.html;https://search.corpuskiparla.it/corpus/conversations/KPN023_jefferson.html;21-25;F;;stud;;;veneto;laurea in corso;4;pasto;parcheggi // includi anche noi nel tuo proggetto nudi // io so già perchè me l''ha raccontato prima // ci mettiamo lì //;va bene;vi faccio lo xxx // ok // dai descrivi il tuo progetto in dieci parole // no devo far~ // // così non ti scocci troppo //;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
KPN023;#2341839;doc#332;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN023&begin=931990&end=933100;931990;933100;KPN023;;00:38:55;;https://search.corpuskiparla.it/corpus/conversations/KPN023.html;https://search.corpuskiparla.it/corpus/conversations/KPN023_jefferson.html;21-25;F;;stud;;;veneto;laurea in corso;4;pasto;// postino tu no portare soldi da pagare no portare multe postino no portare multe no portare // // è il mio lavoro // okay;va bene;// oh proprio quel momento in cui c''eri // okay cioè // postino per favore // postino // // ah ma tu gli porti anche le multe a;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
KPN017;#2348890;doc#333;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN017&begin=575825&end=580689;575825;580689;KPN017;;00:33:52;;https://search.corpuskiparla.it/corpus/conversations/KPN017.html;https://search.corpuskiparla.it/corpus/conversations/KPN017_jefferson.html;56-60;F;;non-qualif;;;emilia-romagna;dip_tec_prof;2;pasto;quelli // allora ehm lo tagliamo a metà e poi lo scaldiamo qua dentro // così lo scaldiamo // vabbè non so se quello lì dopo;va bene;xxx dopo lo passerò qua dentro per sicurezza // non so quei quei decori lì se // non so // possono andare // è che xxxxxx non;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN017;#2349558;doc#333;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN017&begin=990579&end=991434;990579;991434;KPN017;;00:33:52;;https://search.corpuskiparla.it/corpus/conversations/KPN017.html;https://search.corpuskiparla.it/corpus/conversations/KPN017_jefferson.html;56-60;F;;non-qualif;;;emilia-romagna;dip_tec_prof;2;pasto;okey // // mh forse è il papà // // pronto papi? // ciao // o sei già partito da un po'' alora? // no sei appena partito // mh //;va bene;// no non ho chiamato stamattina perché sono stata a pagar l''assicurazione ho dovuto fare dei giri e mi è venuto tardi //;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
KPN017;#2349603;doc#333;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN017&begin=1010711&end=1013773;1010711;1013773;KPN017;;00:33:52;;https://search.corpuskiparla.it/corpus/conversations/KPN017.html;https://search.corpuskiparla.it/corpus/conversations/KPN017_jefferson.html;56-60;F;;non-qualif;;;emilia-romagna;dip_tec_prof;2;pasto;mi è venuto tardi // ma secondo me lunedì mattina sono chiusi il lo show room // perché ridi? provo oggi pomeriggio // // v~;va bene;okay ci vediam dopo // okay ciao beppe ciao ciao // chi devi chiamare?? // carboni // ah // dovete prendere l''altro;;;;;1;1;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;
KPN017;#2350834;doc#333;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN017&begin=1542786&end=1544212;1542786;1544212;KPN017;;00:33:52;;https://search.corpuskiparla.it/corpus/conversations/KPN017.html;https://search.corpuskiparla.it/corpus/conversations/KPN017_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;pasto;elettroniche // e era un pacchettino che comprendeva tutta una serie di cose che insomma mh la cifra era veramente //;va bene;fatto bene // a stefano sta // arrivando il momento di cambiare macchina // ah // eh beh adesso che va poi a reggio tutti i;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
TOA1004;#2354371;doc#334;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1004&begin=646069&end=646793;646069;646793;TOA1004;;00:37:16;;https://search.corpuskiparla.it/corpus/conversations/TOA1004.html;https://search.corpuskiparla.it/corpus/conversations/TOA1004_jefferson.html;41-45;M;;intell;;;piemonte;phd;3;ricevimento studenti;// eh iscriversi quei sei mesi all'' università di lisbona // senza // passare per l'' erasmus // non avrebbe la borsa //;va bene;// certo // e poi torna qua e si fa riconsocere gli esami // ma se invece c'' è tutto un riconoscimento legittimo e il;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
TOA1004;#2356228;doc#334;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1004&begin=1365433&end=1365924;1365433;1365924;TOA1004;;00:37:16;;https://search.corpuskiparla.it/corpus/conversations/TOA1004.html;https://search.corpuskiparla.it/corpus/conversations/TOA1004_jefferson.html;41-45;M;;intell;;;piemonte;phd;3;ricevimento studenti;il razzismo biologico era totalmente // mh stato abbandonato // nessuno // osava // dichiararsi razzista //;va bene?;// appunto e quindi si utilizzava un linguaggio culturalista no? // anche differenzialista l'' importante è stare;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
TOA1004;#2357931;doc#334;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1004&begin=2117148&end=2117710;2117148;2117710;TOA1004;;00:37:16;;https://search.corpuskiparla.it/corpus/conversations/TOA1004.html;https://search.corpuskiparla.it/corpus/conversations/TOA1004_jefferson.html;41-45;M;;intell;;;piemonte;phd;3;ricevimento studenti;in ogni caso x // allora mi ricorda il suo // eh neri chiara // certo // e h l''eh l'' email maria eh neri sì // neri? // add //;va bene?;// esatto okay perfetto // allora metto articolo stolcke // xxxxxxx innanzi tutto // voilà // xx // va bene // adesso in;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
TOA1004;#2357966;doc#334;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1004&begin=2168366&end=2169075;2168366;2169075;TOA1004;;00:37:16;;https://search.corpuskiparla.it/corpus/conversations/TOA1004.html;https://search.corpuskiparla.it/corpus/conversations/TOA1004_jefferson.html;41-45;M;;intell;;;piemonte;phd;3;ricevimento studenti;innanzi tutto // voilà // xx // va bene // adesso in teoria dovrebbe essere a posto dovrebbe essere stato inviato //;va bene?;// perfetto // bene inizi a ri~ a riflettere s~ su s~ sì // mh la ringrazio almeno mi son fatta adesso // bene // un'' idea da;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
TOA1004;#2358162;doc#334;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1004&begin=2224853&end=2225990;2224853;2225990;TOA1004;;00:37:16;;https://search.corpuskiparla.it/corpus/conversations/TOA1004.html;https://search.corpuskiparla.it/corpus/conversations/TOA1004_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;ricevimento studenti;e // mh io cerco appunto un po'' // sì // un po'' xxxx certo certo e poi c~ ci aggiorniamo // un po'' di testi e // e e ragioniamo //;va bene;perfetto // va bene? non sparisca xxx viene // la ringrazio // e ci organizziamo anche per la ricerca // mi chiama il suo;;;;;1;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;
TOA1004;#2358166;doc#334;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1004&begin=2224930&end=2226827;2224930;2226827;TOA1004;;00:37:16;;https://search.corpuskiparla.it/corpus/conversations/TOA1004.html;https://search.corpuskiparla.it/corpus/conversations/TOA1004_jefferson.html;41-45;M;;intell;;;piemonte;phd;3;ricevimento studenti;un po'' // sì // un po'' xxxx certo certo e poi c~ ci aggiorniamo // un po'' di testi e // e e ragioniamo // va bene perfetto //;va bene?;non sparisca xxx viene // la ringrazio // e ci organizziamo anche per la ricerca // mi chiama il suo compagno che sta;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB016;#2360548;doc#335;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB016&begin=997280&end=997976;997280;997976;PBB016;;00:30:36;;https://search.corpuskiparla.it/corpus/conversations/PBB016.html;https://search.corpuskiparla.it/corpus/conversations/PBB016_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;comunque nonostante // sì ma son~ ho detto non mh // per me non mh le scritte sui muri neanche sono un problema // okay //;va bene;// allora // e io mi muoverei dall''argomento // monumenti // mhmh // eccetera ti farei qualche domanda sulla sul tempo;;;;;1;1;;;1;;;;;;;1;1;;;;;;;;;;;;;;;;;
PBB032;#2371270;doc#338;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB032&begin=405527&end=408804;405527;408804;PBB032;;00:47:12;;https://search.corpuskiparla.it/corpus/conversations/PBB032.html;https://search.corpuskiparla.it/corpus/conversations/PBB032_jefferson.html;46-50;F;;uff;;;calabria;laurea;3;intervista semistrutturata;ritrovo per i ragazzi // mh // noi bene o male // ormai // // stiamo bene in pantofola sul divano // // no però per il resto //;va bene;ma a bologna no non ci saremmo mai trasferiti // okay // no a bologna no // okay okay okay okay ho capito // eh s~ medicina;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTD015;#2380420;doc#339;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD015&begin=209082&end=211917;209082;211917;PTD015;;00:48:55;;https://search.corpuskiparla.it/corpus/conversations/PTD015.html;https://search.corpuskiparla.it/corpus/conversations/PTD015_jefferson.html;26-30;F;;intell;;;lombardia;phd;4;intervista semistrutturata;foto // le foto // tu non puoi dire l''altra // no // per cui mi prendi in giro // qui taglio // vabbé poi censuriamo tutto dopo;va bene;// c''é la censura // // okay // e par~ e peró capite altri dialetti? cioé avendo appunto parenti che vengono da altre;;;;;1;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;
PTD015;#2380890;doc#339;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD015&begin=356000&end=358606;356000;358606;PTD015;;00:48:55;;https://search.corpuskiparla.it/corpus/conversations/PTD015.html;https://search.corpuskiparla.it/corpus/conversations/PTD015_jefferson.html;26-30;F;;intell;;;lombardia;phd;4;intervista semistrutturata;tra di loro se non parlavano italiano // certo // serviva un punto di contatto altrimenti // esatto // sì // chiaro //;va bene;e in che zona di torino hai vissuto tu? // allora io vivo in lungo po antonelli // okay // e hai sempre vissuto lì o hai;;;;;1;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;
PTD015;#2385402;doc#339;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD015&begin=1727207&end=1731407;1727207;1731407;PTD015;;00:48:55;;https://search.corpuskiparla.it/corpus/conversations/PTD015.html;https://search.corpuskiparla.it/corpus/conversations/PTD015_jefferson.html;36-40;F;;intell;;;piemonte;dip_lic;4;intervista semistrutturata;giro // // peró io sono arrivata con la macchina a falchera in pia~ mi hanno detto franci aspettami in piazza io arrivo //;va bene;sono arrivata a quella pia~ in piazza sono scesa dalla macchina mi guardavo intorno così // // che paura infatti loro;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
PTD015;#2387304;doc#339;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD015&begin=2294400&end=2296193;2294400;2296193;PTD015;;00:48:55;;https://search.corpuskiparla.it/corpus/conversations/PTD015.html;https://search.corpuskiparla.it/corpus/conversations/PTD015_jefferson.html;26-30;F;;intell;;;lombardia;phd;4;intervista semistrutturata;// perché é uno dei grandi classici cioé oltre a san salvario e barriera e aurora // mh // il cambiamento di questa zona? //;va bene;e in generale la città? // vi sembra che negli ultimi anni sia cambiata o sia rimasta tutto sommato statica? // é;;;;;1;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;
PTD015;#2389501;doc#339;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD015&begin=2932110&end=2932807;2932110;2932807;PTD015;;00:48:55;;https://search.corpuskiparla.it/corpus/conversations/PTD015.html;https://search.corpuskiparla.it/corpus/conversations/PTD015_jefferson.html;26-30;F;;intell;;;lombardia;phd;4;intervista semistrutturata;// sì // beh é molto bella come zona // é bellissimo il sermig // sei stata mai? // no // eh // andiamo // // vai // andiamo //;va bene;// vi vi ringrazio stoppo qui // gra~ // eh iniziamo l''intervista // eh come sei arrivato in italia e poi a torino // sono;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
PTB001;#2398173;doc#341;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB001&begin=55750&end=56100;55750;56100;PTB001;;01:17:52;;https://search.corpuskiparla.it/corpus/conversations/PTB001.html;https://search.corpuskiparla.it/corpus/conversations/PTB001_jefferson.html;61-65;M;;pens;;;puglia;elem;3;intervista semistrutturata;// sì // e poi sotto la firma // per concertare le due cose // come preferisce // xxxx // tanto c''è il consenso ai dati eh //;va bene;// queste due? // okay grazie mille // e grazie mille // // stacchiamo il telefono // allora // gianni // ciao // scusa;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
PTB001;#2398273;doc#341;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB001&begin=96535&end=99155;96535;99155;PTB001;;01:17:52;;https://search.corpuskiparla.it/corpus/conversations/PTB001.html;https://search.corpuskiparla.it/corpus/conversations/PTB001_jefferson.html;76-80;M;;pens;;;veneto;elem;3;intervista semistrutturata;ti vengo a vedere anche io? // cos''è un locale? // no è gianni // sì lo so l''ho capito // no è una cosa poi ti dico ma non era non;va bene;per te // ah okay // // no no // sei un miserabile xx xx // sì appunto // eh // devi avere almeno cinquecento mila euro xx sì //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTB001;#2404533;doc#341;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB001&begin=1738756&end=1740336;1738756;1740336;PTB001;;01:17:52;;https://search.corpuskiparla.it/corpus/conversations/PTB001.html;https://search.corpuskiparla.it/corpus/conversations/PTB001_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;3;intervista semistrutturata;oppure puoi prendere la toma di lanzo // un po'' più stagionata e anche quella un po'' più gustosa // parlando di tome eh? //;va bene;me me lo ricorderò // però raschera e brà non non stagionate sono fantastiche // ah okay // sì ma poi // poi lui cos''era? //;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
PTB001;#2414495;doc#341;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB001&begin=4333863&end=4334350;4333863;4334350;PTB001;;01:17:52;;https://search.corpuskiparla.it/corpus/conversations/PTB001.html;https://search.corpuskiparla.it/corpus/conversations/PTB001_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;3;intervista semistrutturata;// ma non per bravura le sor~ le sarà venuto le sarà quello // arrivavamo da un momento buio come vuoi // però le è esplosa //;va bene;// eh // niente io vi ringrazio cioè sie~ siete stati gentilisssimi x // niente // tu cosa stai studiando? // però // eh //;;;;;1;1;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;
PTB001;#2415606;doc#341;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB001&begin=4655231&end=4657521;4655231;4657521;PTB001;;01:17:52;;https://search.corpuskiparla.it/corpus/conversations/PTB001.html;https://search.corpuskiparla.it/corpus/conversations/PTB001_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;3;intervista semistrutturata;faccio al mattino // i miei lavoretti fuori faccio il giardinaggio pulisco xx xx è tutta lì la mia vita // però a me piace //;va bene;così per lei l''importante è stare s~ // sì beh mah // s~ in pace con sé stessi no? x x l''importante è que~ // sì sì sì ma xx //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB015;#2448905;doc#347;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB015&begin=461315&end=463592;461315;463592;PBB015;;00:22:45;;https://search.corpuskiparla.it/corpus/conversations/PBB015.html;https://search.corpuskiparla.it/corpus/conversations/PBB015_jefferson.html;41-45;M;;oper;;;campania;dip_tec_prof;3;intervista semistrutturata;un lavoro quindi io vengo a lavorare faccio il mio dovere e taccio eh me ne torno a casa eh // // poi basta finisce là per me;va bene;è un lavoro // sì sì sì e pro e i contro di questo lavoro // beh pro a me verrebbe da dire conoscete le ci~ le le strade della;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB015;#2449184;doc#347;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB015&begin=537443&end=539127;537443;539127;PBB015;;00:22:45;;https://search.corpuskiparla.it/corpus/conversations/PBB015.html;https://search.corpuskiparla.it/corpus/conversations/PBB015_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;intervista semistrutturata;a guidare l''autobus c''è una persona // scusate // oh // guarda stiamo facen~ stiamo facendo un''intervista // // no no ma;va bene;// posso // scusa ma è troppo che non lo vedo // // nessun probelma // // no veramente se no scusami // // nessun problema //;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;
BOA3016;#2452256;doc#348;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3016&begin=9060&end=11390;9060;11390;BOA3016;;00:14:38;;https://search.corpuskiparla.it/corpus/conversations/BOA3016.html;https://search.corpuskiparla.it/corpus/conversations/BOA3016_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;conversazione libera;questo teniamolo fermo così non devo // va bene ah darà fastidio se se intanto mangio fette biscottate // no no no;va bene;no no va bene // mastico // basta cioè nel senso se riesci eh a non parlare con la bocca strapiena dopo mi viene più facile;;;;;1;1;;;1;;;;;;1;;;;;;;;;;;;;1;;;;;;
BOA3016;#2452260;doc#348;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3016&begin=9060&end=11390;9060;11390;BOA3016;;00:14:38;;https://search.corpuskiparla.it/corpus/conversations/BOA3016.html;https://search.corpuskiparla.it/corpus/conversations/BOA3016_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;conversazione libera;teniamolo fermo così non devo // va bene ah darà fastidio se se intanto mangio fette biscottate // no no no va bene no no;va bene;// mastico // basta cioè nel senso se riesci eh a non parlare con la bocca strapiena dopo mi viene più facile però insomma;;;;;1;1;;;1;;;;;;1;;;;;;;;;;;;;1;;;;;;
BOA3016;#2455146;doc#348;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3016&begin=742615&end=743198;742615;743198;BOA3016;;00:14:38;;https://search.corpuskiparla.it/corpus/conversations/BOA3016.html;https://search.corpuskiparla.it/corpus/conversations/BOA3016_jefferson.html;21-25;F;;stud;;;lombardia;laurea in corso;2;conversazione libera;adesso non si metta qui a parlare con noi // in maniera prolungata ma eh do~ penso che dovrei tagliare quella parte // no;va bene;// lo segnerò in una striscia apposta dove dico // voce sconosciuta che dice hey // // // e mi fa ridere che ci sarà anche;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;
BOA3016;#2455624;doc#348;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3016&begin=869496&end=869976;869496;869976;BOA3016;;00:14:38;;https://search.corpuskiparla.it/corpus/conversations/BOA3016.html;https://search.corpuskiparla.it/corpus/conversations/BOA3016_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;conversazione libera;in realtà mi sta facendo un favore tipo // // perfetto // yo soy yo soy felicia // // mh mh // quindi // quindi // sì //;va bene;// dai allora mi sa che interrompo qui la registrazione così ci mettiamo a parlare in inglese col nostro mitico // esatto;;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
KPN007;#2456417;doc#349;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN007&begin=239770&end=241150;239770;241150;KPN007;;00:55:06;;https://search.corpuskiparla.it/corpus/conversations/KPN007.html;https://search.corpuskiparla.it/corpus/conversations/KPN007_jefferson.html;51-55;F;;uff;;;emilia-romagna;dip_tec_prof;4;pasto;// è che è ape~ // scadeva ieri quindi non te la diamo a te // per una crescentina per piacere // te la do qui? // sì sì grazie;va bene;// grazie ila // la fai xx quella da pizza // e la friggi // mh // un pezzo di plastica // dove? // nella // nella ricotta? //;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
KPN007;#2463092;doc#349;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN007&begin=2276131&end=2276641;2276131;2276641;KPN007;;00:55:06;;https://search.corpuskiparla.it/corpus/conversations/KPN007.html;https://search.corpuskiparla.it/corpus/conversations/KPN007_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;4;pasto;settanta euro // uffa io // voglio l''altro // dimmi una cosa i bicchierini // ehm cerchiamo il macallan grazie ilaria //;va bene?;// macallan // guarda il macallan invecchiato diciotto anni mi sembra che abbia detto // allora // questi mamma sono;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA006;#2484229;doc#352;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA006&begin=2803219&end=2806409;2803219;2806409;PBA006;;00:46:48;;https://search.corpuskiparla.it/corpus/conversations/PBA006.html;https://search.corpuskiparla.it/corpus/conversations/PBA006_jefferson.html;21-25;F;;stud;;;trentino-alto-adige;laurea;2;intervista semistrutturata;come a boh cazzo ne so a perugia piuttosto che a modena siamo // a una di~ di un''indifferenza standard qua è molto meno //;va bene;dai grazie mille di tutto e // basta? // sì // mh okay // prego // salve io sono una tesista con lei // mh mh // per marzo;;;;;1;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;
BOA1005;#2485489;doc#353;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1005&begin=503486&end=504175;503486;504175;BOA1005;;00:09:26;;https://search.corpuskiparla.it/corpus/conversations/BOA1005.html;https://search.corpuskiparla.it/corpus/conversations/BOA1005_jefferson.html;56-60;F;;intell;;;basilicata;phd;2;ricevimento studenti;anche di di testi da analizzare ne ho di vario tipo sia di post levels lì sono divisi in primo secondo e terzo stage //;va bene;// ottimo // vuol dire che poi articola il campione in base al livello // e quindi ho sia vado dall'' a uno al bi uno al bi due ci;;;;;1;1;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;
KPS001;#2502091;doc#356;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=48800&end=50140;48800;50140;KPS001;;01:28:55;;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;21-25;F;;stud;;;calabria;laurea in corso;4;pasto;// allora // auguri // allora // dai // sì // intanto apro la fotocamera // facciamo un giro così // no il mio telefono;va bene;però // è lento ci mette tre quarti d''ora ad aprire la fotocamera però per il resto // va bene // scusa ca // facciamo una;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS001;#2502111;doc#356;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=53290&end=53790;53290;53790;KPS001;;01:28:55;;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;21-25;F;;stud;;;calabria;laurea in corso;4;pasto;giro così // no il mio telefono va bene però // è lento ci mette tre quarti d''ora ad aprire la fotocamera però per il resto //;va bene;// scusa ca // facciamo una foto eh // mamma pure tu che succede // sì sì // # eh ubriacuna // poco poco poco eh // quando non ci;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS001;#2502170;doc#356;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=65660&end=66290;65660;66290;KPS001;;01:28:55;;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;21-25;F;;stud;;;calabria;laurea in corso;4;pasto;siamo noi // okay // mamma fa l''astemia perchè xxxx // # cioè lo lo lo rimetto al fresco così si mantiene fresco va bene // sì;va bene;// va bene // ah // okay // ah mi prendo da bere e faccio un giro // # come l''acconci xxx // sìsì // ci alziamo? // no // no no;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
