Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;"Omissione: omettendo ""sai"" cambia il senso della predicazione";"Sintassi: ""sai"" regge una subordinata secondaria (es. sai che…)";"Prosodia: ""sai"" non costituisce un'unità prosodica indipendente";SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti;Macrofunzioni;Microfunzioni
TOA3003;#1844038;doc#246;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3003&begin=1214986&end=1220597;1214986;1220597;TO037;TOA3003;00:26:41;libero;https://search.corpuskiparla.it/corpus/conversations/TOA3003.html;https://search.corpuskiparla.it/corpus/conversations/TOA3003_jefferson.html;21-25;F;TO;stud;no;simmetrico;piemonte;laurea in corso;3;conversazione libera;po'' guercio // // un po'' guercio ma carino // e poi le aveva preso tutto l'' excursus su di come sono belli gli uomini con le xx;sai;gli abiti grigi // // orrendo // xx coi problemi oh // e però lui c'' aveva questo // intanto che mi parlava faceva così // sì;;;;;1;;;;;;;;1;;;;;;;;;;1;;;;;;;1;;;Interazionale & Metatestuale;Marcatura della conoscenza condivisa & General extenders e marche di generalizzazione
PBC025;#1848252;doc#248;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC025&begin=697000&end=701699;697000;701699;BOI112;PBC025;00:52:18;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC025.html;https://search.corpuskiparla.it/corpus/conversations/PBC025_jefferson.html;61-65;F;BO;pens;sì;asimmetrico;emilia-romagna;laurea;3;intervista semistrutturata;bolognese // // ehm secondo te sono tenuti bene i portici o ci sono zone che avrebbero bisogno di un po'' di manutenzione //;sai;eh di manutenzione ce n''è sempre bisogno secondo me // anche perché di anni ne hanno // mhmh // i costi per mantenere tutto;;;;;1;;1;;;;;;1;;;1;;;;;;;;;;;;;;1;;;Interazionale & Metatestuale;Presa di turno & Marcatura della conoscenza condivisa & Gestione del topic: introduzione o ripresa di topic
PBC025;#1848565;doc#248;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC025&begin=805594&end=806098;805594;806098;BOI112;PBC025;00:52:18;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC025.html;https://search.corpuskiparla.it/corpus/conversations/PBC025_jefferson.html;61-65;F;BO;pens;sì;asimmetrico;emilia-romagna;laurea;3;intervista semistrutturata;han tutte restaurate // eh due o tre anni fa han finito i lavori // e quelle sono riuscite a recuperarle buona parte // poi;sai;// beh certo // è tantissima la roba // eh infatti // che c''è a bologna posso immaginare a roma firenze venezia poi venezia;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;Interazionale;Cessione del turno
PBC025;#1852424;doc#248;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC025&begin=1928294&end=1932421;1928294;1932421;BOI112;PBC025;00:52:18;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC025.html;https://search.corpuskiparla.it/corpus/conversations/PBC025_jefferson.html;61-65;F;BO;pens;sì;asimmetrico;emilia-romagna;laurea;3;intervista semistrutturata;// e a me viene in mente vabbé tipo il venticinque aprile anche solo // anche il cinema // ah beh il venticinque ma;sai;qua poi la resistenza è stata forte eh // eh infatti // eh è importante // perché con la linea gotica // mh // mio babbo che;;;;;1;1;;1;;;;;1;;;;;;;;;;;;;;;;;1;;;Interazionale;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
PBC025;#1854717;doc#248;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC025&begin=2679001&end=2679993;2679001;2679993;BOI112;PBC025;00:52:18;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC025.html;https://search.corpuskiparla.it/corpus/conversations/PBC025_jefferson.html;61-65;F;BO;pens;sì;asimmetrico;emilia-romagna;laurea;3;intervista semistrutturata;enne erre erre // e sarà tutto di riqualificazione anche i giardini del guasto beneficerà tutta la zona eccetera // poi;sai;io non lo so // sì // no effettivamente il parco del guasto era sempre un po'' // eh // però anche queste cose qua che io;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;Cognitiva;Modulazione del grado di confidenza del parlante
PBC025;#1855940;doc#248;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC025&begin=3027897&end=3030997;3027897;3030997;BOI112;PBC025;00:52:18;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC025.html;https://search.corpuskiparla.it/corpus/conversations/PBC025_jefferson.html;61-65;F;BO;pens;sì;asimmetrico;emilia-romagna;laurea;3;intervista semistrutturata;a me fa paura // poi dicono che adesso tornerà il freddo // cioè // però // che di solito è così magari // si è spostato avan~;sai;l''anno scorso se vi ricordate // fino a fine giugno è stato brutto // ha fatto freddissimo x be poi c''è stata l''alluvione;;;;;1;;;;;;;;1;;;;;;1;;;;;;;;;;;1;;;Interazionale & Metatestuale;Marcatura della conoscenza condivisa & Riformulazione
KPN011;#1875025;doc#251;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN011&begin=2375673&end=2376558;2375673;2376558;PKP123;KPN011;00:42:06;libero;https://search.corpuskiparla.it/corpus/conversations/KPN011.html;https://search.corpuskiparla.it/corpus/conversations/KPN011_jefferson.html;61-65;F;RN;disocc;no;simmetrico;estero;dip_tec_prof;4;pasto;vieni // sì vabbè è buonissima // forse il pomodoro è un po'' troppo pomodoro? // questa è buonissima // davvero? // lo;sai;cos''è marco? // io di te mi fido tu sei schietta eh // mh // a me piace la pizza croccante cos'' // mh // mh // non mi ricordo te;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN011;#1875164;doc#251;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN011&begin=2411521&end=2412062;2411521;2412062;PKP121;KPN011;00:42:06;libero;https://search.corpuskiparla.it/corpus/conversations/KPN011.html;https://search.corpuskiparla.it/corpus/conversations/KPN011_jefferson.html;31-35;M;RN;stud;no;simmetrico;emilia-romagna;laurea in corso;4;pasto;quell''altra io son già pieno // voglio mangiare la t~ torta // tu non hai mangiato un cavolo // xx ha mangiato? // eh? //;sai;cosa? // forse metto un po'' di tonno x // lui fragola ha mangiato // ma sì // prendo una scatola di tonno? // sì // qui? // sai;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN011;#1875193;doc#251;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN011&begin=2422243&end=2423396;2422243;2423396;PKP121;KPN011;00:42:06;libero;https://search.corpuskiparla.it/corpus/conversations/KPN011.html;https://search.corpuskiparla.it/corpus/conversations/KPN011_jefferson.html;31-35;M;RN;stud;no;simmetrico;emilia-romagna;laurea in corso;4;pasto;sai cosa? // forse metto un po'' di tonno x // lui fragola ha mangiato // ma sì // prendo una scatola di tonno? // sì // qui? //;sai;cosa questo anche là // però guarda com''è venuta // però se tu fai l~ hai la pietra refrattaria non diventa bianca capito?;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN011;#1875224;doc#251;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN011&begin=2431990&end=2434243;2431990;2434243;PKP121;KPN011;00:42:06;libero;https://search.corpuskiparla.it/corpus/conversations/KPN011.html;https://search.corpuskiparla.it/corpus/conversations/KPN011_jefferson.html;31-35;M;RN;stud;no;simmetrico;emilia-romagna;laurea in corso;4;pasto;com''è venuta // però se tu fai l~ hai la pietra refrattaria non diventa bianca capito? // ah famosa per la refrattaria //;sai;cosa faccio mi metti quella quella quella // eh cosa per riscaldare la piastra? // anche questo è speciale eh // ti piace;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN005;#1875423;doc#252;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN005&begin=10740&end=13605;10740;13605;PKP018;KPN005;00:41:40;libero;https://search.corpuskiparla.it/corpus/conversations/KPN005.html;https://search.corpuskiparla.it/corpus/conversations/KPN005_jefferson.html;51-55;F;BO;tec;no;simmetrico;emilia-romagna;dip_tec_prof;4;pasto;un pochettino qua dentro // ok // tanto sono // rimangono scongelati // sì sì // ne vuoi anche fuori? // secondo me sì dai //;sai;cosa perché qui c''era un''altra candela che si è sciolta // e adesso ques~ // grazie mille // ok // qua c''è l''hummus // ah ci;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN005;#1875475;doc#252;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN005&begin=25492&end=26990;25492;26990;PKP018;KPN005;00:41:40;libero;https://search.corpuskiparla.it/corpus/conversations/KPN005.html;https://search.corpuskiparla.it/corpus/conversations/KPN005_jefferson.html;51-55;F;BO;tec;no;simmetrico;emilia-romagna;dip_tec_prof;4;pasto;l''hummus // ah ci penso io // se hai già preso // sì sì // tanto sono nostre // ok // mamma vuoi delle melanzane? // e sì dopo;sai;// no // beh te le metto ora // questo lo posso prendere con lo // sì sì // ah io l''ho preso con il coltello // sì // ah // potevo;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;Interazionale;Cessione del turno
KPN005;#1876627;doc#252;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN005&begin=454175&end=455755;454175;455755;PKP018;KPN005;00:41:40;libero;https://search.corpuskiparla.it/corpus/conversations/KPN005.html;https://search.corpuskiparla.it/corpus/conversations/KPN005_jefferson.html;51-55;F;BO;tec;no;simmetrico;emilia-romagna;dip_tec_prof;4;pasto;rotta // arrivo eh chiudo eh // mhmh // arriva // signorino // hai fatto? // no ma non era mia mamma // vieni // è freschino;sai;tesoro // non è che possiamo stare lì da // buono l''hummus // io adoro l''hummus // ma sti hamburger non capisco di cosa;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;Interazionale;Richiesta di accordo/conferma
KPN005;#1877413;doc#252;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN005&begin=665716&end=668566;665716;668566;PKP018;KPN005;00:41:40;libero;https://search.corpuskiparla.it/corpus/conversations/KPN005.html;https://search.corpuskiparla.it/corpus/conversations/KPN005_jefferson.html;51-55;F;BO;tec;no;simmetrico;emilia-romagna;dip_tec_prof;4;pasto;che loro stavano salendo in macchina e andando via dico scusa scusa // ah noi abbiamo la macchina piccola passiamo;sai;// oddio // io mi son messa a ridere // se tu hai una persona che ti risponde con tono arrogante // scusa eh // gli ridi li;;;;;1;;;1;;;;;;;;;1;;;;;;;;;;;;;1;;;Interazionale & Metatestuale;Richiesta di accordo/conferma & Chiusura di un topic
KPN005;#1882147;doc#252;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN005&begin=1922940&end=1925690;1922940;1925690;PKP018;KPN005;00:41:40;libero;https://search.corpuskiparla.it/corpus/conversations/KPN005.html;https://search.corpuskiparla.it/corpus/conversations/KPN005_jefferson.html;51-55;F;BO;tec;no;simmetrico;emilia-romagna;dip_tec_prof;4;pasto;l''avevano fatto a posta però loro capito con un tono il panel come se fossero i padroni del bosco // mhmh // e così // ma io;sai;faccio poi finta di nie~ son poi loro xxxx // mh // però // loro mh pensano // ma sì tanto se ne andranno // tanto questi se;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;Interazionale;Marcatura della conoscenza condivisa
KPN005;#1883502;doc#252;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN005&begin=2242533&end=2245604;2242533;2245604;PKP018;KPN005;00:41:40;libero;https://search.corpuskiparla.it/corpus/conversations/KPN005.html;https://search.corpuskiparla.it/corpus/conversations/KPN005_jefferson.html;51-55;F;BO;tec;no;simmetrico;emilia-romagna;dip_tec_prof;4;pasto;// però siamo ancora // a livello sic~ // è ancora accessib~ c''è è ancora // del degli xxx // tutto // posti mh // poi;sai;oggi ho sentito per radio prima sono aumentati molto i casi // ma oggi ovunque è stata una mattina con la // eh no però alm~;;;;;1;;;;;;;;1;;;1;;;;;;;;;;;;;;1;;;Interazionale & Metatestuale;Marcatura della conoscenza condivisa & Gestione del topic: introduzione o ripresa di topic
KPN027;#1911788;doc#257;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN027&begin=410932&end=412279;410932;412279;PKP116;KPN027;00:23:56;libero;https://search.corpuskiparla.it/corpus/conversations/KPN027.html;https://search.corpuskiparla.it/corpus/conversations/KPN027_jefferson.html;76-80;F;FC;pens;no;simmetrico;sicilia;elem;2;pasto;la m // non nara // con la n // mara con la m // è questa mia amica riccia // hai presente l''hai vista alta ? // me la ricordo poco;sai;? // ah lei comunque // vabbè comunque // lei doveva andare via a mezzanotte // perché // doveva stu~ // cioè doveva;;;;;1;;;;;;;1;;;;;;;;;;;;;1;;;;;1;;;Interazionale & Cognitiva;Cessione del turno & Modulazione del grado di confidenza del parlante
KPN027;#1912561;doc#257;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN027&begin=617241&end=619635;617241;619635;PKP115;KPN027;00:23:56;libero;https://search.corpuskiparla.it/corpus/conversations/KPN027.html;https://search.corpuskiparla.it/corpus/conversations/KPN027_jefferson.html;16-20;F;FC;stud;no;simmetrico;emilia-romagna;med;2;pasto;// eh // eh // sembrava non entusiasta // allora io c''ero rimasta malissimo // e si vedeva // perchè nella mia faccia lo;sai;com''è nonna eh // sì // è un libro aperto // si vede // l''ha capito lei così? // no // x // che non era così poi // no // dopo un po'';1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN027;#1912803;doc#257;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN027&begin=694172&end=696842;694172;696842;PKP115;KPN027;00:23:56;libero;https://search.corpuskiparla.it/corpus/conversations/KPN027.html;https://search.corpuskiparla.it/corpus/conversations/KPN027_jefferson.html;16-20;F;FC;stud;no;simmetrico;emilia-romagna;med;2;pasto;sorella di lei? // sì // allora // niente in pratica // arriva // il // mh // suo zio // si chiama denis // mi guarda mi fa // ma;sai;che stasera mi sembri // morticia // mhmh // ho detto come morti~ ? // ah sei vestita di nero // c''hai i capelli lisci // così;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN027;#1915253;doc#257;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN027&begin=1343763&end=1345560;1343763;1345560;PKP116;KPN027;00:23:56;libero;https://search.corpuskiparla.it/corpus/conversations/KPN027.html;https://search.corpuskiparla.it/corpus/conversations/KPN027_jefferson.html;76-80;F;FC;pens;no;simmetrico;sicilia;elem;2;pasto;nove anni // eh insomma // non era poi così grandone diciamo // vabbè // eh // però // sì // son~ non sono cose da fare // ma;sai;se sono molesti è inutile // chi è che è stato ? // così // tutti muti zitti immobili // // eh // oh mamma mi~ // questa che //;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;Metatestuale;Filler, riempimento dei tempi di formulazione
PBB028;#1921781;doc#259;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB028&begin=711110&end=714840;711110;714840;BOI099;PBB028;00:54:54;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB028.html;https://search.corpuskiparla.it/corpus/conversations/PBB028_jefferson.html;31-35;M;BO;artig;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;perché molti ragazzi di pieve sono arrivati ad arrivare anche in nazionale // xx // quindi orgoglio per pieve;sai;li vedi giocare ai sei nazioni // certo // cioè quelle poche volte che sono entrati in campo // però sì dopo per un pivino a;;;;;1;;;1;;;;;1;;;;;;;;;;;;;;;;;1;;;Interazionale;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
PBB028;#1924284;doc#259;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB028&begin=1489394&end=1492567;1489394;1492567;BOI100;PBB028;00:54:54;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB028.html;https://search.corpuskiparla.it/corpus/conversations/PBB028_jefferson.html;31-35;M;BO;artig;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;m''è toccato star là una notte quando in realtà volevo venire a casa // ah stavam tutti bene eh in casa ha fatto niente però;sai;// pensiero c''era lo stesso // paura // mh // xx // era più la paura // io ho sentito più paura degli altri // mh // la // la;;;;;1;;;1;;;;;1;;;;;;;;;;;;;;;;;1;;;Interazionale;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
TOD2013;#1956188;doc#262;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2013&begin=1843294&end=1845352;1843294;1845352;TO057;TOD2013;01:08:28;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2013.html;https://search.corpuskiparla.it/corpus/conversations/TOD2013_jefferson.html;26-30;F;TO;stud;sì;simmetrico;calabria;laurea in corso;3;intervista semistrutturata;andata a convivere con altre due persone due libanesi // mhmh // che mi han picchiato il gatto // e di conseguenza ho detto;sai;che vi dico me ne vado // e non vi denuncio solo perchè magari vi fan tornare in libano // ah ecco // okay? // però me ne vado //;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOD2013;#1958126;doc#262;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2013&begin=2397800&end=2404190;2397800;2404190;TO058;TOD2013;01:08:28;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2013.html;https://search.corpuskiparla.it/corpus/conversations/TOD2013_jefferson.html;21-25;F;TO;stud;sì;simmetrico;lombardia;laurea in corso;3;intervista semistrutturata;xx è una colo~ ma è assurdo è una colonia ma n~ non non dico che sono tutti pugliesi coì per // per dirlo ma è proprio perchè è;sai;c~ è gemellata con un paese di della puglia quindi // paese della puglia // quindi non non si può sgarrare quindi l'';;;;;1;;;;;;;;1;;;;;;;;;;;;;;1;;;1;;;Interazionale & Cognitiva;Marcatura della conoscenza condivisa & Specificazione
TOD2013;#1958361;doc#262;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2013&begin=2454853&end=2459772;2454853;2459772;TO058;TOD2013;01:08:28;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2013.html;https://search.corpuskiparla.it/corpus/conversations/TOD2013_jefferson.html;21-25;F;TO;stud;sì;simmetrico;lombardia;laurea in corso;3;intervista semistrutturata;stavamo avevamo un'' altra casa e poi abbiamo preferito prendere questa // questa casa che era un po'' tipo un appoggio;sai;quando tu vuoi andare giù e vuoi andare al mare ecco // mhmh // quindi è una casaanche lì ehm bianca // cioè tutto noi non a~;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;Interazionale;Marcatura della conoscenza condivisa
TOD2013;#1960758;doc#262;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2013&begin=3171428&end=3172606;3171428;3172606;TO058;TOD2013;01:08:28;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2013.html;https://search.corpuskiparla.it/corpus/conversations/TOD2013_jefferson.html;21-25;F;TO;stud;sì;simmetrico;lombardia;laurea in corso;3;intervista semistrutturata;completamente diversa eravamo fissate con sempre stile americano perchè poi comunque tu hai quel // mh // tredicianni;sai;tutte // eh il pomeriggio su i~ italia uno era tutto f~ eh serie tv cioè non serie tv eran tipo sitcom penso // chiaro //;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;Interazionale;Marcatura della conoscenza condivisa
BOA3017;#1969381;doc#264;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3017&begin=768658&end=771240;768658;771240;BO145;BOA3017;00:30:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3017.html;https://search.corpuskiparla.it/corpus/conversations/BOA3017_jefferson.html;21-25;F;BO;stud;no;simmetrico;emilia-romagna;laurea in corso;4;conversazione libera;pala // pala // // vedi? // xxxx // quindi? // è stata una dicussione immensa l'' altro giorno sulla // badile che // oh non;sai;cos'' è il badile // sì è un parola norm~ si usa eh qua fuori dalle marche // eh ho capito ma te lo cioè i marchigiani lo sai che;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3017;#1969410;doc#264;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3017&begin=771998&end=776228;771998;776228;BO145;BOA3017;00:30:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3017.html;https://search.corpuskiparla.it/corpus/conversations/BOA3017_jefferson.html;21-25;F;BO;stud;no;simmetrico;emilia-romagna;laurea in corso;4;conversazione libera;non sai cos'' è il badile // sì è un parola norm~ si usa eh qua fuori dalle marche // eh ho capito ma te lo cioè i marchigiani lo;sai;che non è che siamo così fini eh // non è che // // che ne so xx m'' ha stupito non sapevo che fosse una parola xxxxxxx // // mica;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3017;#1969820;doc#264;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3017&begin=930610&end=934750;930610;934750;BO145;BOA3017;00:30:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3017.html;https://search.corpuskiparla.it/corpus/conversations/BOA3017_jefferson.html;21-25;F;BO;stud;no;simmetrico;emilia-romagna;laurea in corso;4;conversazione libera;quanto sei presuntuoso // perché xxx // x sei prepotente proprio // nel sens~ no xxxs ti ringrazio del pensiero però // s~;sai;che se l'' è mangiato intero quello grosso gliel'' ho portato manzo un pezzetto me n'' ha lasciato // intero? // ahmhbeh non;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3017;#1970224;doc#264;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3017&begin=1063321&end=1064911;1063321;1064911;BO147;BOA3017;00:30:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3017.html;https://search.corpuskiparla.it/corpus/conversations/BOA3017_jefferson.html;21-25;M;BO;stud;no;simmetrico;marche;laurea in corso;4;conversazione libera;// comunque pensavo di tornare cioè non so loro che ora x~ hanno voglia di fare // però io per cena vorrei essere qua // ma;sai;stiamo a casa per cena // // poi se piove pure // mh mh // solo che la programmazione è alle due fino alle cinque sei poi basta;;;;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;Metatestuale;Filler, riempimento dei tempi di formulazione
BOA3017;#1971830;doc#264;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3017&begin=1625496&end=1627546;1625496;1627546;BO145;BOA3017;00:30:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3017.html;https://search.corpuskiparla.it/corpus/conversations/BOA3017_jefferson.html;21-25;F;BO;stud;no;simmetrico;emilia-romagna;laurea in corso;4;conversazione libera;// da registrare? // ma voi la mia coinquilina e basta // a wojtyla // no // // // aveva il corpo di cristo // myss keta //;sai;che ieri io e ingrid abbiamo parlato di myss keta? // ah sì? e lei cos'' ha detto ah ja // wunderbar // no tipo tpo m'' ha detto eh;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA030;#1976613;doc#266;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA030&begin=700068&end=701275;700068;701275;BOR031;PBA030;00:39:04;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA030.html;https://search.corpuskiparla.it/corpus/conversations/PBA030_jefferson.html;21-25;M;BO;stud;sì;asimmetrico;emilia-romagna;laurea in corso;3;intervista semistrutturata;// e // mh // san luca ci siete mai andati? // xxx il colle che c''è là quella chiesa // sì // io mai // mai? // sì io una volta //;sai;cos''è mh o? // sì sì è è una chiesa su un colle // sì // // c''è una scalinata // sì sì sì // sì molto lunga sì // okay // // e te te ci;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOD2007;#1998007;doc#269;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2007&begin=1503117&end=1507047;1503117;1507047;TO043;TOD2007;00:30:21;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2007.html;https://search.corpuskiparla.it/corpus/conversations/TOD2007_jefferson.html;21-25;F;TO;stud;sì;simmetrico;piemonte;laurea in corso;2;intervista semistrutturata;e vedi proprio il lusso la tranquillità // oppure // una zona che secondo me // è bella è la collina // di torino // sì //;sai;avere una villetta lì come dire non sarebbe male // eh // eh // soldi anche // solde quelli quelli servono per tutto per;;;;;1;;1;;;;;;;;;;;;;;1;;;;;;;;;1;;;Interazionale & Metatestuale;Presa di turno & Esemplificazione
BOA3001;#2001697;doc#270;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=889538&end=894518;889538;894518;BO003;BOA3001;01:08:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3001.html;https://search.corpuskiparla.it/corpus/conversations/BOA3001_jefferson.html;21-25;F;BO;stud;no;simmetrico;emilia-romagna;laurea in corso;2;conversazione libera;fisici // capito? // perfetti // sì sì sì ma di viso molto nero eh // cioè proprio // però un bel ragazzo secondo me un po'' //;sai;era un penso fosse io non non so quindi io cap~ capisco e deduco però // era proprio arrivato con le barche // cioè proprio;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;Metatestuale;Riformulazione
BOA3001;#2003002;doc#270;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=1374041&end=1377433;1374041;1377433;BO002;BOA3001;01:08:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3001.html;https://search.corpuskiparla.it/corpus/conversations/BOA3001_jefferson.html;21-25;F;BO;stud;no;simmetrico;toscana;laurea in corso;2;conversazione libera;contenta perché la sofia mi diceva sempre eh la ex di marco comunque // mi diceva sei più bellina teeh // però diceva eh;sai;ha un bel fisico comunque // sì però non è quello perché alla fine il fisico // cioè se tu ti metti a dieta se tu non ne hai;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;Interazionale;Marcatura della conoscenza condivisa
BOA3001;#2004387;doc#270;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=1870527&end=1878449;1870527;1878449;BO002;BOA3001;01:08:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3001.html;https://search.corpuskiparla.it/corpus/conversations/BOA3001_jefferson.html;21-25;F;BO;stud;no;simmetrico;toscana;laurea in corso;2;conversazione libera;bastona? // io ho paura che questa vada a cercare parecchio il pelo nell'' uovo // dici? // eh questo mi fa paura // cioè;sai;quelle precise che vogliono sape'' tutto cioè i~ il boccaccio anche anche il colore delle mutande voglio di~ // ah ho;;;;;1;;;1;;;;;1;;;;;;;;;;;;;;;;;1;;;Interazionale;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
