Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Introduzione di topic/passaggio a un nuovo topic/ripresa di un topic allora, quindi, dopo di che ecc.;Chiusura di un topic;Riformulazione;Digressione;Marcatura di citazione/discorso riportato;Esemplificazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Intensificazione;Polifunzionalità
TOA1005;#1755208;doc#241;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1074024&end=1077471;1074024;1077471;TO075;TOA1005;00:32:56;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1005.html;https://search.corpuskiparla.it/corpus/conversations/TOA1005_jefferson.html;41-45;M;TO;2;intell;no;asimmetrico;friuli-venezia-giulia;ricevimento studenti;phd;// questo // lanciamolo lì // allora cosmic order xx // asso~ mah vediamo vedia~ mh // vediamo // sei e uno // xxxxxx //;direi;di no perché è m~ è abbastanza tecnico magari // okay // gone to the xx vabbè // questo è sui cani // no questo direi di no //;;;;;1;;;;;;;;;;;;;;;;;1;;0
TOA1005;#1755234;doc#241;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1081545&end=1083138;1081545;1083138;TO075;TOA1005;00:32:56;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1005.html;https://search.corpuskiparla.it/corpus/conversations/TOA1005_jefferson.html;41-45;M;TO;2;intell;no;asimmetrico;friuli-venezia-giulia;ricevimento studenti;phd;xxxxxx // direi di no perché è m~ è abbastanza tecnico magari // okay // gone to the xx vabbè // questo è sui cani // no questo;direi;di no // questo // su cose coloniali non lo so se // eh no // direi anche di no anche ques~ // okay // queste qua sono cose un po'';;;;;1;;;;;;;;;;;;;;;;;1;;0
TOA1005;#1755251;doc#241;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1087928&end=1089251;1087928;1089251;TO075;TOA1005;00:32:56;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1005.html;https://search.corpuskiparla.it/corpus/conversations/TOA1005_jefferson.html;41-45;M;TO;2;intell;no;asimmetrico;friuli-venezia-giulia;ricevimento studenti;phd;okay // gone to the xx vabbè // questo è sui cani // no questo direi di no // questo // su cose coloniali non lo so se // eh no //;direi;anche di no anche ques~ // okay // queste qua sono cose un po'' più specifiche chissene frega // xxx questo potrebbe essere;;;;;1;;;;;;;;;;;;;;;;;1;;0
TOA1005;#1755418;doc#241;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1143185&end=1145944;1143185;1145944;TO075;TOA1005;00:32:56;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1005.html;https://search.corpuskiparla.it/corpus/conversations/TOA1005_jefferson.html;41-45;M;TO;2;intell;no;asimmetrico;friuli-venezia-giulia;ricevimento studenti;phd;// se mi dice il titolo melo segno infatti // sì glielo do glielo glielo glielo mh // glielo dico subito due cose io;direi;di // che lei sulle quali io trovo che // come introduzione sia molto fatto bene // da una parte e come primo testo da;1;;;;;;;;;;;;;;;;;;;;;;;0
TOA1005;#1755523;doc#241;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1193054&end=1194541;1193054;1194541;TO075;TOA1005;00:32:56;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1005.html;https://search.corpuskiparla.it/corpus/conversations/TOA1005_jefferson.html;41-45;M;TO;2;intell;no;asimmetrico;friuli-venezia-giulia;ricevimento studenti;phd;francese lo lo capisco qu~ se lo leggo ma // un po'' meno // allora // perdon // niente niente è la mia rubrica // allora io le;direi;// questo libro qua cioè stefano piano // mh mh // sanatana // dharma // un incontro // con l'' induismo // forse delle;;;;;1;1;;;;;;;;;1;;;;;;;;;0
TOA1005;#1756111;doc#241;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1430245&end=1434206;1430245;1434206;TO075;TOA1005;00:32:56;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1005.html;https://search.corpuskiparla.it/corpus/conversations/TOA1005_jefferson.html;41-45;M;TO;2;intell;no;asimmetrico;friuli-venezia-giulia;ricevimento studenti;phd;torino // purtroppo magnanelli è una casa editrice che fa tante cose belle // però non è molto distribuita // okay // io le;direi;di scrivere direttamente alla casa editrice se vuole compra~ // alla casa editrice // okay // perfetto // perché // per;1;;;;;;;;;;;;;;;;;;;;;;;0
TOA1005;#1756604;doc#241;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1744780&end=1746645;1744780;1746645;TO075;TOA1005;00:32:56;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1005.html;https://search.corpuskiparla.it/corpus/conversations/TOA1005_jefferson.html;41-45;M;TO;2;intell;no;asimmetrico;friuli-venezia-giulia;ricevimento studenti;phd;// perfetto // lei ha fatto studi classici ines? // io ho fatto lingue // lingue linguistico // ho fatto il linguistico //;direi;che questo // può andare // non mi sembra che quello era quello che mi interessava vabè ma questo è un po'' troppo tecnico //;1;;;;;;;;;;;;;;;;;;;;;;;0
TOA1005;#1756633;doc#241;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1755256&end=1757535;1755256;1757535;TO075;TOA1005;00:32:56;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1005.html;https://search.corpuskiparla.it/corpus/conversations/TOA1005_jefferson.html;41-45;M;TO;2;intell;no;asimmetrico;friuli-venezia-giulia;ricevimento studenti;phd;// può andare // non mi sembra che quello era quello che mi interessava vabè ma questo è un po'' troppo tecnico // già già già;direi;che // questo può deve tanto poi non // questo può darle qualche aiuto in p~ futuro // mh mh // xxxx senza dubbio no // questo;1;;;;;;;;;;;;;;;;;;;;;;;0
TOA1005;#1756674;doc#241;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1778957&end=1782829;1778957;1782829;TO075;TOA1005;00:32:56;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1005.html;https://search.corpuskiparla.it/corpus/conversations/TOA1005_jefferson.html;41-45;M;TO;2;intell;no;asimmetrico;friuli-venezia-giulia;ricevimento studenti;phd;aiuto in p~ futuro // mh mh // xxxx senza dubbio no // questo melanges d'' indianisme // xxx no questi no // xxxx // xxxx no;direi;che // sì è questa // // ah eccoci qua // bene direi che // adesso vediamo facciamo questa cosina // e nel caso per l'' esame //;1;;;;;;;;;;;;;;;;;;;;;;;0
TOA1005;#1756687;doc#241;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=1797587&end=1799823;1797587;1799823;TO075;TOA1005;00:32:56;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1005.html;https://search.corpuskiparla.it/corpus/conversations/TOA1005_jefferson.html;41-45;M;TO;2;intell;no;asimmetrico;friuli-venezia-giulia;ricevimento studenti;phd;no // questo melanges d'' indianisme // xxx no questi no // xxxx // xxxx no direi che // sì è questa // // ah eccoci qua // bene;direi;che // adesso vediamo facciamo questa cosina // e nel caso per l'' esame // facciamo questa cosa qua noi // c'' è qualcosa //;1;;;;;;;;;;;;;;;;;;;;;;;0
BOA3018;#1762304;doc#242;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3018&begin=1623600&end=1627440;1623600;1627440;BO139;BOA3018;00:27:14;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3018.html;https://search.corpuskiparla.it/corpus/conversations/BOA3018_jefferson.html;21-25;M;BO;2;stud;no;simmetrico;emilia-romagna;conversazione libera;laurea in corso;po~mh cioè // mancava l~ manca la gente che che osi // cercare di essere quella // fare quella cosa in più // vabbè niente;direi;che possiamo chiudere questa conversazione su questa nota altissima // sì dai adesso devo guardare i costumi da;1;;;;;;;;;;;;;;;;;;;;;;;0
BOA3001;#1763422;doc#243;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=382814&end=383747;382814;383747;BO002;BOA3001;01:08:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3001.html;https://search.corpuskiparla.it/corpus/conversations/BOA3001_jefferson.html;21-25;F;BO;2;stud;no;simmetrico;toscana;conversazione libera;laurea in corso;li ha azzurri lui dice son verdi vabbè lasciamo stare // vabbè lì ognuno poi questo chi è? gino? // ah boh ehm fa vede'' // io;direi;di sì // sì sì // come ti pare? // vabbè a me non piace // no meglio io? // come // sì oh // // come si chiama quello lì pier // ah;;;;;1;;;;;;;;;;;;;;;;;1;;0
BOA3001;#1769238;doc#243;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=2467810&end=2469776;2467810;2469776;BO003;BOA3001;01:08:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3001.html;https://search.corpuskiparla.it/corpus/conversations/BOA3001_jefferson.html;21-25;F;BO;2;stud;no;simmetrico;emilia-romagna;conversazione libera;laurea in corso;// william turn~ // però anche lui è un idiota nel film // sìa parte che l~ // william turn~ will turner si chiamava //;direi;di sì william turner // è belloccio perché vabbè orlando bloom è figo // sì sì // sì però lì appun~ c'' è jack sparrow che ti;;;;;1;;;;;;;;;;;;;;;;;1;;0
BOA3001;#1769652;doc#243;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=2605514&end=2609551;2605514;2609551;BO003;BOA3001;01:08:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3001.html;https://search.corpuskiparla.it/corpus/conversations/BOA3001_jefferson.html;21-25;F;BO;2;stud;no;simmetrico;emilia-romagna;conversazione libera;laurea in corso;nino frassica // // è vero // sì sì sì ho presente qual è // anche lì è perché lì è normale // sì lì socci // eh sì // è quello // sì;direi;di sì ma anche quel film blow quello sulla droga // sì // anche lì quando fa quella parte che perché a un certo punto nel film;;;;;1;;;;;;;;;;;;;;;;;1;;0
PTD017;#1775536;doc#244;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD017&begin=572822&end=574302;572822;574302;TOI078;PTD017;00:38:22;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD017.html;https://search.corpuskiparla.it/corpus/conversations/PTD017_jefferson.html;36-40;M;TO;2;impr;sì;asimmetrico;piemonte;intervista semistrutturata;dip_lic;mh mh // in realtà // questi ultimi anni c''è gente anche più giovane di noi però la mia ragazza ha la mia stessa età // mh mh //;direi;più anziani forse // più sopra i questo anche fa tanto x chiaramente essendo eh così // // sono più vivono più il quartiere;;;;;1;1;;;;;;;;;;;;;;;;1;;0
PTD017;#1778274;doc#244;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD017&begin=1314039&end=1314654;1314039;1314654;TOI078;PTD017;00:38:22;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD017.html;https://search.corpuskiparla.it/corpus/conversations/PTD017_jefferson.html;36-40;M;TO;2;impr;sì;asimmetrico;piemonte;intervista semistrutturata;dip_lic;con lo~ bellissimo questo // // e ti sembra che invece qui ci sia meno rispetto rispetto che a milano? // proprio be~ // eh;direi;di sì // sì sì // cioè qua se vedi comunque appunto le persone che noi definiamo come neri // eh o o stranieri sono comunque;;;;;1;;;;;;;;;;;;;;;;;1;;0
PTD017;#1779650;doc#244;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD017&begin=1709809&end=1711922;1709809;1711922;TOI078;PTD017;00:38:22;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD017.html;https://search.corpuskiparla.it/corpus/conversations/PTD017_jefferson.html;36-40;M;TO;2;impr;sì;asimmetrico;piemonte;intervista semistrutturata;dip_lic;// piazza rivoli // però adesso chiaramente ho una vita un po'' diversa quindi mi muovo in base a // quindi sì forse // ti;direi;assolutamente mh // forse sai che // corso belgio è il quartiere che essendo anche più giovane è il quartiere che poi di;;;;;1;;;;;;;;;;;;;;;;;1;;0
PTD017;#1780230;doc#244;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD017&begin=1862998&end=1866789;1862998;1866789;TOI078;PTD017;00:38:22;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD017.html;https://search.corpuskiparla.it/corpus/conversations/PTD017_jefferson.html;36-40;M;TO;2;impr;sì;asimmetrico;piemonte;intervista semistrutturata;dip_lic;// mh // non saprei // non saprei dirti // okay // no chiaro però non saprei dirti cioè se ti dicessi diversamente mh;direi;frottole // okay okay okay // va bene va bene // cioè // i due quar~ il quartiere che ho visto cambiare proprio l''ho visto;1;;;;;;;;;;;;;;;;;;;;;;;0
PTD017;#1780324;doc#244;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD017&begin=1895065&end=1897810;1895065;1897810;TOI078;PTD017;00:38:22;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD017.html;https://search.corpuskiparla.it/corpus/conversations/PTD017_jefferson.html;36-40;M;TO;2;impr;sì;asimmetrico;piemonte;intervista semistrutturata;dip_lic;negli ultimi anni? // bah allora // essendo cambiato io e la mia vita il mio modo di lavorare tutto il resto // // eh // ti;direi;sì nel meglio diciamo no? // mh mh // al netto delle ultime discorsi politici anche a torino però qui non c''entra con;;;;;1;;;;;;;;;;;;;;;;;1;;0
TOD2001;#1797048;doc#246;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2001&begin=1237579&end=1238686;1237579;1238686;TO082;TOD2001;00:22:04;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2001.html;https://search.corpuskiparla.it/corpus/conversations/TOD2001_jefferson.html;21-25;F;TO;2;stud;sì;simmetrico;piemonte;intervista semistrutturata;laurea in corso;stare a casa vicino a casa dei miei ma anche mi permettesse di andare in centro facilmente e e questo è capitata // mhmh //;direi;molto bene // eh poi vabbè no mh mi ero xx un budget // tramite agenzia però l'' hai trovata? // sì // sì sì ho visto no cioè in;;;;;1;;;;;;;;;;;;;;;;;1;;0
TOA1002;#1798004;doc#247;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1002&begin=234095&end=234778;234095;234778;TO026;TOA1002;00:14:01;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1002.html;https://search.corpuskiparla.it/corpus/conversations/TOA1002_jefferson.html;41-45;M;TO;2;intell;no;asimmetrico;piemonte;ricevimento studenti;phd;sa che rinuncio se non io // agli ultimi quattro mesi // sì sì sì sì // eh quindi no io compilo con quanti crediti voglio // io;direi;di sì // okay perfetto // poi però appunto lei diciamo formalmente risulta al~ dov'' è che va? non mi ricordo più // eh alla;;;;;1;;;;;;;;;;;;;;;;;1;;0
TOA1002;#1799274;doc#247;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1002&begin=607428&end=619977;607428;619977;TO026;TOA1002;00:14:01;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1002.html;https://search.corpuskiparla.it/corpus/conversations/TOA1002_jefferson.html;41-45;M;TO;2;intell;no;asimmetrico;piemonte;ricevimento studenti;phd;da nessuna parte che l'' altra università deve fornire delle competenze per cui lo studente possa fare l'' erasmus no;direi;di no non possono chiederlo no diciamo nè da madrid nè xx // no c'' è scritto sarà ehm onere non è onere sarà a responsabilità;;;;;1;;;;;;;;;;;;;;;;;1;;0
PTB001;#1814289;doc#248;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB001&begin=3784759&end=3789899;3784759;3789899;TOI022;PTB001;01:17:52;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB001.html;https://search.corpuskiparla.it/corpus/conversations/PTB001_jefferson.html;61-65;M;TO;3;pens;sì;asimmetrico;puglia;intervista semistrutturata;elem;// ma p~ proprio perché per me stanno rovinando la città // però // poi ognuno ha le sue idee politiche // e non è questo // le;direi;solo vieni pure perché torino è una città splendida è una città bellissima basta che tu che vieni // cominci a varcare la;1;;;;;;;;;;;;;;;;;;;;;;;0
PTA018;#1822457;doc#249;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=1700600&end=1702429;1700600;1702429;TOI031;PTA018;00:57:27;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA018.html;https://search.corpuskiparla.it/corpus/conversations/PTA018_jefferson.html;26-30;M;TO;2;artig;sì;asimmetrico;piemonte;intervista semistrutturata;dip_lic;sinistra in genere // ehm // ci son dei giardini // quindi de xxx dei lavori eseguiti da noi // brillantemente eseguiti;direi;// oppure // comunque delle // de~ spettacoli naturalistici // no? // come questi che non abbiamo eseguito ma che;;;;;1;;;;;;;;;;;;;;;;;;1;0
PTA018;#1823801;doc#249;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=2135960&end=2137870;2135960;2137870;TOI031;PTA018;00:57:27;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA018.html;https://search.corpuskiparla.it/corpus/conversations/PTA018_jefferson.html;26-30;M;TO;2;artig;sì;asimmetrico;piemonte;intervista semistrutturata;dip_lic;altro // che qua // ho capito // e in che zona di chieri vivi? // in che senso? // cioè in centro in periferia // ah // fuo~ mh //;direi;più in periferia però mh // a due passi dal centro cioè nel senso // non in mezzo alle campagne però // e hai sempre vissuto;;;;;1;;;;;;;;;;;;;;;;;1;;0
PTA018;#1827300;doc#249;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=3434285&end=3438110;3434285;3438110;TOI031;PTA018;00:57:27;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA018.html;https://search.corpuskiparla.it/corpus/conversations/PTA018_jefferson.html;26-30;M;TO;2;artig;sì;asimmetrico;piemonte;intervista semistrutturata;dip_lic;// quando racconti queste storie // // vabbè // c''è ancora qualcos''altro che vuoi raccontarmi o ci salutiamo qua? //;direi;che vedendo la voce che si sta abbassando sempre più // // se tu non hai altre domande // io no // e allora finiamo qui // ciao;1;;;;;;;;;;;;;;;;;;;;;;;0
PTD008;#1858985;doc#253;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD008&begin=1836623&end=1838493;1836623;1838493;TOI058;PTD008;00:31:09;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD008.html;https://search.corpuskiparla.it/corpus/conversations/PTD008_jefferson.html;41-45;M;TO;4;oper;sì;asimmetrico;piemonte;intervista semistrutturata;dip_tec_prof;essere da un''altra parte? o magari in futuro andare da un''altra parte? // no da da buon torinese io // no // no no no //;direi;direi di no // direi di no // no // quando xxx xxx // cioè // torino e questa zona // comunque noi siamo proprio abbiamo le;;;;;1;;;;;;;;;;;;;;;;;1;;0
PTD008;#1858986;doc#253;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD008&begin=1836623&end=1838493;1836623;1838493;TOI058;PTD008;00:31:09;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD008.html;https://search.corpuskiparla.it/corpus/conversations/PTD008_jefferson.html;41-45;M;TO;4;oper;sì;asimmetrico;piemonte;intervista semistrutturata;dip_tec_prof;essere da un''altra parte? o magari in futuro andare da un''altra parte? // no da da buon torinese io // no // no no no // direi;direi;di no // direi di no // no // quando xxx xxx // cioè // torino e questa zona // comunque noi siamo proprio abbiamo le radici //;;;;;1;;;;;;;;;;;;;;;;;1;;0
PTD008;#1858990;doc#253;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD008&begin=1838620&end=1839303;1838620;1839303;TOI058;PTD008;00:31:09;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD008.html;https://search.corpuskiparla.it/corpus/conversations/PTD008_jefferson.html;41-45;M;TO;4;oper;sì;asimmetrico;piemonte;intervista semistrutturata;dip_tec_prof;parte? o magari in futuro andare da un''altra parte? // no da da buon torinese io // no // no no no // direi direi di no //;direi;di no // no // quando xxx xxx // cioè // torino e questa zona // comunque noi siamo proprio abbiamo le radici // mh // ma un;;;;;1;;;;;;;;;;;;;;;;;1;;0
TOA3004;#1871010;doc#255;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3004&begin=703049&end=708847;703049;708847;TO038;TOA3004;00:34:49;libero;https://search.corpuskiparla.it/corpus/conversations/TOA3004.html;https://search.corpuskiparla.it/corpus/conversations/TOA3004_jefferson.html;21-25;M;TO;4;stud;no;simmetrico;piemonte;conversazione libera;laurea in corso;tua // tanto io sarei il bosseh per cui vediamo poi come come ce la gestiamo questa cosa // ma io avrei i clienti in mano e ti;direi;a un mio segno scatenate l'' inferno contro il padrone // no ti prego ti preg~ sai? // no vabbè adesso a parte le battu~ no si;1;;;;;;;;;;;;;;;;;;;;;;;0
BOA1016;#1890666;doc#257;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1016&begin=296370&end=297940;296370;297940;BO082;BOA1016;00:10:14;libero;https://search.corpuskiparla.it/corpus/conversations/BOA1016.html;https://search.corpuskiparla.it/corpus/conversations/BOA1016_jefferson.html;41-45;M;BO;2;intell;no;asimmetrico;emilia-romagna;ricevimento studenti;phd;// certo che sì // e xxxxx sul gergo cioè ho trovato davvero insomma una decina di fonti ce le ho // eh scherziamo // sì sì beh;direi;che sì // ehm più appunto si andava a sommare alla bibliografia che le avevo fatto vedere in cui c'' erano un sacco di cose //;1;;;;;;;;;;;;;;;;;;;;;;;0
BOA1016;#1890696;doc#257;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1016&begin=304442&end=306170;304442;306170;BO082;BOA1016;00:10:14;libero;https://search.corpuskiparla.it/corpus/conversations/BOA1016.html;https://search.corpuskiparla.it/corpus/conversations/BOA1016_jefferson.html;41-45;M;BO;2;intell;no;asimmetrico;emilia-romagna;ricevimento studenti;phd;ehm più appunto si andava a sommare alla bibliografia che le avevo fatto vedere in cui c'' erano un sacco di cose // no no io;direi;assolutamente sì // quindi come come si potrebbe procedere? io inizio e con il primo capitolo? // m cosa tiene di quello;;;;;1;1;;;;;;;;;;;;;;;;;1;0
BOA1016;#1891139;doc#257;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1016&begin=455276&end=459880;455276;459880;BO082;BOA1016;00:10:14;libero;https://search.corpuskiparla.it/corpus/conversations/BOA1016.html;https://search.corpuskiparla.it/corpus/conversations/BOA1016_jefferson.html;41-45;M;BO;2;intell;no;asimmetrico;emilia-romagna;ricevimento studenti;phd;un'' introduzione generale cioè fatta bene però è un'' introduzione generale per questo non è il caso di xx xx // ok~ no io;direi;di iniziare assolutamente a scrivere partirei magari dalla parte nuova // okay quindi mh la parte sul gergo //;1;;;;;;;;;;;;;;;;;;;;;;;0
BOD2017;#1908631;doc#261;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=1493876&end=1498816;1493876;1498816;BO119;BOD2017;00:25:10;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD2017.html;https://search.corpuskiparla.it/corpus/conversations/BOD2017_jefferson.html;21-25;F;BO;2;stud;sì;simmetrico;umbria;intervista semistrutturata;laurea in corso;non lo so proprio spero di esserci // spero che le cose vadano bene ma come sarà? // eh senza sabrina // secondo me // okay io;direi;che abbiamo fatto un giro immenso partendo dall'' inizio // andando avanti e indietro e ritornando più o meno lì // quindi;1;;;;;;;;;;;;;;;;;;;;;;;0
KPN007;#1914471;doc#262;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN007&begin=1813998&end=1816075;1813998;1816075;PKP017;KPN007;00:55:06;libero;https://search.corpuskiparla.it/corpus/conversations/KPN007.html;https://search.corpuskiparla.it/corpus/conversations/KPN007_jefferson.html;51-55;M;BO;4;uff;no;simmetrico;emilia-romagna;pasto;phd;guardo io se guardo su internet // ci guardo io // dopo ci guardiamo // cosa gradite? // niente // cosa possiamo avere? //;direi;che qui era tutto molto buono eh // niente voglio // compreso il whiskey // compresi gli avanzi allora quando venite su //;1;;;;;;;;;;;;;;;;;;;;;;;0
TOA1001;#1933337;doc#264;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=1371969&end=1375086;1371969;1375086;TO026;TOA1001;00:36:22;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;41-45;M;TO;2;intell;no;asimmetrico;piemonte;ricevimento studenti;phd;in europa l'' america latina no? per fatti anche politici ma oggi è ancora così? // sì // mah? // // eh non lo so // // d~;direi;così anch~ xx segnavo qui // eh // una fonte diciamo che può essere utile consultare nel tentativo di rendere attuali;;;;;1;;;;;;;;;;;;;;;;;1;;0
TOA1001;#1934311;doc#264;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=1848510&end=1851460;1848510;1851460;TO026;TOA1001;00:36:22;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;41-45;M;TO;2;intell;no;asimmetrico;piemonte;ricevimento studenti;phd;in italiano giovanile degli anni ottanta // sì // anche qui si colga come esempio le espressioni di qualche anno fa;direi;// e questo lo eliminerei cioè // si riferisce veramente aleh periodo eh pre caduta del muro e non ha veramente nessun;;;;;1;;;;;;;;;;;;;;;;;1;;0
TOA1001;#1934552;doc#264;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=1931223&end=1933399;1931223;1933399;TO026;TOA1001;00:36:22;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;41-45;M;TO;2;intell;no;asimmetrico;piemonte;ricevimento studenti;phd;scritto prima no? quindi risente ancora di quei problemi lì // sì era un po'' sì // intervenga un po'' in questa direzione;direi;no? // e quindi devo cioè // eliminare le osservazioni che non sono più attuali questo l'' avrei già fatto // posso // sì // e;;;;;1;1;;;;;;;;1;;;;;;;;1;;1
PBB002;#1941431;doc#265;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB002&begin=2114820&end=2115840;2114820;2115840;BOI003;PBB002;00:35:54;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB002.html;https://search.corpuskiparla.it/corpus/conversations/PBB002_jefferson.html;56-60;F;BO;2;uff;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_tec_prof;// no eh // ti sei stancata magari // non lo so // del traffico del // no // beh si a volte quado sei nel mezzo del traffico // //;direi;xxxx // pensieri temporanei // preferirei essere da un''altra parte così // però tutto sommato mettendo insieme tutte;;;;;1;;;;;;;;;;;;;;;;;1;;0
PBC021;#1946599;doc#267;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC021&begin=109665&end=110685;109665;110685;BOI051;PBC021;00:51:51;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC021.html;https://search.corpuskiparla.it/corpus/conversations/PBC021_jefferson.html;76-80;F;BO;2;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;med;più accogliente per esempio calderara rispetto alla bolognina tipo anche rispetto al giorno d''oggi dico // beh sì // sì;direi;di sì // sì sì sì senz''altro // ehm // una differenza principale per esempio rispetto calderara del~ // di adesso // e;;;;;1;;;;;;;;;;;;;;;;;1;;0
