corpus	conv_id	token_id	token_span	audio	SegnDisc	Func:Interazionale	Func:Metatestuale	Func:Cognitiva	left	form	right
KIPasti	KPC004	223-1	223-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC004&begin=428316&end=431111	yes	_	Prolettico	_	lui sta nel dolore si strugge di questa // ma tu che fai xx // eh vabbè ho capito che deve fa'' // di questo amore // che	praticamente	vuole vivere e praticamente non eh // poi // poi loro s''attaccavano sul fatto che // mh // que~ in questo film questa
KIPasti	KPC004	223-5	223-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC004&begin=428316&end=431111	yes	_	Prolettico	_	strugge di questa // ma tu che fai xx // eh vabbè ho capito che deve fa'' // di questo amore // che praticamente vuole vivere e	praticamente	non eh // poi // poi loro s''attaccavano sul fatto che // mh // que~ in questo film questa storia d''amore tra loro due dura
KIPasti	KPC004	674-22	674-22	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC004&begin=1396149&end=1400764	yes	_	_	Attenuazione	e sotto // ah potrebbe essere // e quindi quando va a fare la cosa dice che da una parte le sta bene da una parte le sta male	praticamente	// mh // e quindi non lo so x // ma perchè lei però non mette costumi interi quindi // di solito no però voleva solo sto
KIPasti	KPC004	688-14	688-14	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC004&begin=1425486&end=1428642	yes	_	Chiusura del topic	_	altro // perchè i corpi sono tutti diversi quindi // mhmh // ah quindi l''ha trovati ma non li ha trovati che gli stanno bene	praticamente	// non le piace molto come stanno perciò // ah // però li ha trovati // qualcosa l''ha trovato // ah okay // aveva trovato
ParlaTO	PTD009	538-0	538-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD009&begin=1427607&end=1433349	yes	_	Prolettico	_	l''ho vista cambiare purtroppo non in meglio // mh mh // nel senso che eh na~ è sempre na~ comune piccolino // carino ehm //	praticamente	sulla collina io scherzando dico è un po'' come budapest no perché c''è san mauro da una parte san mauro dall''altra // // ed è
ParlaTO	PTD009	597-2	597-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD009&begin=1602225&end=1604978	yes	_	Prolettico	_	scuola media e una scuola elementare // da una parte una scuola media e una scuola elementare dall''altra // // e quindi	praticamente	con i ragazzini ti conoscevano e tutto // la cosa bella di san mauro dell''epoca e che c''è ancora adesso è che fanno sempre
ParlaTO	PTD009	603-0	603-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD009&begin=1623009&end=1624375	yes	_	Introduzione o ripresa del topic	_	anni ottanta ovviamente finivano iniziavano le feste c''era la festa de l''unità la festa del dei vari partiti e tutto //	praticamente	era sempre festa // // e e per un ragazzino appunto che // si spostava a torino ma fino a un certo punto perché ah noi che a
ParlaTO	PTD009	726-7	726-7	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD009&begin=1942140&end=1948369	yes	_	Riformulazione	_	è una zona tranquilla dico la sera // ehm non è che passano tante macchine // mh mh // quindi un conto è avere p~ essere	praticamente	sul viale che vie~ che viene tartassato di macchine poi t''abitui // perché poi ti abitui // però l''ho vista l''ho vista
KIP	BOD2018	187-1	187-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2018&begin=760460&end=767620	yes	_	Prolettico	_	ero arrivata alla fine che non ce la facevo più stavo impazzendo // anche perché anche noi avevamo sala e cucina // che	praticamente	no~ non avevano un~ una porta divisoria c'' avevano solamente una specie di arco tra le due stanze e quindi //
KIP	TOC1004	22-1	22-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=35940&end=41100	yes	_	Introduzione o ripresa del topic	_	// allora // con questo lei manda avanti // okay // e la presentazione torniamo indietro prego // okay // allora // e	praticamente	l'' argomento che eh porto oggi in esame eh riguarda appunto la gestione dei suini // e nel periodo del periparto ehmh // e
KIP	TOC1004	31-3	31-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=68366&end=74638	yes	_	Prolettico	_	di eh igiene a livello diciamo eh delle sale parto // eh e quindi eh diciamo che saranno poi ehmh // ehmh // in cui saranno	praticamente	presenti i suinetti e tendenzialmenteche tendenzialmente nelle prime fasi sono molto eh sensibili // ehmhai
KIP	TOC1004	36-6	36-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=87213&end=89708	yes	_	Filler	_	immesse in sala parto sette giorni prima del parto // eh ehmh all'' interno // all'' interno delle sale parto abbiamo	praticamente	ehmh // delle gabbie parto all'' i~ che si trovano all'' interno di box parto // allora // i box parto praticamente eh
KIP	TOC1004	39-3	39-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=94996&end=100280	yes	_	Filler	_	abbiamo praticamente ehmh // delle gabbie parto all'' i~ che si trovano all'' interno di box parto // allora // i box parto	praticamente	eh presentano una superficie di suolo intorno ai cinque virgola cinque metri quadrati // e un settore di riposo intorno
KIP	TOC1004	56-2	56-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=152756&end=157296	yes	_	Filler	_	// la scrofa eh per esempio è una primipara // viene alimentata con una razione intorno ai due chili e cinque // e poi	praticamente	ehmh man mano che si avvicina il parto comunque negli ultimi giorni prepartum // la razione ehmh viene diminuita
KIP	TOC1004	66-4	66-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=182951&end=187380	yes	_	Prolettico	_	// comunque al di sotto delle lampade abbiamo una sorta di temperatura intorno ai trentacinque gradi // e e nei nidi	praticamente	viene posta della carta per ehmh diciamo // ehper i piccoli // per eh favorire quindi la formazione del nido e quindi eh
KIP	TOC1004	78-8	78-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=213500&end=216580	yes	_	Filler	_	// comunque ehmh // per quanto riguarda l'' ambiente invece abbiamo // eh la temperatura e l'' umidità che sono	praticamente	// ehmh controllati da una ventilazione // ehmh artificiale per estrazione // l'' umidità in questo caso diciamo deve
KIP	TOC1004	94-2	94-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=249621&end=255601	yes	_	Prolettico	_	lesioni a livello dei capezzoli // durante diciamo // ehmhdurante diciamo la la stabulazione in sala parto // eh perché	praticamente	il peso troppo elevato della scrofa può determinare queste lesioni ai capezzoli e quindi è opportuno mh // andare a //
KIP	TOC1004	142-0	142-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=348403&end=351680	yes	Presa di turno	_	_	di // che ha partorito più volte potrebbe anche ingerire una quantità di alimento // sui tre chili e due tre chili e tre //	praticamente	io vado a eh ridurre la quantità di alimento // proprio perché comunque la eh la scrofa praticamente è più affaticata //
KIP	TOC1004	143-7	143-7	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=351921&end=355196	yes	_	Prolettico	_	due tre chili e tre // praticamente io vado a eh ridurre la quantità di alimento // proprio perché comunque la eh la scrofa	praticamente	è più affaticata // in questa fase // e ha eh praticamente diciamo la // si ha una diminuzione dell'' appetito inoltre // eh
KIP	TOC1004	145-3	145-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=356588&end=358495	yes	_	Filler	_	quantità di alimento // proprio perché comunque la eh la scrofa praticamente è più affaticata // in questa fase // e ha eh	praticamente	diciamo la // si ha una diminuzione dell'' appetito inoltre // eh questa diminuzione dell'' alimentaz~ diciamo della
KIP	TOC1004	215-2	215-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=570281&end=576393	yes	_	Filler	_	sì massima // però ha una produzione lattea continua come possiamo riscontrare nei ruminanti // ehmh // no // perchémh	praticamente	diciamo lamh l'' espulsione diciamo del latte avviene in più fasi // cioè nel senso per esempio durante la suzione // e
KIP	TOC1004	252-5	252-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=662170&end=668141	yes	_	Prolettico	_	anche il pomeriggio // e sempre di prosta~ una iniezione di prostaglandina // e poi al centoquindicesimo giorno	praticamente	vado a somministrare nelle prime ore diciamo del mattino ossitocina // eh quindi allora // questo è uno dei protocolli
KIP	TOC1004	261-7	261-7	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=690386&end=697275	yes	_	Filler	_	del parto // ehmh // ho bloccato // perfett~ // beh adesso riparte va // pers~ okay // allora quindi eh avvenuto il parto	praticamente	ehmh le le prime manovre diciamo da effettuare sono // per prima cosa eh verificare la completa espulsione degli
KIP	TOC1004	272-16	272-16	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=746573&end=755724	yes	_	Prolettico	_	assunzione di colostro // eh il colostro inoltre è ricco diciamo ehmh di immunoglobuline gi e immunoglobuline a che	praticamente	hanno il compito di ehmh conferire ai piccoli diciamo // ehmhuna certa diciamo difesa a livello immunitario // ehil
KIP	TOC1004	315-2	315-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=853131&end=855348	yes	_	Prolettico	_	// esatto // sì sì sì // fondmentali da questo punto di vista // quindi allora eh successivamente // eh effettuiamo	praticamente	il pareggioamento // eheffettuiamo la pesatura dei piccoli // è opportuno quindi eh ottenere una nidiata // ehmh in cui
KIP	TOC1004	424-1	424-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=1155998&end=1157480	yes	_	Filler	_	di contenimento che cosa serve anche // che venga fatto // ehmh // per quanto riguarda per esempio la castrazione // e	praticamente	eh // posso farla così oppure // no vabbè eh nel senso // eh per prima cosa vado a separare quindi i piccoli dalla madre // e
KIP	TOC1004	434-3	434-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=1174258&end=1177015	yes	_	Filler	_	i maschi e le femmine // e eh // sì no castrano solo più i maschi e le femmine per fortuna non più sì // sì // sì vabbè // e e poi	praticamente	emh // posso essere in presenza del medico veterinario ad esempio // e e vado amh // a an~ anestetizzare diciamo l'' aria //
KIP	TOC1004	448-3	448-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=1215866&end=1217996	yes	_	Filler	_	// okay // okay andiamo avanti // eh // okay e a questo punto abbiamo quindi la produzione del latte // eh la scrofa	praticamente	èmh // produce il latte in base al numero dei suinetti ovvero // e praticamente la eh percentuale diciamo ehmh di latte
KIP	TOC1004	450-1	450-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=1221446&end=1229995	yes	_	Filler	_	la produzione del latte // eh la scrofa praticamente èmh // produce il latte in base al numero dei suinetti ovvero // e	praticamente	la eh percentuale diciamo ehmh di latte prodotta dalla scrofa aumenta all'' aumentare del numero dei piccoli presenti
KIP	TOC1004	541-2	541-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=1465581&end=1469798	yes	_	Prolettico	_	ci sono dei lucidi ci sono una serie di di di fotografie ci sono una serie di commenti // su questi aspetti // non tutti	praticamente	possono cioè nel senso hanno libero accesso alle mammelle // e quindi questo che cosa succede diciamo non tutti
KIP	TOC1004	670-1	670-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=1805173&end=1812913	yes	_	Filler	_	secondo un certo tipo di schema la laa metrite in questo caso è una metrite per via // ascendente // ascendente // perché	praticamente	eh risale attraverso diciamo arriva fino all'' utero dove poi porta diciamo le infezioni e quindi eh comporta l'' emme
KIP	TOC1004	740-0	740-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=1991881&end=1992910	yes	_	Introduzione o ripresa del topic	_	tanti piccoli come lele come le scrofe // abbiamo solo la coniglia // ad uso zootecnico ah beh i cani volendo //	praticamente	// ogni piccolo che viene espulso ab~ viene espulso in teoria l~ diciamo gli invogli fetali // d'' accordo // ehmh // ehcon
KIP	TOC1004	789-0	789-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=2100921&end=2102354	yes	_	Introduzione o ripresa del topic	_	per esempio in francia // prevedono la somministrazione di probiotici eh co~ contenenti bacillus secerius //	praticamente	tale studio // ehesaminato diciamo effettuato su animali di razza xxx e andreis // praticamente ehmh ha alimentato dei
KIP	TOC1004	791-0	791-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=2107166&end=2114559	yes	_	Filler	_	bacillus secerius // praticamente tale studio // ehesaminato diciamo effettuato su animali di razza xxx e andreis //	praticamente	ehmh ha alimentato dei gruppi eh un gruppo diciamo con paciflor e quindi contenente probiotici eh e quindi probiotici
KIP	TOC1004	793-8	793-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=2117805&end=2121091	yes	_	Prolettico	_	eh e quindi probiotici // mentre un gruppo eh con alimentazione normale // ed è stato rilevato proprio che ehmh	praticamente	le scrofe // alimentate con probiotici eh presentavano diciamo in minor percentuale le metriti // eh un un un altro
KIP	TOC1004	798-6	798-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=2140721&end=2155005	yes	_	Filler	_	effettuato innegli stati uniti // eh in cui ehmh gli animali sono stati divisi in tre gruppi // eh ehmh a ciascun gruppo	praticamente	eh a ciascun gruppo veniva somministrata un valore diciamo di vitamina e diverso per esempio al primo gruppo avevamo un
KIP	TOC1004	811-9	811-9	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=2199863&end=2204374	yes	_	Prolettico	_	// eh la selezione di scrove di moderno tipo e vecchio tipo // per esempio uno studio effettuato in francia ha rilevato	praticamente	che le scrove di vecchio tipo erano diciamo // eh più attente quindi con maggiore attitudine a~ // che cosa intende per
KIP	TOC1004	819-4	819-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=2216440&end=2218331	yes	_	Prolettico	_	per vecchio tipo? // ehmh // e nuovo tipo ovviamente // che non siano ibridi // cioè nel senso // ehmh // eh nel nello studio	praticamente	// le scrofe di moderno tipo vengono eh vengono diciamo considerate le scrofe ibride // mentre ehmh le vecc~ // quindi
KIP	TOC1004	841-4	841-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=2273751&end=2278376	yes	_	_	Approssimazione	di butadine tendeva // che cos'' è il butadine // eh praticamentemh // unamh // eh loro la somministravano	praticamente	intorno al quattro percento della della nazione // xx dice somministrazione di butadiene però mi deve dire che cos'' è a
KIP	TOC1004	903-3	903-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=2479836&end=2483868	yes	_	Prolettico	_	in pratica le gabbie sperimentali // eherano eh costituite da dei pannelli coibentati // eh questi pannelli	praticamente	erano costituiti in poli~ i~in polistirene // ed erano rivestiti da vetroresina in pratica eh la funzione diciamo di
KIP	TOC1004	914-1	914-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=2517058&end=2519140	yes	_	Introduzione o ripresa del topic	_	// essenzialment~ // è giusto è questa la riflessione che // sì // sì sì // okay ed è perché perché è così? // perché	praticamente	quando per esempio // in condizioni di eh temperatura diciamo omh non ottimale e quindi diciamo al di sotto della
KIP	TOC1004	916-4	916-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=2525386&end=2530885	yes	_	Prolettico	_	temperatura diciamo omh non ottimale e quindi diciamo al di sotto della temperatura ottimale // cosa succede i piccoli	praticamente	risultano essere ipovitali perché tendono diciamo ad assumere meno latte ad esempio // e quindi questo comporta eh
KIP	TOC1004	1083-0	1083-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=3024711&end=3033511	yes	Manifestazione di accordo	_	_	// e sopra? // ehil numero di scrofe pre~ // o meglio scusi è il contrario no // trecentosessantacinque sotto e sopra //	praticamente	so~ diciamo mhrientra nel numero delle scrofe diciamo presenti nell'' allevamento e il numero di di parti diciamo all''
KIP	TOC1004	1150-2	1150-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=3182726&end=3187220	yes	Manifestazione di accordo	_	_	diciamo uh coda ehmh a forma di ruota // ehmh // il le~ // fanno la ruota i maschi // a forma di sì esatto fanno la ruota // ehmh	praticamente	eh i maschi raggiungono uh circa ventuno chili // mentre le femmine intorno ai dodici chili // ehnel tacchino viene
KIP	TOC1004	1165-2	1165-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=3215395&end=3218131	yes	_	Prolettico	_	ce ne sono // ehmh inoltre // inoltre ehmh // la caratteristica proprio diciamo delle // eh dei dei tacchini // è quella	praticamente	di ehmheh // di effettuare l'' inseminazione strumentale // e e l'' inseminazione strumentale viene effettuata a
KIP	TOC1004	1168-7	1168-7	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=3226928&end=3231431	yes	_	Prolettico	_	viene effettuata a partire dalla trentaduesima settimana di di vita più o meno // ehin allevamento che cosa succede io	praticamente	ho ehle diciamo le femmine // che vengono poste i~ in nidi // e abbiamo o~ pe~ ogni nido per cinque femmine // eh all''
KIP	TOC1004	1244-6	1244-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=3428918&end=3433779	yes	_	Introduzione o ripresa del topic|Prolettico	_	un po'' più mh diciamo utilizzata // e e la lettiera inoltre diciamo deve essere morbida // ehdeve ehmh deve garantire	praticamente	ehmh deve essere coibentan~ // mh deve esserere assorbente // ehmh non deve essere tossica non deve essere polverosa //
KIP	TOC1004	1249-2	1249-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=3449530&end=3452895	yes	_	Introduzione o ripresa del topic|Prolettico	_	nella nella lettiera // ehmh inoltre eh un'' altra diciamo caratteristica per esempio delle ehdelle femmine // è quella	praticamente	diciamo chemh nel caso in cui no~non fossero // eh propense // ad entrare praticamente nei nidi trappola // devono
KIP	TOC1004	1251-2	1251-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=3454315&end=3456628	yes	_	Prolettico	_	delle ehdelle femmine // è quella praticamente diciamo chemh nel caso in cui no~non fossero // eh propense // ad entrare	praticamente	nei nidi trappola // devono essere forzate // e emh diciamo le uova prodotte durante la settimana sono di all'' incirca
KIP	TOC1004	1256-3	1256-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=3467656&end=3469286	yes	_	Filler	_	sono di all'' incirca tre // ch~ con un peso di maggiore di settantaduegrammi più o meno // ehmh // che cosa succede	praticamente	// ehmh // eh // abbiamo uhmh per quanto riguarda l'' alimentazione // ehl'' alimentazione dei tacchini eh vengono
KIP	TOC1004	1262-2	1262-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=3488730&end=3494001	yes	_	Filler	_	mangimi prestarter starter eh uno starter due // ehgrovor uno grovor due e poi finisher uno e finisher due // che sono	praticamente	diciamo le fasi di avviamento ehmh ehmh // accrescimento ingrasso e poi finissaggio // ehimpr~ diciamo chemh la fase di
KIP	TOC1004	1404-8	1404-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=3892947&end=3897644	yes	_	Prolettico	_	il colore del piumino // ehche viene effettuato diciamo uhmh // mh il colore del piumino perché prati~ perché	praticamente	il colore del piumino è legato al cromosoma zeta // eh per esempio eh l'' incrocio tra femmine di colore bianco e l''
KIP	TOC1004	1443-2	1443-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=3986638&end=3992321	yes	_	Filler	_	a colore ma è un sessaggio più tra virgolette morfologico chiamiamolo così // un'' altro // un'' altro // eh eh	praticamente	eh viene effettuato in base alla velocità di accrescimeto delle penne remiganti // eh questa ti~ questo tipo di tecnica
KIP	TOC1004	1446-8	1446-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1004&begin=4004955&end=4011203	yes	_	Filler	_	soprattutto diciamo per gli animali di colore mh che sono di colore bianco // e quindi diciamo eh in base alla lunghezza	praticamente	del del diciamo dell'' impiumamento del dell'' impennamento delle pinne remiganti // alla velocità di sviluppo delle
ParlaTO	PTA013	25-0	25-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA013&begin=30050&end=30700	yes	_	_	Approssimazione	// che lavoro fai? // magazziniere // okay da quanto tempo? // da sei anni // okay in cosa consiste il tuo lavoro? // cioè //	praticamente	// cosa fai com''è strutturata la tua giornata // com''è strutturata la mia giornata allora io mi occupo dimh // spedire
ParlaBO	PBB018	245-4	245-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB018&begin=675510&end=680670	yes	_	_	Approssimazione	mh presso il quale fa~ svolgevo la pratica // quindi io mi fac~ facevo questo tour // con tutti i giorni // il tour di uhm	praticamente	di bologna in autobus quindi io me la ricordo bologna ma ti parlo già // eh quindi di trent''anni fa // ecco // me la ricordo
ParlaBO	PBB018	267-2	267-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB018&begin=730076&end=731626	yes	_	Filler	_	dove // che s~ // che viene co~ viene ricordata perchè ci sono // eh ci sono le cosiddette sette chiese // mh // che sono	praticamente	// è una chiesa dentro l''altra // e quindi io ricordo che ehm // nei momenti di pausa // percorrevo questa questa strada //
ParlaBO	PBC014	109-4	109-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC014&begin=492050&end=497850	yes	_	Prolettico	_	se mi sa raccontare qualcosa dei portici se son cambiati nel tempo ad esempio? o sono più o meno rimasti // no i portici	praticamente	son sempre rimasti glio~ gli stessi gli stessi // a me piacciono perché delle vol~ girar per bologna uno gira tutto e non
ParlaTO	PTD008	1239-4	1239-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD008&begin=1612597&end=1614430	yes	Cessione del turno	Chiusura del topic	_	compra // una cosa qua e si compra solo là una cosa lì si compra solo lì // wow // e quindi // sì sì sì // dodici ore al mercato	praticamente	// // sì sì sì // mercato e supermercati anche della zona // x xxx // xx // ce ne sono anche tanti // mh mh // c''è l''ins il sigma
KIPasti	KPS005	283-19	283-19	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS005&begin=784080&end=792390	yes	_	_	Approssimazione|Intensificazione	sera // ma solo papà? dai // cioè io avevo fatto settecento grammi di riso più un kilo e mezzo di condimento ha mangiato	praticamente	tutto lui // mamma ma se per due persone fa trecentocinquanta grammi di pasta anche di più certe volte cioè di che
ParlaTO	PTA005	1156-2	1156-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=2478823&end=2481224	yes	_	_	Specificazione	la vai a ricomprare la birra // vai a cagare va // beh comunque noi da quando viviamo insieme alla fine // beviamo birra	praticamente	a ogni cena // oh birra e vivo in continuazio~ // xxxxx // ma io ultimamente bevo molto più vino che birra // anch''io // per
ParlaBO	PBB030	14-10	14-10	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=37625&end=46143	yes	_	Prolettico	_	sì // ehm pen~ cioè è collegata bene con il centro alla fine xxxx // è collegata bene perchè c''hai via emilia dove passano	praticamente	i principali il ventisette il novantacin~ il novantaquattro il quindici il diciannnove // eh infatti // quindi ti
ParlaBO	PBB030	550-5	550-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=1024641&end=1027458	yes	_	Filler	_	// e noi+ // sì sì sì // no no andateci non è sushi è proprio giapponese tipico // ah // ah dai // ah ho capito // eh c''è una e	praticamente	// un mh proprio mh // il tipico pasto giapponese completo di tutto con un piatto principale la zuppa di miso il riso //
ParlaBO	PBB030	669-4	669-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=1226839&end=1232099	yes	_	_	Specificazione	ti mancano adesso che sei qua // allora voi considerate che me ne sono andata a diciannove anni // mh // quindi eh cioè ho	praticamente	vissuto più in emilia quasi che in // mhmh // che giù da me // e però le trad~ cioè a me ma~ quello che manca di giù è il mare //
ParlaBO	PBB030	791-1	791-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=1436309&end=1440795	yes	_	Introduzione o ripresa del topic	_	voi // // // boomer io // beh lei ce l''ha // // ma non lo uso // // eh beh ragazzi altra epoca okay // // lo uso per gli affitti // e	praticamente	noi facciamo questi dolci tipici di pasta di mandorla con dentro // mh // eh del caffè la nutella marmellata crema di
ParlaBO	PBB030	939-5	939-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=1700564&end=1703696	yes	_	Riformulazione	_	cioè secondo me si era rotta una roba delle fogne ed era uscita in mare // ma anche perchè // cioè // il po // poi xx sei a cioè	praticamente	è come se fai il bagno nel po che // sì // eh // sì sì sì sì // cioè non è che il po acqua cristallina // quindi quello no // mentre
ParlaBO	PBB030	1086-7	1086-7	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=1957281&end=1963199	yes	_	_	Intensificazione	ferrara // madonna madonna davvero davvero // ferrara è proprio // ferrara // ferrara tu uscivi e avevi le branchie	praticamente	cioè non riuscivi a respirare sembrava di stare in acqua // mamma mia // bologna no bologna // estati a ferrara le hai
ParlaBO	PBB030	1523-1	1523-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=2625847&end=2631083	yes	_	Prolettico	_	// e // hai presente non // quello di siena anche quello grande quello dove corrono i cavalli sai che c''è tutta // mhmh // eh	praticamente	a ferrara è molto famosa per il palio cioè è una tradizione antichissima e ogni // ah // c~ c''è tutta la sfilata // sì ogni
ParlaBO	PBB030	1860-5	1860-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=3191099&end=3196817	yes	_	Prolettico	_	non mi ricor~ sacro // non è sacro cuore // però x // no ma anche se mi dici il nome probabilmente poi non // e quando ero lì ero	praticamente	al secondo piano di questo appartamento che era al secondo piano dello studentato // mh okay // okay // quando alle
ParlaBO	PBB030	1868-17	1868-17	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=3216776&end=3221907	yes	_	_	Specificazione	mado'' quindi si è proprio staccato l''intonaco // si è si è sta~ staccato tutto l''intonaco ed è caduto tra me e il comodino	praticamente	// madonna // mer~ // ah ah // però a me preoccupavano di più le travi di legno sopra // ah // cioè dell''intonaco me ne faccio
ParlaTO	TOD2009	21-2	21-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2009&begin=74570&end=75930	yes	_	Prolettico|Filler	_	da sola dovermi già solo l~ gelavare la roba o gestirmi il tempo dovermi // boh organizzare // mh // ehmh // e niente	praticamente	// le nostre giornate consistevano nel // visitare // la cina abbiamo vistato un sacco // eh // quante città avete
ParlaTO	TOD2009	59-2	59-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2009&begin=169769&end=173860	yes	_	Introduzione o ripresa del topic	_	di lamiera o in delle bettole // ehmh // cos'' altro // e quindi dicevi che le vostre giornate consistevano // ah // eh sì	praticamente	quindi di giorno abbiamo girato un sacco // okay // quindi abbiamo visitato tanti posti poi entrambe eravamo
ParlaTO	TOD2009	183-6	183-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2009&begin=608495&end=612889	yes	_	Prolettico	_	le lezioni a parlare con i bambini e spiegargli che comunque è importante // eh // l'' istruzione perché era un viaggio	praticamente	organizzato da una coppia // che raccolgono dei fondi per costruire delle scuole in africa // okay // e quindi loro tutti
ParlaTO	TOD2009	327-2	327-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2009&begin=1036259&end=1037726	yes	_	Filler	_	strane // peròmh come cucina mi è piaciuta // nel senso che // allora // la cosa più buona // erano i mandasi // che erano	praticamente	// eh tipo dei fagottini di di sfoglia // okay // ehripieni con verdure qualsiasi tipo di carne di spezie robe del genere
ParlaTO	TOD2016	62-10	62-10	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2016&begin=131891&end=136608	yes	_	_	Approssimazione	di qui // e // e poi anche se hai bisogno di // minimarket ci sono // e se hai bisogno invece di rosticcerie ortofru~ di tutto	praticamente	// okay quindi ti trovi bellamente // sì // xxx // e all'' università vieni a piedi // sì // chiaramente // sì si // vieni a
